"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Endothelial","TIM","MIF","CD74_CXCR4",0.0339753344637803,0.02,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"TAM_CLEC_LAM","TAM_other","HLA-DRB1","CD4",0.0338775757375347,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_CLEC_LAM","TAM_other","HLA-DPB1","CD4",0.0338772862012615,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_CLEC_LAM","TAM_other","HLA-DPA1","CD4",0.0324996006490781,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TIM","TAM_CLEC_LAM","HLA-DRA","CD4",0.032211805377814,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TIM","TAM_CLEC_LAM","MIF","CD74_CD44",0.0319466834013928,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MSC","TAM_other","CXCL12","CXCR4",0.0318140167381435,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"TAM_other","TAM_other","HLA-DRB1","CD4",0.0316336566906154,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TIM","TAM_other","MIF","CD74_CD44",0.0315895260989539,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_other","TAM_other","HLA-DPA1","CD4",0.0313823159519186,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Pericyte","TAM_CLEC_LAM","APP","TREM2_TYROBP",0.0313632502760489,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"TAM_CLEC_LAM","TAM_CLEC_LAM","MIF","CD74_CD44",0.0305864763723887,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_CLEC_LAM","TAM_other","MIF","CD74_CD44",0.0302440508088589,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_CLEC_LAM","TAM_CLEC_LAM","HLA-DQB1","CD4",0.0294563577996691,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TIM","TIM","MIF","CD74_CD44",0.0290231384305991,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_other","TAM_CLEC_LAM","MIF","CD74_CD44",0.0289520006139995,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_other","TAM_other","MIF","CD74_CD44",0.0286273331740767,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_other","TAM_CLEC_LAM","HLA-DQB1","CD4",0.0279545417640921,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MSC","TAM_CLEC_LAM","APP","TREM2_TYROBP",0.0279251602358792,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"TAM_CLEC_LAM","TIM","MIF","CD74_CD44",0.0277838357938787,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Tumor","TIM","SPP1","CD44",0.0274226872270909,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Endothelial","TAM_CLEC_LAM","PPIA","BSG",0.0272567444941932,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TIM","TAM_other","HLA-DRA","CD4",0.0271821369826989,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Pericyte","TAM_CLEC_LAM","PPIA","BSG",0.0266258042416968,0.01,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Endothelial","TIM","PPIA","BSG",0.0263466149865905,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TAM_other","TIM","MIF","CD74_CD44",0.0262950647526912,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_CLEC_LAM","TAM_CLEC_LAM","HLA-DQA1","CD4",0.0262619178604549,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_CLEC_LAM","TAM_CLEC_LAM","HLA-DMA","CD4",0.0256173385413211,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TIM","TAM_CLEC_LAM","HLA-DRB1","CD4",0.0251232272620615,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Endothelial","TIM","FN1","CD44",0.0250798167818285,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"MSC","TAM_CLEC_LAM","CXCL12","CXCR4",0.0249995837996704,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"TAM_other","TAM_CLEC_LAM","HLA-DRB5","CD4",0.0248617749617659,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_CLEC_LAM","TAM_other","HLA-DQB1","CD4",0.0248458893721541,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_other","TAM_CLEC_LAM","HLA-DQA1","CD4",0.0247437949926768,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_other","TAM_other","HLA-DQB1","CD4",0.0235734261088241,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_other","TAM_CLEC_LAM","HLA-DMA","CD4",0.0235370547172723,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Osteoclast","TAM_CLEC_LAM","APOE","TREM2_TYROBP",0.0232152426864701,0,"APOE_TREM2_TYROBP","APOE - TREM2","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"Tumor","TAM_other","SPP1","CD44",0.0231681979659783,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Endothelial","TAM_other","CXCL12","CXCR4",0.0225045350158889,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"Pericyte","TAM_CLEC_LAM","THY1","ITGAX_ITGB2",0.0224594946480984,0,"THY1_ITGAX_ITGB2","THY1 - (ITGAX+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
"Tumor","TAM_CLEC_LAM","SPP1","CD44",0.0222511917603253,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_CLEC_LAM","TAM_other","HLA-DQA1","CD4",0.0221400330068667,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_CLEC_LAM","TAM_other","HLA-DMA","CD4",0.0215943787036102,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Endothelial","TAM_other","FN1","CD44",0.0211808958509358,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"TIM","TAM_other","HLA-DRB1","CD4",0.0211761765340827,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Endothelial","TIM","LAMA4","CD44",0.0209657806021063,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"TAM_other","TAM_other","HLA-DRB5","CD4",0.0209549174560051,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_other","TAM_other","HLA-DQA1","CD4",0.0208550807246163,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_CLEC_LAM","TAM_CLEC_LAM","HLA-DRB5","CD4",0.0205548656056553,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Pericyte","TIM","COL6A3","CD44",0.0205360831339246,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MSC","TIM","CXCL12","CXCR4",0.0205053029209554,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"TAM_CLEC_LAM","TIM","SPP1","CD44",0.0203741624547115,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Endothelial","TAM_CLEC_LAM","FN1","CD44",0.0203409099021585,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"TIM","TIM","SPP1","CD44",0.0199703090762647,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_other","TAM_other","HLA-DMA","CD4",0.0198341337626646,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Pericyte","TIM","LAMA4","CD44",0.019816761886506,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"TIM","TAM_CLEC_LAM","HLA-DPB1","CD4",0.0196795543846064,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_CLEC_LAM","TIM","PLAU","PLAUR",0.0193085214235802,0,"PLAU_PLAUR","PLAU - PLAUR","PLAU","Secreted Signaling","uniprot"
"Osteoclast","TIM","COL6A2","CD44",0.0185256001062066,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"TIM","TAM_CLEC_LAM","HLA-DPA1","CD4",0.0182393447693483,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Endothelial","TAM_other","LAMA4","CD44",0.0176948215936608,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelial","TAM_CLEC_LAM","CXCL12","CXCR4",0.0176478081722097,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"MSC","TIM","COL4A2","CD44",0.0174596124174702,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MSC","TIM","COL4A1","CD44",0.0173504908535178,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Pericyte","TAM_other","COL6A3","CD44",0.0173309762921314,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"TAM_CLEC_LAM","TAM_other","HLA-DRB5","CD4",0.0173127933196844,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_CLEC_LAM","TAM_other","SPP1","CD44",0.0171938832697829,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_CLEC_LAM","TAM_other","PLAU","PLAUR",0.0171694638994371,0,"PLAU_PLAUR","PLAU - PLAUR","PLAU","Secreted Signaling","uniprot"
"Endothelial","TIM","COL6A2","CD44",0.0171375275359766,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Osteoclast","TAM_other","APP","TREM2_TYROBP",0.0170853955581009,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"Endothelial","TAM_CLEC_LAM","LAMA4","CD44",0.0169906855996012,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"TAM_CLEC_LAM","TIM","LGALS9","CD44",0.0168590445641705,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TIM","TAM_other","SPP1","CD44",0.0168519844487072,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Pericyte","TAM_other","LAMA4","CD44",0.0167220042535896,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Pericyte","TAM_CLEC_LAM","COL6A3","CD44",0.0166410736367302,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"TIM","TAM_other","HLA-DPB1","CD4",0.0165732068204156,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_CLEC_LAM","TAM_CLEC_LAM","SPP1","CD44",0.0165093462574768,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_other","TIM","FN1","CD44",0.0163236455673002,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"TIM","TAM_CLEC_LAM","SPP1","CD44",0.0161808352871849,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Pericyte","TAM_CLEC_LAM","LAMA4","CD44",0.0160559471589733,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Osteoclast","TAM_other","COL6A2","CD44",0.0156292663251143,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"TIM","TAM_other","HLA-DPA1","CD4",0.0153567679968273,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_other","TIM","LGALS9","CD44",0.0153110964749991,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Pericyte","TIM","LAMC1","CD44",0.0152131967448288,0,"LAMC1_CD44","LAMC1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Osteoclast","TAM_CLEC_LAM","COL6A2","CD44",0.0150060700199614,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MSC","TIM","LAMA4","CD44",0.0149322768389821,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"TAM_CLEC_LAM","TAM_CLEC_LAM","HLA-DMB","CD4",0.0149097437412599,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Pericyte","TIM","LAMB2","CD44",0.0147355849916266,0,"LAMB2_CD44","LAMB2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"MSC","TAM_other","COL4A2","CD44",0.014727436750324,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"TIM","TIM","LGALS9","CD44",0.0147010362329859,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"MSC","TAM_other","COL4A1","CD44",0.014635136776117,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Osteoclast","TIM","COL6A1","CD44",0.0145359358999715,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Endothelial","TIM","CXCL12","CXCR4",0.0144555918341168,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"Endothelial","TAM_other","COL6A2","CD44",0.0144550119709788,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"TAM_CLEC_LAM","TAM_other","LGALS9","CD44",0.0142194889438644,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"MSC","TAM_CLEC_LAM","COL4A2","CD44",0.0141396831801859,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MSC","TAM_CLEC_LAM","COL4A1","CD44",0.0140510142507994,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Pericyte","TAM_other","APP","TREM2_TYROBP",0.0139570220576769,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"Endothelial","TAM_CLEC_LAM","COL6A2","CD44",0.0138779773943194,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"TAM_other","TAM_other","FN1","CD44",0.0137667415130954,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"TAM_CLEC_LAM","TAM_CLEC_LAM","LGALS9","CD44",0.013651726056593,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_other","TAM_CLEC_LAM","HLA-DMB","CD4",0.0132492297501309,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_CLEC_LAM","TAM_CLEC_LAM","PLAU","PLAUR",0.0132438431413557,0,"PLAU_PLAUR","PLAU - PLAUR","PLAU","Secreted Signaling","uniprot"
"TAM_other","TAM_CLEC_LAM","FN1","CD44",0.0132168137786129,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"TIM","TAM_CLEC_LAM","HLA-DRB5","CD4",0.0131718656965079,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TIM","TIM","FN1","CD44",0.0130211675197537,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"TIM","TAM_CLEC_LAM","HLA-DQB1","CD4",0.012981275738284,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TAM_other","TAM_other","LGALS9","CD44",0.0129107144711253,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Pericyte","TAM_other","LAMC1","CD44",0.0128279629276197,0,"LAMC1_CD44","LAMC1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"MSC","TAM_other","LAMA4","CD44",0.0125905245424892,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"TAM_CLEC_LAM","TAM_other","HLA-DMB","CD4",0.0125466578171965,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Osteoclast","TAM_CLEC_LAM","HLA-DRB1","CD4",0.0125455682018297,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Pericyte","TAM_other","LAMB2","CD44",0.0124242898162977,0,"LAMB2_CD44","LAMB2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"MSC","TAM_other","APP","TREM2_TYROBP",0.0124025991665298,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"TIM","TAM_other","LGALS9","CD44",0.0123950919004327,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_other","TAM_CLEC_LAM","LGALS9","CD44",0.0123945519374843,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Pericyte","TAM_CLEC_LAM","LAMC1","CD44",0.0123150674749653,0,"LAMC1_CD44","LAMC1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Osteoclast","TAM_other","COL6A1","CD44",0.0122555664120568,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MSC","TAM_CLEC_LAM","LAMA4","CD44",0.012087006258481,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Pericyte","TAM_CLEC_LAM","LAMB2","CD44",0.011927339260982,0,"LAMB2_CD44","LAMB2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"TIM","TAM_CLEC_LAM","LGALS9","CD44",0.0118992951406859,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Osteoclast","TAM_CLEC_LAM","COL6A1","CD44",0.0117652841085341,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Endothelial","TAM_other","APP","SORL1",0.0114004548108086,0,"APP_SORL1","APP - SORL1","APP","Cell-Cell Contact","PMID: 24523320"
"TAM_other","TAM_other","HLA-DMB","CD4",0.0111463453265843,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MSC","TAM_CLEC_LAM","ANXA1","FPR3",0.0111017365741605,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"TIM","TAM_other","HLA-DRB5","CD4",0.0110811224085979,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TIM","TAM_other","FN1","CD44",0.0109757852721711,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"TIM","TAM_other","HLA-DQB1","CD4",0.0109204496298855,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Osteoclast","TAM_other","HLA-DRB1","CD4",0.0105531727299676,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"TIM","TAM_CLEC_LAM","FN1","CD44",0.0105361543253868,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"TAM_CLEC_LAM","TIM","FN1","CD44",0.0104205604749539,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"TIM","TAM_CLEC_LAM","ANXA1","FPR3",0.0103106085715869,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"Osteoclast","TAM_other","APOE","TREM2_TYROBP",0.0102830549986337,0,"APOE_TREM2_TYROBP","APOE - TREM2","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"TAM_CLEC_LAM","TAM_other","LGALS9","PTPRC",0.0102453281534298,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Endothelial","TAM_CLEC_LAM","ANXA1","FPR3",0.00941309316291966,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"Osteoclast","TAM_CLEC_LAM","ANXA1","FPR3",0.00939999766115749,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"TAM_other","TAM_other","LGALS9","PTPRC",0.00929888853159227,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_CLEC_LAM","TAM_CLEC_LAM","LGALS9","PTPRC",0.00922393715755332,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TIM","TAM_other","LGALS9","PTPRC",0.00892620908947626,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_other","TAM_CLEC_LAM","ANXA1","FPR3",0.00886191307091988,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"TAM_CLEC_LAM","TAM_other","FN1","CD44",0.00878005099802616,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"TAM_CLEC_LAM","TAM_CLEC_LAM","FN1","CD44",0.00842761993199073,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512"
"TAM_other","TAM_CLEC_LAM","LGALS9","PTPRC",0.0083710532478947,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Osteoclast","TIM","LGALS9","CD44",0.00834179384179537,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TIM","TAM_CLEC_LAM","LGALS9","PTPRC",0.00803525784657521,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_CLEC_LAM","TAM_CLEC_LAM","ANXA1","FPR3",0.00781873621480939,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"MSC","TIM","MDK","NCL",0.00745396186061635,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"Osteoclast","TAM_other","LGALS9","CD44",0.00702622110683429,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Osteoclast","TAM_CLEC_LAM","LGALS9","CD44",0.00674370978286137,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"MSC","TAM_other","MDK","NCL",0.00658173414192807,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"MSC","TAM_CLEC_LAM","MDK","NCL",0.00648049380091255,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"MSC","TIM","COMP","CD36",0.00615486896344564,0,"COMP_CD36","COMP - CD36","THBS","ECM-Receptor","KEGG: hsa04512"
"T_NK","TAM_CLEC_LAM","HLA-DPB1","CD4",0.00560167038832051,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MSC","TAM_CLEC_LAM","THY1","ITGAX_ITGB2",0.00549062192276746,0,"THY1_ITGAX_ITGB2","THY1 - (ITGAX+ITGB2)","THY1","Cell-Cell Contact","PMID: 15850796"
"T_NK","TAM_CLEC_LAM","HLA-DRB1","CD4",0.00540412091099883,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T_NK","TAM_CLEC_LAM","HLA-DRA","CD4",0.00536551904240985,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
