,Osteoclasts_corr,Osteoclasts_pval,Osteoclasts_qval,Osteoclasts_ci_low,Osteoclasts_ci_high
FAM198B,0.07746896806893534,6.026578013158174e-05,0.000536033704931821,0.03967991985003121,0.115036730615387
KLF2,0.07650733334287721,7.439542348155674e-05,0.0006468732113486032,0.03871403762830688,0.11408205773185405
APOBEC3A,0.07612395449882539,8.08579983483294e-05,0.0006999270482027264,0.038328985106952894,0.1137014350453367
AGFG1,0.07599434519768364,8.316022739792827e-05,0.000716656359664813,0.0381988125224943,0.11357275502639723
CKAP4,0.07586324973442035,8.555173426127894e-05,0.0007340035961620349,0.038067148621928094,0.11344259821839968
EIF4E3,0.07581514449672543,8.644546763227172e-05,0.0007384042367355721,0.03801883512634396,0.11339483709502252
CRISPLD2,0.07555542179526203,9.142503683163668e-05,0.0007741185433036835,0.037757991082021894,0.11313696928453443
CDH23,0.07462678361238252,0.000111534161434696,0.0009362109914366906,0.03682538566995113,0.11221492184687208
TNNT1,0.07444198591673767,0.0001160042164502351,0.0009695352400733012,0.03663980635621191,0.11203142797796027
ARHGAP24,0.07333467874235872,0.00014652956280189616,0.0012141915481746865,0.03552787034368627,0.11093187962727005
MARCO,0.07277207401935941,0.00016479408991465128,0.0013572258768600701,0.03496294964356952,0.11037318177061353
CLEC4D,0.072751311624914,0.00016550744106986137,0.0013572258768600701,0.03494210224246284,0.11035256310069627
HP,0.07218237301818574,0.00018622269601324971,0.0015171672586961815,0.03437084705716256,0.10978755029026654
AQP9,0.07186081789305253,0.00019898371656522463,0.0016076226100832105,0.03404799356631523,0.10946820321345815
RP11-295G20.2,0.0713262009913636,0.00022203329406139975,0.0017790188313431988,0.033511235471984646,0.10893724022376744
ANPEP,0.07054679278130566,0.0002601591759530299,0.0020295176654392395,0.0327287447377412,0.10816312053194867
TPPP3,0.07004936755891242,0.0002876107894886822,0.002221821995293047,0.032229376455608603,0.10766904664048008
CDKN1C,0.06956648532612913,0.00031683437204672583,0.0023997728414007864,0.03174462603261152,0.10718939998161038
OSCAR,0.06826452633406523,0.00041005940585385193,0.0030232136423977906,0.030437718634764254,0.1058960775552233
CLU,0.06808157621275081,0.00042504523232716947,0.0031100479452165343,0.03025408353133675,0.10571433083349763
GIMAP6,0.06772760130062382,0.0004555013837250942,0.003320365349785555,0.029898790554361707,0.10536267714020071
KCNJ2,0.06740257850891844,0.0004852470768518466,0.0035107988134915323,0.02957256592226655,0.10503977742214307
PLBD1,0.06682349171824227,0.0005427746857379644,0.003912416786787781,0.028991357805654823,0.10446445360420795
CR1,0.06658028009005981,0.0005687790190743941,0.0040703893380541235,0.02874726286610248,0.1042228148806208
LTB,0.06624647693848557,0.0006063601003023021,0.004322544979728543,0.028412254733065002,0.10389116327392783
NACC2,0.06614179742950567,0.0006186129371664522,0.004393738040900186,0.028307199096624148,0.10378715675761636
RAB27A,0.06601048882806033,0.0006343082426380595,0.004472449754455263,0.02817541986759844,0.10365669118521109
TMEM91,0.06576516998963972,0.0006646273393034126,0.004669247865613468,0.02792922529724377,0.10341294387460426
DYSF,0.06548008786679228,0.0007015502830449839,0.004893187046130301,0.02764313126305747,0.1031296823248546
STAB1,0.06530879046698425,0.0007246431140462047,0.005036139778263767,0.027471228816939926,0.10295947591633803
CTB-61M7.2,0.0651039383861901,0.0007531854906506588,0.0051972479230307025,0.027265656108404417,0.10275592564116989
EHBP1L1,0.06500845914555643,0.0007668421164085891,0.005272719374880335,0.027169842084797287,0.10266105208003673
IQSEC1,0.06485630097347038,0.0007890812401163225,0.005406461217616782,0.027017151830783716,0.10250985771862811
RAB3D,0.06440223184375703,0.000859053122824128,0.005865154947732339,0.026561505363027288,0.10205865444169389
LPAR6,0.0641246521275006,0.0009046153261553835,0.006154558306720311,0.026282969138655157,0.10178281903590672
KIAA0319L,0.06402637321472111,0.0009212762781923978,0.006245995466486221,0.026184352976361697,0.10168515631962409
TESC,0.06340697675697438,0.0010329908807145442,0.0068830560745893506,0.02556284797403303,0.10106962669603466
YPEL3,0.0629875297020631,0.0011156192857641098,0.007357774813253773,0.025141989653592923,0.10065278183510191
SLC24A4,0.06221341911348649,0.0012843481464923214,0.008385020390736065,0.024365309727248506,0.09988343900257497
HOMER3,0.06204152968175863,0.0013248750019486093,0.008620579291202529,0.024192855978886697,0.0997126021284496
RASSF3,0.06182422372528699,0.0013777971113551495,0.008905161996392116,0.023974839826295023,0.0994966236569689
PELI1,0.06156384879845616,0.0014437713172567698,0.009269776768744626,0.02371361868699027,0.09923783464127837
F5,0.06147222999791582,0.0014676694958495808,0.009352567924883814,0.023621703356735985,0.0991467726672468
RPH3A,0.0614590536620139,0.001471136264615556,0.009352567924883814,0.023608484427469448,0.09913367636053007
SOCS3,0.06133952754417432,0.0015029304652242781,0.009492450071888845,0.023488572538248396,0.09901487561294443
EGR1,0.060625347541249736,0.001706458073494721,0.010639299692946188,0.02277211020895591,0.0983050073855771
FOLR3,0.06042381857987389,0.0017683096376482715,0.010954480470926512,0.022569944249087752,0.09810468819393482
SMARCD3,0.060283159738687066,0.0018126925934086404,0.011193665409615777,0.022428842643841134,0.09796487191237988
LIN7A,0.0601881966339148,0.0018432328948456641,0.011346122486049976,0.02233358146821756,0.09787047680434648
LILRA6,0.05971220130479097,0.002003555057563803,0.012064885890112466,0.021856102439165616,0.09739731829862219
CCR1,0.059493670354015975,0.002081359665053036,0.012417711970885653,0.021636896101206046,0.09718008403639981
LYL1,0.059233336609165785,0.0021776577519627563,0.01295238767195026,0.021375762525085745,0.09692129033678473
NLRP12,0.058797326211838655,0.0023481217532580595,0.013838930333031543,0.020938424129552782,0.09648784781246411
ACP5,0.05867382909772597,0.0023985765138414914,0.014093454122238338,0.020814553501586626,0.09636507543372909
BCL2A1,0.05852466739083146,0.0024608379315066405,0.014286122003566994,0.020664942208665868,0.09621678754413977
RP3-525N10.2,0.05821348074978487,0.0025955129648872186,0.014978272734869992,0.02035282308325546,0.09590741850646822
CPD,0.05765173328392789,0.0028557951343132636,0.016299710431551925,0.019789411000805113,0.0953489337004977
CHCHD10,0.05764692248805467,0.002858123541375789,0.016299710431551925,0.019784586053031655,0.09534415074349775
GPR34,0.05708699899941625,0.0031412596562411855,0.017603764374137743,0.019223027486932845,0.09478745550118481
