,Osteoclasts_corr,Osteoclasts_pval,Osteoclasts_qval,Osteoclasts_ci_low,Osteoclasts_ci_high
CXCR4,0.33759452972379456,7.993571168513928e-113,2.6099009865197972e-110,0.3102897017233307,0.3643427975699216
TMEM176B,0.31651284001226204,2.0015136290333172e-98,5.601378856108955e-96,0.288801058165208,0.3436947028041974
RP11-1143G9.4,0.3078578322314837,7.335359451281803e-93,1.596663240562339e-90,0.2799870541548538,0.33521008899268256
SLC1A3,0.2956935079118397,2.2684694447422338e-85,4.039937856590942e-83,0.26760720358188206,0.32327774329797465
THBS1,0.27946015127297985,5.873294735956255e-76,8.218417419813074e-74,0.2511006581840191,0.30734028801681657
DUSP1,0.2740921136920643,5.480724223242327e-73,7.157825835554479e-71,0.24564590918802565,0.30206665552752193
S100A12,0.25549155843102034,3.141038232108941e-63,3.619584645118479e-61,0.2267588197820733,0.28377996402712086
CD163,0.25351860672309023,3.051432816064503e-62,3.2270936119083196e-60,0.2247567424063718,0.2818390959211383
FOS,0.2534964721782341,3.1299019206869865e-62,3.2270936119083196e-60,0.22473428247806548,0.2818173200073963
CD36,0.21438812072062607,1.8019879285069812e-44,1.3577285969019909e-42,0.1850987007669951,0.2432969947208091
SAMSN1,0.20231189438181865,1.1641984433709059e-39,7.602215835212015e-38,0.17287889673415668,0.23138388930270354
RGS2,0.1890148102098908,1.0196882317561572e-34,4.99392311502578e-33,0.15943419280185284,0.21825632376416712
RETN,0.18790589693560203,2.5358103832970782e-34,1.2116225709460918e-32,0.15831346422716225,0.2171610692529754
F13A1,0.18453154805651587,3.913340027680014e-33,1.825293598625035e-31,0.15490363113807984,0.21382782990676807
PLIN2,0.1798951020651857,1.5402744563566263e-31,6.857721954551434e-30,0.1502195799267691,0.2092467566152763
TNNT1,0.17488853234409654,7.262054708580902e-30,3.092688081328258e-28,0.14516310027543744,0.204298532777259
FOSB,0.17235118711930147,4.896620286440817e-29,1.9984331544036584e-27,0.14260105328868322,0.20179018343851032
HBB,0.16961918087538944,3.697382378102129e-28,1.420229819353347e-26,0.1398428958548401,0.19908896577835514
PER1,0.167395655927311,1.8684325991026542e-27,7.038960503157884e-26,0.13759842800606337,0.19689016844580126
PLAC8,0.1664205454370053,3.7750545409285226e-27,1.3695058973479585e-25,0.1366142296761788,0.19592580847278196
CLU,0.16609368795566953,4.774037378232819e-27,1.700425313446926e-25,0.13628433911394403,0.1956025417981346
VNN2,0.16102692398372034,1.7075439133763023e-25,5.868558818077502e-24,0.13117140338840141,0.1905906202086307
XIST,0.1608251877510547,1.9641486778886292e-25,6.634081482730732e-24,0.13096786167301716,0.19039103564899082
KLF6,0.15566208509732968,6.63845394653999e-24,2.097537303430942e-22,0.1257594071440171,0.18528216962150018
ANKRD28,0.15235827721732903,5.928990742696765e-23,1.8436337880861846e-21,0.12242744382212709,0.18201222680894505
MTRNR2L1,0.1482981953793492,8.174108725969381e-22,2.3900117901752265e-20,0.1183336853168211,0.17799286361361266
CTSD,0.14817212303823477,8.857478086504932e-22,2.5517352310975236e-20,0.1182065835624657,0.17786803979118251
