,mDC_corr,mDC_pval,mDC_qval,mDC_ci_low,mDC_ci_high
MAP3K1,0.0948268646584364,3.973699846843689e-10,3.427748041799078e-09,0.06521728015265733,0.12426961118580089
PLAC8,0.0905339465658788,2.3683489676030843e-09,1.949711349263286e-08,0.06090438720724323,0.12000409310098842
SIGLEC1,0.09027060107023911,2.635504603501993e-09,2.1517864746287875e-08,0.060639852382813844,0.11974239301073926
ZNF217,0.08875119247908593,4.854162122650253e-09,3.899051680703685e-08,0.059113663076150104,0.11823239782785429
TMEM154,0.08807935508506747,6.338805781710728e-09,5.0304762683656335e-08,0.05843887162392548,0.11756467928815119
IFI44,0.08651187146558581,1.17242629808244e-08,9.23053085474429e-08,0.056864601114804764,0.11600670181806694
ASGR2,0.08473531197579846,2.3237251882292473e-08,1.773181066710318e-07,0.05508052769708291,0.11424074095213345
HIST1H1E,0.08384630146593572,3.255559878298918e-08,2.455905246595077e-07,0.05418782821172365,0.11335696410684394
IFIT1,0.08365028338826673,3.505213561728422e-08,2.6144149272440566e-07,0.05399100313012519,0.11316209371701784
GABARAP,0.0834147931778021,3.8297418307507876e-08,2.835152161272225e-07,0.05375454645703148,0.11292797930179357
OAS2,0.08336892805142357,3.896252053998122e-08,2.868327556726815e-07,0.05370849348508055,0.11288238175016956
KLF13,0.08336399634447057,3.903469961271371e-08,2.868327556726815e-07,0.0537035415873028,0.11287747880713574
SELL,0.08308958628954377,4.326171526874817e-08,3.1672045421843677e-07,0.053428010373300486,0.11260466696940258
CRIP1,0.08250322076724373,5.383256634487e-08,3.897949329497156e-07,0.052839264269761446,0.11202170163965139
CD36,0.08175151407166639,7.109086339718269e-08,5.128882653818562e-07,0.05208453588838988,0.1112743241886924
CX3CR1,0.07880142004535202,2.0679732538365223e-07,1.409917160004007e-06,0.04912291061644369,0.10834089766758523
RP11-597D13.9,0.07858216611347683,2.2354249217343398e-07,1.5136802200412732e-06,0.0489028205040888,0.10812286194288512
SOS2,0.07621817078981061,5.108089500792274e-07,3.3557780031694943e-06,0.046529992538940634,0.10577182080196579
LPAR6,0.07516048529648738,7.336082903033085e-07,4.725580675200532e-06,0.045468463666370744,0.10471982420093606
LFNG,0.0745891184327327,8.902709580412559e-07,5.697734131464038e-06,0.04489504848486126,0.10415150298316736
MDM4,0.07442015097940229,9.424624351158028e-07,5.993094459197926e-06,0.04472547904146332,0.10398343250451468
SPI1,0.07343472438958971,1.3107016097114772e-06,8.229215169834085e-06,0.04373657570357081,0.10300320347654908
IFITM1,0.07268058480584984,1.682316003945503e-06,1.0430359224462119e-05,0.0429798146994194,0.10225300275228638
HIST1H1B,0.07267003211427778,1.6881731746625774e-06,1.0434067222836615e-05,0.04296922556803705,0.10224250493860974
NEXN,0.07245378774854867,1.8126016788870431e-06,1.1163417181496649e-05,0.04275223595192935,0.10202738367301799
AC091814.2,0.0722712539380692,1.924445436319072e-06,1.1747999217406273e-05,0.04256907524979327,0.1018457957286378
TLR8,0.07107927530287844,2.8352757628711176e-06,1.6994523001620233e-05,0.041373051984765,0.10065994531096895
STAT1,0.07076877778411683,3.133297411248086e-06,1.8724283325048805e-05,0.04106151485966413,0.10035103032774599
ZNF770,0.07024626003337574,3.7037824529893026e-06,2.180505752739103e-05,0.04053726065636835,0.09983116285647135
RASSF3,0.06881586872527982,5.8201000816203646e-06,3.366495207561167e-05,0.0391021994878149,0.09840794404789907
CDA,0.06871426477620378,6.007994767899385e-06,3.455032353481849e-05,0.03900026849022398,0.09830684497285257
C1orf56,0.06835613091912451,6.7176442658102105e-06,3.85196711658019e-05,0.03864098678303064,0.0979504858258412
RIN2,0.06662128106098932,1.1448717908753061e-05,6.434633521520134e-05,0.036900685324821984,0.09622412547586912
CARS2,0.0660599358681376,1.3567258257698185e-05,7.518838095886368e-05,0.036337614757945676,0.09566548909229562
CREB5,0.0654467746319326,1.630696049607639e-05,8.986947117837655e-05,0.03572259044814533,0.09505526539590681
RP11-108M9.4,0.06503111728513601,1.8455752620464796e-05,0.000101149760218238,0.03530568294234378,0.09464158672969006
HIST1H4C,0.06473018674271619,2.0176920942010726e-05,0.00010976620468282155,0.0350038537575898,0.09434208234446927
DMXL2,0.06472734443088746,2.019388342199086e-05,0.00010976620468282155,0.03500100298386714,0.09433925347725024
GIMAP8,0.06463495381964922,2.0752705965773142e-05,0.00011249554272156807,0.03490833757843314,0.09424729962863292
RP11-425A6.5,0.06457104768291119,2.1147817769300176e-05,0.00011432498761387344,0.03484424166693641,0.09418369530286204
RP11-347P5.1,0.06384557420710883,2.6165277184511825e-05,0.00013917402127096906,0.034116630980811795,0.09346163108782729
SULT1A2,0.06289292512252408,3.448871106292097e-05,0.0001819829860341362,0.03316122329765212,0.0925134115261152
RAB3D,0.06230807490275522,4.078465763792297e-05,0.00021463331764891026,0.03257470643772728,0.09193125406169103
CYP27A1,0.062227742939756706,4.1730178344136804e-05,0.00021889825993120853,0.03249414715331395,0.09185129037968043
DHX57,0.06157844001605182,5.0172928882113845e-05,0.0002612679551236584,0.03184302102906359,0.09120495015347048
MX2,0.06039415891890212,6.989430585064455e-05,0.0003630112638944471,0.030655479542625177,0.09002600851429095
CBWD5,0.05957288556975188,8.765693840458386e-05,0.00044938337414649707,0.029831994480242024,0.08920838919798406
IFIT2,0.0592368146161461,9.608962628321506e-05,0.0004888251757587146,0.02949503011775413,0.0888738019844404
MTRNR2L10,0.05904611639463089,0.00010120931021484479,0.0005135531239546089,0.029303827951455256,0.0886839427136217
NLRP1,0.05901000935610002,0.00010220721183365791,0.0005163122691457397,0.029267625740457343,0.08864799428056958
HIST2H2AC,0.05900762087583137,0.00010227354928138896,0.0005163122691457397,0.029265230967282344,0.08864561628932928
NFE2,0.05873988045219866,0.00010997275378869307,0.0005537714302456016,0.02899678729477804,0.08837904950809145
TMEM144,0.05871030699983696,0.00011085592004095492,0.0005568054312943153,0.028967136427692844,0.08834960543084498
TBL1X,0.05819385913997459,0.00012739929953472565,0.0006366755926370169,0.02844934509531094,0.08783540852738261
TRIM25,0.058083763075775605,0.00013121465899011746,0.0006540951845135504,0.02833896469449408,0.08772579027811536
CRISPLD2,0.05793651663369811,0.00013648588074218618,0.0006786666350689157,0.028191339104225614,0.08757918176080479
RP11-481A20.11,0.05788489504946267,0.00013838060643906692,0.0006863678079377719,0.028139584905583843,0.08752778351590536
CYP1B1,0.057086182468441285,0.00017104185735499744,0.0008358301600795933,0.027338840775984138,0.08673250642905496
KCNE3,0.05681788924107515,0.0001835508013779534,0.0008882068047167305,0.02706987370231415,0.08646535873051772
GPR160,0.0564596529986061,0.0002015969554744776,0.000968446391431873,0.026710744427504367,0.086108645398281
MAP3K7CL,0.055800496763641017,0.00023923134513126744,0.00114369876804924,0.026049965072698137,0.08545227146232559
LILRA6,0.05570650894091694,0.0002451057084580167,0.0011661624114645208,0.02595574793013624,0.08535867826566255
SHPRH,0.05458932871484281,0.0003261089825593642,0.001542233109754217,0.024835882386551312,0.08424614865756562
FLOT2,0.0545848294815607,0.0003264807994439371,0.001542233109754217,0.024831372489625313,0.08424166800428144
RAB27A,0.05393964593222777,0.00038410200775839944,0.0018015564619211926,0.02418467232744588,0.08359913638279809
AC137934.1,0.0537834686774309,0.0003994122462173731,0.0018689478690926138,0.02402813169523937,0.08344359736305075
SULF2,0.05376000333104141,0.00040176122998347377,0.0018755159536169694,0.02400461187814627,0.08342022778542914
CCR1,0.053211777492559745,0.000460452365619328,0.0021294580265471953,0.023455122803524284,0.08287423012784498
KDM1B,0.05311920699537757,0.00047111889735604513,0.0021737206798939385,0.023362340777227115,0.08278203411205823
CBWD3,0.05286552102267081,0.0005015427230764867,0.002308725667247679,0.02310807774414229,0.08252937178914167
JAK3,0.05258664529834254,0.00053709470458804,0.0024552900781167545,0.02282857210218117,0.08225161695773332
MEFV,0.05183397278195987,0.0006451054686478597,0.0029022431968193955,0.02207422268820053,0.08150194667486348
CSF2RB,0.051585850402676,0.0006849242981428745,0.003055525261712448,0.021825554937261248,0.08125480663977436
HP,0.051381487632911366,0.000719422927543797,0.003200302888445949,0.021620745744586303,0.0810512502250584
NACC2,0.05119880658099083,0.0007516204686684783,0.00332860493267469,0.02143766774708363,0.08086928788345765
SLFN12,0.05045504988616095,0.0008970104984500039,0.0039286287614234165,0.020692315556638974,0.08012843688496855
ALDH1A1,0.049911357959602304,0.0010193286005319095,0.004434973560209009,0.020147478241199765,0.07958684830239193
ZNF117,0.04958592767038236,0.0010997456957987995,0.00476396388747777,0.019821370829217918,0.0792626686013333
ANKRD13D,0.04882792751696347,0.0013103138890354484,0.005639181682963838,0.019061818059512986,0.07850755700983743
SNORD3D,0.04850011124324467,0.0014124179603865817,0.006039304382342625,0.018733340959910517,0.07818097941812682
HK2,0.04842303057135345,0.001437467545642411,0.00613319486140762,0.018656105838625116,0.07810418907717973
S1PR3,0.047939864800650774,0.0016040408554048836,0.006771100121538912,0.01817198002346126,0.07762283516856779
CREBZF,0.04775883866598723,0.0016708963603562492,0.007023428768955081,0.017990597786615745,0.07744248431454098
C11orf21,0.04769799557656395,0.0016939357172411189,0.00710521873785704,0.01792963545078068,0.07738186775151368
CDC42SE1,0.0476641869247744,0.001706863877657742,0.007144341631377552,0.017895760633056226,0.07734818487869137
KLHL9,0.046933715252232056,0.0020093112768050205,0.008339902872763934,0.017163876064871693,0.07662041424530425
KBTBD4,0.046406929469838196,0.0022571198186276007,0.009252325868093306,0.016636091159078333,0.07609555670747466
LINC01001,0.04581735260248568,0.0025674463754054625,0.01045957619877708,0.01604541574999971,0.07550811841357867
FAM13A-AS1,0.04551883397900865,0.0027390188263859403,0.011090231329693277,0.015746348829503327,0.07521067474792978
ZBTB7B,0.045270791604455234,0.0028894749040601036,0.011675597168340624,0.015497854921030266,0.07496352154834654
CAMKK2,0.04515249405562905,0.0029638542209588985,0.011951802386956208,0.01537934331977189,0.07484564678425348
NDUFA7.1,0.04510953317431169,0.0029912951438533612,0.012013622602034552,0.015336304910333165,0.07480283923584567
RAB24,0.04492678580185279,0.003110631340405015,0.012455722681766809,0.015153228980865944,0.07462074288935659
LTB,0.044893595491280636,0.0031327649285290515,0.012455722681766809,0.015119979212454386,0.07458767060468047
FXYD6,0.044826456908165675,0.003177976902566297,0.012610212349383067,0.015052720557149055,0.07452077056898747
KIAA0319L,0.04479506442726264,0.003199320270049853,0.012669563704149518,0.015021272025653759,0.07448948953574977
ANKRD49,0.04458659594987327,0.003344399896303693,0.013191430207289316,0.014812432826769549,0.07428175966785988
LIN37,0.04450025284320074,0.0034062232563470893,0.013408624882128224,0.014725936936079416,0.07419572172245553
FAM198B,0.04438401714128611,0.0034910927196939723,0.013688395169709171,0.014609496258962107,0.0740798961326525
IFIT5,0.04432017394720953,0.0035385219198167503,0.0138197391514103,0.014545540824551596,0.07401627785437032
SERPINB10,0.044223260825211885,0.00361163942912668,0.014077588658914212,0.014448457788814975,0.07391970568963978
RP11-295P9.3,0.04401390011315357,0.0037743042481737593,0.014627624809235759,0.014238731929637434,0.07371107964386643
FCER1A,0.0440088918794217,0.003778275687130392,0.014627624809235759,0.01423371499310358,0.07370608895266131
CLMN,0.043693425451887674,0.004036218801994893,0.015519104851081138,0.013917703401216784,0.07339172452345487
SLC2A6,0.043648133069787654,0.004074536347980596,0.015605946166782821,0.013872333236668668,0.07334658987379415
C16orf54,0.04359876103584966,0.004116680982906809,0.01573698472078441,0.013822876553800984,0.07329738964125304
IRF2BPL,0.04345906401094876,0.0042380790565414855,0.016138865351589843,0.013682940806014413,0.0731581779412459
MXI1,0.04343834014416582,0.004256362173593334,0.016177437839864316,0.013662181624359383,0.07313752597318263
NLRP12,0.04339959770562862,0.004290733611979409,0.016276893855004106,0.013623373234931032,0.07309891787810617
KBTBD7,0.04309688439383096,0.004568076608678745,0.017262979031654538,0.013320147705886003,0.0727972511914293
RP11-307C12.13,0.043065010556937705,0.00459820394401823,0.017310380675424213,0.013288220254374204,0.0727654872414447
KIAA0232,0.04289675060567045,0.004760245492884702,0.01785317024174527,0.013119678281222923,0.07259780637759937
DPEP2,0.0426704695317111,0.00498630735769569,0.018595552251256108,0.012893020603459537,0.07237230143053847
PSTPIP1,0.04240278228480293,0.0052662357985986735,0.019529367896111715,0.012624891790841529,0.07210552840941335
OASL,0.04200626423994374,0.005707002132914237,0.02108508795475204,0.012227727535943323,0.07171035677283534
RP11-434H6.7,0.041890265146037296,0.005842089800989696,0.021544063504021483,0.012111541173366254,0.07159474979992296
FOXM1,0.04187340127507252,0.005861966833440287,0.021577258251475936,0.012094650144353833,0.07157794286879993
XRCC4,0.041798390688321516,0.0059511202862789795,0.021864856755513883,0.012019518964377116,0.07150318534638633
LINC00482,0.04147135503185229,0.006354255243013835,0.023217020998415192,0.011691961466876365,0.07117724911563542
NPHP3,0.04138611033074706,0.00646329440053254,0.023572014872530443,0.01160658179340869,0.0710922899471584
DPF2,0.04118963471100884,0.0067210463560714775,0.024377616033721777,0.01140979673738245,0.07089647079360378
MAP3K5,0.041176810761814564,0.006738186561743887,0.024395186384123854,0.011396952671496898,0.07088368961230561
MBOAT1,0.041025453694873024,0.006943474497381631,0.025047006186918467,0.011245358915975938,0.07073283658447828
MS4A3,0.04099232857550304,0.006989144730797261,0.025165994820148398,0.011212182178910264,0.07069982159490835
STEAP4,0.04083346483425683,0.007211942645591318,0.0259211851609659,0.011053071797183523,0.07054148511719079
APOL2,0.04081734592265431,0.0072349008545216625,0.025956678653473737,0.011036927944779258,0.07052541962007158
EIF4E3,0.040772479339307645,0.0072991500466943054,0.026139916412710292,0.010991992021088507,0.07048070163343671
WDFY3,0.04035800185412953,0.007917318889316544,0.02830263184937662,0.010576879657818736,0.0700675912378368
CD1C,0.04019981930502726,0.008165330075733208,0.029032284713718073,0.01041845751800089,0.06990992774254239
ATG16L2,0.040121310619520976,0.008290984318736762,0.029426320014979853,0.010339830474694308,0.06983167612109285
PDLIM3,0.039955905712505305,0.008561391956386413,0.030277721286043925,0.010174177412495749,0.06966681160917021
EXOC3L1,0.03972733952090736,0.008948022764630614,0.031421021531021484,0.009945270995625689,0.0694389894962105
ACOX1,0.03953843006544123,0.009279257638687852,0.03252658507978215,0.009756082700686215,0.06925069268081584
PADI2,0.03892742751713447,0.010426741333713695,0.036356159588906804,0.009144192883244973,0.06864165713781796
MAPK8IP1,0.03879671842368539,0.010688013890311638,0.037201788698909284,0.009013296876213012,0.06851136596133763
FRY,0.03871158221243649,0.010861305340909778,0.03773875621079685,0.008928039469371195,0.06842650141148794
TMEM150B,0.03860188388295893,0.011088269939804475,0.03844275574140373,0.00881818561733999,0.06831715248472507
APOBEC3B,0.03859499098304014,0.011102670887008236,0.03844275574140373,0.008811282969159322,0.06831028151570281
RP11-229P13.20,0.038531972941600566,0.011235102801861654,0.03883352606079011,0.008748175936252232,0.0682474638458493
DKFZP761J1410,0.038480175278594056,0.011345003110453993,0.0391451933411143,0.008696305304375174,0.06819583070179278
KIAA1024L,0.038429678759002876,0.011453060030189064,0.03944942899287344,0.008645737803165476,0.0681454944152438
CLEC12B,0.038276837400256794,0.011785708666173745,0.04038488081811522,0.008492682527680689,0.06799313712313232
NBPF12,0.03800930708709475,0.012388629815740172,0.042304718682320996,0.008224781138313033,0.06772645077377933
VCL,0.03796182672672629,0.012498441989349181,0.04254413862814348,0.008177235367359634,0.06767911975349315
MT-ATP8,0.03796045406385476,0.012501629445669175,0.04254413862814348,0.008175860815463265,0.06767775140607178
ARHGAP24,0.037930119474649526,0.012572253180464307,0.04268153496969146,0.008145484509271715,0.06764751215581881
RP11-169K16.9,0.037577543353060586,0.013419376153722015,0.04543351926447863,0.007792427547382228,0.0672960401448477
KDM3B,0.03740275474064209,0.013857733762651998,0.046599565737460276,0.0076174033128789806,0.06712179615746736
MPP7,0.03726839775208703,0.014203233933104442,0.047680568736513045,0.00748286644625432,0.06698785658048703
ITGAM,0.03724920811713621,0.014253195228290837,0.047730005897979606,0.007463651208089779,0.06696872647523112
BATF,0.0372442706083175,0.01426607535156346,0.047730005897979606,0.007458707115101137,0.06696380427991741
NSF,0.03718512927294932,0.014421152672931608,0.048005984736738776,0.007399487027925111,0.06690484625682636
IPCEF1,0.036985738166501914,0.014954990858585803,0.049451169772390384,0.007199831954544784,0.06670607164621614
PIK3CD,0.03696613009094038,0.015008416564869516,0.04947919398707825,0.007180198048785682,0.06668652406931008
PXN,0.036964324689143374,0.015013344143256604,0.04947919398707825,0.007178390269843348,0.06668472423674349
KDM2A,0.036856793545455915,0.015309415561272284,0.050287881578748694,0.00707071789265533,0.0665775244519517
CPNE3,0.036787630030653065,0.015502551333698208,0.050519226657762165,0.007001463902127253,0.06650857370301214
PHF21A,0.036324565508161794,0.016851729217223287,0.05418773219930471,0.00653780098574662,0.06604692638111039
RP3-525N10.2,0.036285425205672274,0.016970354453034346,0.054480879020744576,0.006498610691338516,0.06600790528358993
CXCR2,0.036199932954877605,0.017232011919764183,0.055053641946557395,0.0064130095638436305,0.06592267309023725
PPM1A,0.03616824539390982,0.01732988952235493,0.055277332495743056,0.006381281758796645,0.06589108180895549
PHF13,0.03607208086966483,0.01762991551918193,0.05605409036868101,0.006284995470115222,0.06579520910680504
APOBEC3A,0.036023998916115345,0.017781626896968696,0.05635582709838002,0.006236852841861909,0.06574727285757463
PAQR7,0.036009551665240044,0.01782743467153765,0.056410893761292984,0.006222387386952617,0.06573286935987228
KREMEN1,0.035890200282507646,0.018209831096062876,0.05751706592559601,0.006102886094253641,0.06561387895627484
MTRNR2L12,0.03580664712236738,0.018481785546848865,0.05811071715522686,0.006019228494381968,0.06553057800024195
SDPR,0.03576612724603046,0.01861494693649536,0.05843679544621329,0.005978658119166646,0.06549018028343996
ZBP1,0.0356444151880415,0.019019990327824733,0.059519969732498845,0.005856794964230272,0.06536883457769858
NOL3,0.03562591214252682,0.019082235986265746,0.05956914057403014,0.005838269025963342,0.06535038714920877
CCL8,0.03562190114980316,0.019095752724336276,0.05956914057403014,0.005834253073366146,0.06534638821017119
ERV3-1,0.03560017346952528,0.019169118848990342,0.05968857422244117,0.005812498541989482,0.06532472580851525
ITGAL,0.03527089736948106,0.020311482742021325,0.06270533731961382,0.005482818973433272,0.06499643555573492
SLC27A3,0.035039848172901164,0.021148097034674875,0.06484980605377891,0.00525149053366071,0.06476607427504241
WASF1,0.034976697905970765,0.021381918158911804,0.06546562596802627,0.005188264498881277,0.06470311147767573
H1F0,0.03491720856116785,0.021604239403794023,0.06601177607498676,0.0051287039964687565,0.0646437985180277
PNOC,0.03487711875565661,0.021755193474269626,0.06630154201682172,0.0050885663571272905,0.06460382745981824
DHX30,0.03485035486497855,0.021856480166979646,0.06650806234860064,0.0050617705860880645,0.06457714279155477
FBLIM1,0.03479756916683641,0.02205744788345769,0.06691433731006124,0.005008922136557117,0.06452451321703229
GIMAP6,0.03461343808392584,0.022771108223099745,0.06860738621590526,0.004824573462091501,0.0643409254418544
RP4-613B23.1,0.034602368997792184,0.022814641939569873,0.06860738621590526,0.00481349135990482,0.06432988895268194
C18orf54,0.03460024044544052,0.022823021624242674,0.06860738621590526,0.00481136030544367,0.06432776666779534
UBR4,0.03456173903184903,0.022975056046922286,0.06895992616806931,0.004772813680219078,0.06428937857415754
RP11-1000B6.3,0.03448127439070003,0.02329563623366632,0.069711225169825,0.004692254836479499,0.06420915047788783
CCDC149,0.03429907718049663,0.02403590784556528,0.07149511419130662,0.004509845750986398,0.06402748745937792
AMFR,0.03404510024900413,0.025101796421149604,0.07444239775719105,0.004255576779993917,0.06377425188607891
FBN2,0.033911803261727005,0.02567740868656139,0.07592247218202354,0.004122128060367619,0.06364134246046767
FRAT2,0.033851093007637265,0.02594333184401693,0.07648078808102464,0.004061349051291486,0.06358080837220347
NMNAT1,0.03378972433513155,0.02621455456570789,0.07705137223461402,0.003999911101821867,0.06351961755374863
BCDIN3D,0.033744027374062575,0.026418102998677338,0.07753478749907669,0.0039541627011199666,0.06347405288296018
CWF19L2,0.03371124110663988,0.026564982840374788,0.07785070303589893,0.003921339604054563,0.06344136145367807
DDR1-AS1,0.03367491455060047,0.02672854577800759,0.07809931490952439,0.0038849723164373472,0.06340513990197089
MMP25,0.033619301497577275,0.026980631525057478,0.07871996021428536,0.00382929705928588,0.06334968745044055
LINC00685,0.03352349580937522,0.027419717077928226,0.07976644968124574,0.003733384643950702,0.06325415800301971
ST3GAL2,0.03346252997493306,0.02770232537663275,0.0803529437825137,0.0036723511791882783,0.06319336767040949
CHPT1,0.03325257589965805,0.028694865668793104,0.08311038465238761,0.003462165896946933,0.0629840163000104
AL592284.1,0.03323414467453711,0.028783441426536948,0.08324540494205437,0.0034437145005520335,0.06296563785957315
FAM101B,0.033161802945408714,0.029133375266106567,0.08413481299556831,0.003371293796135346,0.06289350311305936
AVL9,0.03314760894100472,0.029202462769143473,0.08421175310171605,0.0033570843328431504,0.06287934968378371
TREX1,0.033070170918365005,0.02958186912898522,0.08518204405211419,0.003279562183222937,0.06280213281568013
SYNPO2L,0.03295116848503035,0.030173177204674714,0.08644199585386485,0.003160431166166876,0.06268346954648242
LMO2,0.03288905079637281,0.030485845062677347,0.08704045347116214,0.0030982466944104144,0.06262152856307597
DLEU7,0.032872760495259154,0.030568300846459107,0.08704045347116214,0.0030819389176301414,0.06260528456482596
KIAA0101,0.03273061517655973,0.031295949504829335,0.08882856054017368,0.0029396417827517274,0.0624635426055505
NPLOC4,0.03265627930455979,0.03168235899233443,0.08979685748684502,0.0028652269978683533,0.06238941719550866
RP11-538P18.2,0.03256001429034178,0.03218883078047274,0.09110219724459045,0.0027688602816988393,0.062293424242253224
CCDC159,0.03254907224757929,0.032246835880886185,0.09113635667760427,0.002757906713920572,0.062282513088708365
NHSL2,0.032090906568441636,0.03475729088745877,0.09781342570314638,0.0022992648752744025,0.0618256344248176
ARHGAP27,0.03207833209932378,0.03482847966227593,0.09787493434837882,0.002286677514553452,0.061813095102452385
RP11-504P24.8,0.0320095504616937,0.03522008423469172,0.09856705130015361,0.0022178255276315718,0.06174450554948292
SLC44A2,0.031953555506456954,0.03554165646078703,0.09931640340591756,0.002161773509793193,0.061688666762490386
LINC00694,0.03190734791389377,0.035808903407062366,0.09992245338904605,0.0021155189695848675,0.06164258790133486
PPP1R3D,0.03186880392997547,0.03603313558968451,0.10040693962069391,0.002076935921887001,0.06160415120153578
SULT1B1,0.03179654575069692,0.03645672757165456,0.10131852667091527,0.0020046047489797707,0.06153209390951143
FGD2,0.03172065417617497,0.03690617849019482,0.10226516497841692,0.0019286368460901466,0.06145641298982604
CD300LB,0.031504496546898,0.038212254092724454,0.10544243688451364,0.0017122636995967945,0.06124085348280091
TPRG1L,0.03146974517763446,0.0384258528845584,0.10588457239300537,0.0016774779422107078,0.06120619801401778
S100Z,0.031457258944394946,0.03850284665821131,0.10594958081815707,0.0016649793708600773,0.06119374622049565
TMEM62,0.0313147430481192,0.03939096553101656,0.10789480219992967,0.0015223233087500753,0.061051622757993904
RNASE2,0.031308973307769494,0.039427284070034783,0.10789480219992967,0.0015165479193416202,0.06104586887988545
NADK,0.031293416017367674,0.039525353510442326,0.10799112831095739,0.0015009754069545374,0.06103035434992912
TMEM38A,0.031268917170636165,0.03968020793280642,0.10799112831095739,0.0014764526186915976,0.061005922811089165
NBR1,0.031248476464324538,0.03980980485842268,0.10808870510283282,0.0014559919640925881,0.06098553823610591
C1orf115,0.03099654555472963,0.041436781302469895,0.11185112123006839,0.0012038172409374877,0.06073429710602507
BCL2L15,0.030953385640810953,0.04172108130052302,0.11243002017225484,0.0011606159379155276,0.06069125498462771
DOK3,0.03084942948698689,0.042412636358803275,0.11386558935841096,0.0010565605496730016,0.06058758209511025
ARRB1,0.030834199750868072,0.04251475963749535,0.11398551773079833,0.001041316329741826,0.06057239380376319
RALGAPA2,0.03079402000514288,0.04278518375667434,0.11440135387229365,0.0010010984386543155,0.06053232333332967
H6PD,0.030763387583182575,0.04299232622255621,0.11480050501420122,0.0009704370000027187,0.06050177415678346
NOTCH1,0.0307485004457452,0.04309330153211946,0.11491547075231856,0.0009555357808890514,0.06048692745590379
NBPF18P,0.03061648589452303,0.043997516051372414,0.11701216065137113,0.0008233969365684255,0.060355270907923246
AP003419.16,0.03059654835049248,0.044135457218036724,0.11722188369556205,0.0008034407115583537,0.06033538734152297
C1orf228,0.030577362681661016,0.04426854073612047,0.11741816152468318,0.0007842370886403746,0.06031625359246043
CHST15,0.030556103677171476,0.044416401388570254,0.11765305788374283,0.0007629582154864234,0.06029505209302346
DENND4B,0.03044484833306702,0.04519701541524275,0.11956117144512214,0.0006515993322017313,0.06018409725405916
CTD-2562J15.6,0.03034242016153979,0.04592588423242202,0.12132750241960757,0.0005490764897559268,0.06008194509537009
RP11-544I20.2,0.030260080386483125,0.04651895822431501,0.12255997073507742,0.0004666610649152315,0.05999982674937193
PRMT8,0.03025196885038917,0.046577730813633256,0.12255997073507742,0.00045854209823562535,0.0599917370051317
