,Osteoclasts_corr,Osteoclasts_pval,Osteoclasts_qval,Osteoclasts_ci_low,Osteoclasts_ci_high
IL23A,-0.002076551150828705,0.8913754126449229,0.9395647554560831,-0.03186841954803612,0.027719003826879647
CHST15,-0.0021020276919679064,0.8900511447425936,0.9392880165794179,-0.031893870305726206,0.027693546731370092
MLYCD,-0.002146222261352916,0.8877546449513003,0.9373630737537945,-0.03193802005650452,0.027649385802960832
BCL3,-0.0022252238625754877,0.8836518118035294,0.934523024849788,-0.03201694125094433,0.027570444048108572
ACPP,-0.002229431155640485,0.8834333986198877,0.934523024849788,-0.03202114425146316,0.02756623993178645
SNAPC4,-0.0022431546914761036,0.8827210304172275,0.934523024849788,-0.032034853778357034,0.027552526750665714
MGAT4B,-0.002339651065984663,0.877714756934736,0.9318398037907856,-0.03213125133313693,0.027456102868166122
SMIM1,-0.0024300989457257624,0.8730267123868356,0.9287319020780063,-0.03222160608405132,0.02736572243312479
NDRG1,-0.0024456104164004735,0.8722231731869536,0.9283748796152982,-0.03223710153456832,0.02735022248002627
PTPRN2,-0.0025012639011952665,0.8693412514126652,0.9272973348401762,-0.032292697422893875,0.02729461020113137
CD14,-0.0025288196369074177,0.8679149635538641,0.9266105200504395,-0.032320224572601336,0.027267074799446917
NLRC5,-0.0025488372374940197,0.8668791195140518,0.9261648751297139,-0.0323402213788171,0.0272470719419662
HIST1H1C,-0.0026057998029236423,0.8639327526632965,0.9252698566723088,-0.0323971246407854,0.027190151199313548
HIRA,-0.0026806052937440508,0.860066344484914,0.9223630418692267,-0.032471851958610125,0.027115400338330837
RP11-686O6.2,-0.002698928263726039,0.8591198079519318,0.9218462406579949,-0.0324901557299977,0.02709709069865699
TRIM28,-0.002740562747039649,0.856969788698039,0.9200368294247345,-0.03253174651489459,0.02705548643089331
ARHGAP29,-0.0027442860940336132,0.8567775651785305,0.9200368294247345,-0.03253546594893926,0.027051765781029514
CCDC153,-0.0029130305294567823,0.8480749588300476,0.9129575248609954,-0.03270403218092755,0.02688314271471092
AKTIP,-0.00291414994470702,0.848017288103092,0.9129575248609954,-0.03270515040835474,0.02688202409893625
MPZL3,-0.0029195965675162592,0.8477366972327901,0.9129575248609954,-0.03271059125063218,0.02687658136498759
TECPR1,-0.0029312745167925395,0.8471351553744189,0.9129575248609954,-0.03272225680008307,0.02686491174775241
ABHD5,-0.003025497986571719,0.8422849040423301,0.9086967099619266,-0.03281637992498661,0.02677075520789169
TMEM127,-0.0030316408807412694,0.8419688976500056,0.9086967099619266,-0.03282251625882938,0.02676461665885696
NAA60.1,-0.0031137495844728576,0.8377474753793367,0.905278317621244,-0.03290453705862179,0.02668256581840383
FAM129B,-0.003187608791382768,0.833954161795601,0.901670330791538,-0.03297831685052407,0.026608758318218073
AC093673.5,-0.003266827070277173,0.8298899044753211,0.8982550848221696,-0.03305744959134893,0.026529595136703017
PGAP1,-0.003334759413970344,0.8264082823039248,0.8949749083466085,-0.03312530828578835,0.02646170974321914
PRDM15,-0.003341748092925738,0.8260502955107396,0.8949749083466085,-0.0331322893723444,0.026454725878771866
GPM6A,-0.003497616719300792,0.8180756342996812,0.8878895286928706,-0.033287987909910166,0.026298963874599013
COPG1,-0.003515571314011379,0.8171582193302045,0.8873792595244256,-0.033305922819122015,0.026281021468829366
CATSPER1,-0.003517777562685115,0.8170455052320473,0.8873792595244256,-0.03330812664753111,0.026278816716600126
APBB2,-0.003541168468968449,0.815850730219605,0.886930328085313,-0.03333149187606849,0.02625544165796774
SLC16A6,-0.003541352961144013,0.8158413083121779,0.886930328085313,-0.033331676165585356,0.026255257290658574
ITPKB,-0.003575780092060393,0.8140836021215545,0.8864664470961384,-0.03336606544395007,0.02622085342493321
SETD1B,-0.003654701064552855,0.8100577683052652,0.8855059964203816,-0.033444899376813816,0.0261419855193407
F8A1,-0.0036618714441460642,0.8096922474983945,0.8855059964203816,-0.03345206183003573,0.026134819942768922
APOL2,-0.003665829425385168,0.8094905012607976,0.8855059964203816,-0.03345601543468268,0.026130864611440343
C9orf47,-0.0036660797194153954,0.8094777436976335,0.8855059964203816,-0.033456265451915504,0.02613061448495327
