,TAM_corr,TAM_pval,TAM_qval,TAM_ci_low,TAM_ci_high
P2RX1,-0.01615461177981753,0.28801050450697185,0.523751458241826,-0.04592634711162635,0.013645796096291659
KIAA0232,-0.016164641829888974,0.28771123650002706,0.523687241482618,-0.045936358615749226,0.013635765293141519
TFE3,-0.016178345064356735,0.2873027102190576,0.523423854063003,-0.04595003650274205,0.013622061020109086
AC005076.5,-0.01620524095807152,0.28650201732403513,0.5224448551202994,-0.04597688261348286,0.013595163055409766
UBOX5,-0.016226133921535255,0.28588107270080587,0.5217921326940193,-0.04599773687542243,0.01357426845342292
RP11-443B7.1,-0.01625175815239193,0.28512075549199334,0.5208835901437521,-0.04602331360526107,0.013548642177461925
DCUN1D2,-0.016301012423871043,0.2836631340792506,0.5196561939180362,-0.04607247646181674,0.013499383864988761
ZNF117,-0.01633304095206942,0.2827179989880011,0.5184034288282755,-0.04610444546833718,0.013467352631448562
RP11-802O23.3,-0.016349205898506223,0.28224179594307464,0.5180089945893248,-0.0461205803507513,0.013451186296389202
RNF187,-0.016375414924423983,0.28147086031001367,0.5175516096895896,-0.046146740599373626,0.013424974985921666
FOLR3,-0.01638598728045296,0.2811602802715335,0.5174601076611526,-0.04615729326776237,0.013414401696744653
TPCN1,-0.01640639364745655,0.2805614679882268,0.5168374674917753,-0.0461776616156273,0.013393993509768106
RNF169,-0.016467860463794524,0.27876299636930035,0.514958831281836,-0.04623901376344613,0.01333252106139439
SNORD3D,-0.01647698389463483,0.27849672146610294,0.5149464076316387,-0.04624812015506083,0.013323396775399982
PLEKHG3,-0.016488490405659854,0.27816114114042667,0.5148056940509389,-0.04625960516908399,0.01331188917877428
ITIH4,-0.01654192127389134,0.27660646839568503,0.5124063802960216,-0.046312936112138804,0.013258453166084575
TMEM38A,-0.01655323811543564,0.27627794462519695,0.5124063802960216,-0.04632423176740766,0.013247135213082338
NBEAL2,-0.016588682557958208,0.27525072672954354,0.5113271927260434,-0.046359609805073726,0.013211687240053805
ELANE,-0.016596538430800733,0.2750234083223905,0.5113271927260434,-0.04636745094989569,0.01320383057457252
SPAG8,-0.01661531163405456,0.27448070378354084,0.5112482457148829,-0.04638618894269488,0.013185055462244211
ZCWPW2,-0.016703247986217373,0.27194833523858686,0.5075686708498178,-0.04647396008517215,0.013097109887962624
IPP,-0.016705929643097087,0.27187136160879544,0.5075686708498178,-0.04647663669668855,0.01309442794260597
AC093673.5,-0.01671064910270181,0.27173593159644516,0.5075686708498178,-0.046481347275898234,0.013089707974268124
PLAC8,-0.01672903352559939,0.2712088109615034,0.5075686708498178,-0.046499697093028605,0.013071321556963009
NKG7,-0.01673759633642998,0.2709635360734024,0.5075686708498178,-0.04650824377886427,0.013062757810329343
TAS2R14,-0.016763085041532677,0.2702343318680145,0.5072800756351968,-0.04653368445930003,0.013037266293770309
LINC00910,-0.016785213123311726,0.26960236309747576,0.5070057709814142,-0.0465557708170288,0.013015135739806564
IRF2BPL,-0.016821808801396512,0.26855943151086503,0.5055236357851577,-0.046592297427520434,0.012978535909126778
ZBTB48,-0.01684011781320476,0.2680386880642134,0.5050225613669509,-0.04661057185456681,0.012960224789784527
RNF40,-0.016879980383699755,0.2669073197901505,0.5035985328805258,-0.04665035905783656,0.01292035756161389
PHKA2,-0.016925936232839823,0.26560709330436527,0.5023493547338996,-0.046696227902111205,0.012874396225263485
ULK1,-0.017005856756537166,0.2633563041235626,0.49923637575040036,-0.046775996819085855,0.012794465858996176
RP11-386G11.5,-0.01702946553252042,0.2626939383813637,0.4992191319431279,-0.04679956073731565,0.012770854102618516
RAB40C,-0.01707436255915044,0.2614374858116213,0.4982631814123503,-0.04684437236612646,0.012725951316449683
NCR3,-0.01707916683380308,0.2613032835473512,0.4982631814123503,-0.04684916749555852,0.01272114641837016
TMEM164,-0.017081662742020075,0.2612335818196111,0.4982631814123503,-0.04685165865212525,0.012718650185728332
HDAC4,-0.017102535632139627,0.26065118021591427,0.4982631814123503,-0.04687249179043898,0.01269777456795266
ARF6,-0.017155515430834344,0.25917695568895716,0.49633888039275187,-0.04692537057437117,0.012644787729242024
NEU4,-0.01718093971164598,0.2584715494035822,0.49630653529104,-0.046950746320333296,0.012619360010594651
INTS5,-0.01726321161436601,0.25619800597176734,0.49301342759261535,-0.04703286090297787,0.012537076719026851
PPIL2,-0.017269745559346378,0.25601804061666755,0.49301342759261535,-0.04703938233652302,0.012530541852257344
FKRP,-0.017319984936270322,0.25463722273915157,0.4914399318234209,-0.0470895254284898,0.01248029530267894
HOXA5,-0.017324025423431186,0.25452639625809836,0.4914399318234209,-0.0470935581654428,0.012476254232120834
RP1-193H18.2,-0.01750197613153326,0.24967862586738931,0.4828093506051661,-0.04727116657717541,0.012298276864569234
RP11-295P9.3,-0.01759152881626701,0.24726355900003993,0.4790731455625774,-0.047360546291217664,0.012208710049406712
