,Osteoclasts_corr,Osteoclasts_pval,Osteoclasts_qval,Osteoclasts_ci_low,Osteoclasts_ci_high
FKRP,-0.010516301386900512,0.2958414855175657,0.574604059444587,-0.03022478915649163,0.00920036025290854
RECQL5,-0.010523882855274756,0.2954934189688555,0.5744901436368053,-0.03023236453555625,0.009192778586670575
FAM177B,-0.010550944001689936,0.29425327358953746,0.5732019117519449,-0.03025940392844429,0.009165716715518168
MPP7,-0.01057110368283825,0.2933316760881668,0.5719679538654332,-0.030279547385168002,0.009145556475691987
CTD-2562J15.6,-0.01057750309182096,0.29303953320386433,0.5719601508453006,-0.030285941640586542,0.009139156886013236
ANXA2R,-0.010580520987830038,0.2929018293753306,0.5719601508453006,-0.030288957105667577,0.009136138904229315
AL592284.1,-0.01058924896249935,0.2925038243577044,0.5719601508453006,-0.03029767804789721,0.009127410679471327
TPRG1L,-0.010595643100414264,0.2922124753643305,0.5719601508453006,-0.03030406703192339,0.009121016356434043
GPX8,-0.010635483926015677,0.29040151899435973,0.5690493733502509,-0.03034387570821019,0.009081174341041451
MAP2K6,-0.010668773863882881,0.2888941341463127,0.567777085426169,-0.030377138735015123,0.009047883361008811
KDM6A,-0.010680439749686365,0.28836714661586704,0.5673030585059426,-0.03038879517997111,0.009036217099654492
VWF,-0.010691270888234197,0.287878447878786,0.5669034911105062,-0.03039961754840812,0.009025385607623164
