,Osteoclasts_corr,Osteoclasts_pval,Osteoclasts_qval,Osteoclasts_ci_low,Osteoclasts_ci_high
ATP5D,0.3256234837950275,1.681795964635658e-23,5.783017702957702e-22,0.26513906736369197,0.38355529480906286
C1orf56,0.31199590486451734,1.4042123305115854e-21,4.30040026219173e-20,0.25097984956825214,0.3705425047331173
CDC42SE1,0.2970984820701554,1.3494170992705442e-19,3.623092485712694e-18,0.23553106419979372,0.35629081370094506
C4orf48,0.291649237210993,6.690658533668635e-19,1.7030767176611073e-17,0.22988790084918762,0.35107087875834697
IL32,0.26466941590936766,1.0983244678673996e-15,2.418781974179891e-14,0.20200901846285005,0.32517186901940687
GNLY,0.25018540649658205,4.132927045951184e-14,8.710254849531528e-13,0.18708412553167802,0.3112305463171582
S100A12,0.2358259109622912,1.1982477362650478e-12,2.372288447555044e-11,0.1723162377885834,0.2973830866847243
LTB,0.2331055581768816,2.2112166470397476e-12,4.333984628197905e-11,0.16952172954009895,0.2947568160891903
ARF6,0.21967341787095032,4.058934815079927e-11,7.366215034774682e-10,0.1557384079090567,0.281775552984895
CHCHD10,0.216817738632521,7.353514150773731e-11,1.298458354551037e-09,0.15281127301161077,0.2790127967756019
MTRNR2L1,0.2069457817832165,5.376798541292867e-10,8.782104284111683e-09,0.14270094145052573,0.26945413235534
LYL1,0.20537510488762767,7.311457795703561e-10,1.1843353123618992e-08,0.14109357327820396,0.2679321652495718
LINC00861,0.1954523034401114,4.811435970121451e-09,7.254165001106188e-08,0.13094680108900178,0.25830986711879633
NKG7,0.1952306514614885,5.012606828887315e-09,7.442961655014498e-08,0.13072030033790216,0.258094785172267
GZMH,0.19166904112917643,9.616045650663166e-09,1.406526080246254e-07,0.12708170084065581,0.2546378905432966
GIMAP7,0.18609819936223415,2.597897492279243e-08,3.716700061946946e-07,0.12139392123983125,0.24922760920204148
HNRNPH1,0.18223338159756006,5.0850812992722213e-08,7.018844610263067e-07,0.11745047176936066,0.24547186497690596
RP11-277L2.4,0.17300882389390593,2.3824671254174763e-07,3.052049389423695e-06,0.10804648602162716,0.23649996463044612
FAM173A,0.17182041871257087,2.889687233826823e-07,3.6306326783978033e-06,0.10683580977398051,0.23534332163284263
KLRD1,0.16690361305405152,6.330482176755126e-07,7.659101892864227e-06,0.10182890876942119,0.230556013161292
CD3D,0.16638139682938374,6.871067737627735e-07,8.26214280107384e-06,0.10129731708425954,0.2300473698097921
CX3CR1,0.1651527067449677,8.323639156014787e-07,9.947763869383525e-06,0.10004671463823232,0.22885047727938895
FGFBP2,0.16221826628171268,1.3083492317115447e-06,1.517375440328182e-05,0.09706077368191295,0.22599119844964133
CD3E,0.16020888343899375,1.7749517933168465e-06,2.0226194854075694e-05,0.09501680178845667,0.22403264910692747
SPON2,0.1600002361125164,1.8316677922941845e-06,2.0751843195934114e-05,0.09480459435257521,0.2238292506059761
SYTL1,0.15700988579877168,2.8620722716020532e-06,3.1514953103033844e-05,0.09176387110961189,0.22091351588914843
KLRB1,0.15653136196130835,3.0715790155336644e-06,3.3632932237128394e-05,0.09127739937030602,0.22044682619180692
PTPRCAP,0.15634100332189432,3.158937070415653e-06,3.439731476674822e-05,0.09108388768337321,0.22026116708285906
EHBP1L1,0.1539080918411173,4.507238857509726e-06,4.8011892177821e-05,0.08861111205260007,0.21788791085047043
PET100,0.15252001056582765,5.507006291357558e-06,5.680911753189902e-05,0.08720064706161829,0.21653352639496315
ANXA2R,0.15040761115076595,7.444484032612574e-06,7.40669477356378e-05,0.08505468623338841,0.21447193430423034
MIB2,0.14956479630481773,8.386289365724232e-06,8.218563578409747e-05,0.08419865007874049,0.21364923145816855
KLF2,0.14929779548466324,8.70763215305961e-06,8.491024388058127e-05,0.0839274809168946,0.21338858308889103
CLIC3,0.14790982942456182,1.0576240259196253e-05,0.00010161485739227772,0.08251800228571309,0.21203349234146718
HOPX,0.1473640414968421,1.1410938465640708e-05,0.00010857009413910577,0.08196382665061883,0.21150056437173825
NENF,0.1452465629355143,1.528229355810359e-05,0.00014400622775905306,0.0798141892747805,0.20943261717951323
SOCS1,0.14198173484013024,2.3785319158788014e-05,0.00021784684837020796,0.07650096936152224,0.2062430333864949
IFITM1,0.1397119893183615,3.216542051848979e-05,0.0002878731699371689,0.0741984331105426,0.20402479356158187
LYPD2,0.13533709791205595,5.679715879447634e-05,0.0004893466404144389,0.06976230804586861,0.19974731437792959
AMFR,0.13511945537501527,5.840034695631692e-05,0.0004998457643422758,0.0695416869510984,0.19953445379206794
AC092580.4,0.1348004364543489,6.082773898884957e-05,0.0005161141489962994,0.06921831367348368,0.19922243323557376
MDM4,0.13353652603116545,7.141371792575766e-05,0.0006033227893727802,0.06793728731856666,0.19798612099388996
PRF1,0.13292059753784485,7.718133769842579e-05,0.0006492507377206633,0.06731309627077732,0.19738356731752993
SPI1,0.1303376413876122,0.00010650203977748438,0.000866157667899873,0.06469604943657177,0.19485616923944307
CCL5,0.12968571067609996,0.00011541047104045024,0.000934729434873068,0.06403565701214388,0.19421812578123857
C16orf54,0.12650833332440117,0.00016979519105024343,0.001353014536987939,0.06081786180597401,0.19110765031178034
YPEL3,0.12650725754048017,0.00016981713066277195,0.001353014536987939,0.060816772568709265,0.19110659695948298
RP11-1143G9.4,0.124307173518986,0.0002207014641553497,0.001720858727602717,0.05858950242551066,0.18895207647509385
FAM110A,0.1226444045815156,0.00026828535636585094,0.002030267561687521,0.056906620872703546,0.1873233302848598
LEF1,0.12077791853655877,0.00033305520846875193,0.0024820844433412694,0.05501800298977024,0.18549461157749392
RP11-347P5.1,0.12029541333643919,0.00035202931347610305,0.0026135509636862194,0.05452985301951377,0.18502179667775
ZAP70,0.11991524264631977,0.0003676846089422071,0.0027194786170819845,0.054145256899266,0.18464923996498991
TUBGCP6,0.11899811008730192,0.0004081646956666867,0.003007529336491376,0.05321752864435634,0.18375039895722728
CSTB,0.11709413482397997,0.0005058034087269737,0.0036991592578539865,0.051291919121444506,0.18188405130730634
ITGAL,0.11444289648068152,0.0006782600018511738,0.004764837288990325,0.048611370357368205,0.17928443068316957
FGD3,0.11332344722539744,0.0007662978214883323,0.00532604159616004,0.04747982983676695,0.17818650435130523
SNHG9,0.10897604634014972,0.001218314012095292,0.008040052066352768,0.04308707420374372,0.17392115607636374
