,mDC_corr,mDC_pval,mDC_qval,mDC_ci_low,mDC_ci_high
MARK4,-0.01120842272973861,0.5690498193964009,0.7442885869913823,-0.04974707093496942,0.02736355256732564
FAM126B,-0.011254209772745953,0.5674724696353262,0.7442446476764892,-0.049792750323567024,0.027317793978600242
PLEKHH3,-0.011297595105204181,0.5659797911950906,0.7427782435075212,-0.04983603349974795,0.027274435458732184
ZNF48,-0.011332587861939589,0.5647772343207208,0.7419157982535289,-0.04987094375612938,0.027239464222148756
CLPTM1L,-0.011370241543846107,0.5634846057405225,0.7409747832781539,-0.049908508558993085,0.027201833591374253
LRP3,-0.011430327477011514,0.561424847417227,0.7387561197268487,-0.049968452437439,0.0271417842156795
RUNX1,-0.011527149346762336,0.558113449610137,0.7353862057536811,-0.05006504481747506,0.027045020668556213
WASF1,-0.011537458570556842,0.5577614244217874,0.7353862057536811,-0.05007532956361163,0.027034717612152273
OSCAR,-0.01155253527331266,0.5572468003812182,0.7353862057536811,-0.05009037045435109,0.027019649914127777
CREB5,-0.011624124273702161,0.5548063591086774,0.7342254075995113,-0.050161789169284085,0.026948103431875328
CITED4,-0.011654097191602748,0.5537861468353675,0.7342254075995113,-0.05019169067493656,0.026918148198125033
KLHL21,-0.011782965336473432,0.5494102452216978,0.7311781551641605,-0.05032025099676595,0.026789355296811403
ALKBH6,-0.011796582685053876,0.5489488459278222,0.7311781551641605,-0.05033383574343521,0.02677574582432343
PELI3,-0.011799764573630998,0.5488410609179671,0.7311781551641605,-0.05033701001205343,0.026772565774047234
SOCS1,-0.011846404118798096,0.5472623665892611,0.7307887359909123,-0.05038353777590133,0.026725953084771985
MAP3K5,-0.012007555313555608,0.5418249270498396,0.726954553680536,-0.05054430145095643,0.02656489339271198
FAM134A,-0.012152360451896892,0.5369621098782702,0.7231469028807096,-0.0506887566734344,0.026420168767469793
BCAS2,-0.012206308909683994,0.5351560457957338,0.7224808001599861,-0.050742574354650655,0.026366249892138552
MBD3,-0.012227842789652518,0.5344359989744081,0.7224175773457745,-0.05076405597179978,0.02634472775752896
BLOC1S3,-0.012396985676691789,0.5287972669547951,0.7157713176596305,-0.050932787108307835,0.026175675883609893
C5AR1,-0.012557009185585466,0.5234905455713469,0.7100445570583429,-0.051092419041089916,0.026015736449821126
ZNF844,-0.012570593708217887,0.5230413142314462,0.7100445570583429,-0.051105970231842456,0.026002158973455192
RP11-175O19.4,-0.012596784153447988,0.5221757717373912,0.7097152538418414,-0.0511320963744193,0.025975982072992353
KRT8,-0.012675988831928987,0.5195626975094009,0.7076187013469382,-0.0512111062690157,0.02589681803447275
GPR160,-0.012677058798021244,0.519527444029091,0.7076187013469382,-0.05121217360049461,0.02589574861406875
NOP9,-0.012678886979800961,0.5194672115443264,0.7076187013469382,-0.0512139972804774,0.025893921364466926
TRPV4,-0.012710248336733133,0.5184345205904907,0.7075400236276276,-0.051245281371778056,0.0258625759583496
FSTL3,-0.012817738753508728,0.5149030552891851,0.7039105889030237,-0.05135250638834612,0.02575513963715836
RP11-196G18.24,-0.01281798583414277,0.5148949521685992,0.7039105889030237,-0.05135275285790001,0.02575489267984356
FXYD2,-0.012843366658906702,0.5140629293999845,0.7039105889030237,-0.05137807088576741,0.025729524497701273
SERTAD1,-0.012855061193343438,0.513679799738217,0.7039105889030237,-0.05138973646907451,0.025717835771792735
NEUROD2,-0.012888218467498411,0.5125943279669458,0.7039105889030237,-0.051422811601509216,0.025684694909093628
ATF7IP2,-0.013097266648418546,0.5057783141490371,0.6984389950957803,-0.05163133995319243,0.025475748245808266
OAS3,-0.013100398910314085,0.5056765504792796,0.6984389950957803,-0.051634464400704634,0.02547261747936885
RP11-350N15.5,-0.013391039501287338,0.4962810222228271,0.6909124315450887,-0.05192437661756706,0.025182112358336374
CACFD1,-0.013397608101128724,0.4960697597598023,0.6909124315450887,-0.05193092868079502,0.025175546744889955
CWF19L2,-0.013485801214023636,0.49323789985556077,0.6883115801643751,-0.0520188994440539,0.02508739340645838
TSC2,-0.013622124980366478,0.48887765529068106,0.6832148508664243,-0.052154878338690834,0.024951129940861787
NXPE3,-0.013720328391559431,0.4857495760745827,0.6812174040706489,-0.05225283242963022,0.024852969080285246
RP11-108M9.6,-0.013787385646580294,0.4836198308355051,0.6793668468507846,-0.052319719012703984,0.024785940453180853
FAM24B,-0.013820289908721221,0.4825766428477759,0.6791692567545349,-0.052352539401545516,0.024753050111601702
RIPK3,-0.013842645918524974,0.48186857153014595,0.6786543873183802,-0.05237483837816213,0.024730703512146505
LIF,-0.013876966652958527,0.4807826468805947,0.6776062464564457,-0.052409071481011815,0.02469639714937561
FXYD1,-0.01388243917037988,0.48060961699132143,0.6776062464564457,-0.05241453001701097,0.024690926915149628
INTS5,-0.01394009203095183,0.47878881212314894,0.67623804447308,-0.05247203544368178,0.02463329796764374
ZBTB7B,-0.013940974137724152,0.4787609825107564,0.67623804447308,-0.05247291529268451,0.024632416224757543
RND3,-0.013954386267650115,0.4783379516061158,0.67623804447308,-0.05248629308663104,0.02461900962020122
BRD9,-0.01408975133655125,0.47407985970243005,0.6724609168740477,-0.052621310837438394,0.024483699540715987
AC069363.1,-0.014110399283555985,0.4734321851113751,0.6720229227457816,-0.05264190568235517,0.02446305985730371
CKS2,-0.014120427198051556,0.47311780997664343,0.6720229227457816,-0.05265190779538225,0.02445303594425409
NPHP3,-0.0142442777690924,0.4692445723574621,0.6689518238568277,-0.05277543906592665,0.02432923415393679
MIR4435-1HG,-0.0142865269094444,0.46792731433168155,0.6680344595534374,-0.05281757901356074,0.024287001383510004
TPCN2,-0.01428737531909859,0.46790088330944335,0.6680344595534374,-0.052818425229098395,0.024286153301171932
MECP2,-0.014290941441324461,0.4677897947719716,0.6680344595534374,-0.05282198212818409,0.024282588554147503
YJEFN3,-0.01432864442079145,0.4666162002030274,0.6680344595534374,-0.05285958753579777,0.024244900054048047
IFI44L,-0.014382943630254882,0.46492888112238495,0.6671157534484004,-0.05291374603185875,0.024190621504865305
PNP,-0.014434758821038517,0.4633219180677056,0.66626490343722,-0.052965426735087515,0.02413882581716517
PPP1R12C,-0.01469286599859209,0.45536339430707473,0.6576734238244204,-0.05322286091454754,0.023880812705248434
TP53INP2,-0.01474374141747267,0.45380381445196594,0.6563770707937626,-0.05327360307477362,0.023829955221339245
RRP12,-0.014778091476965268,0.45275252225097473,0.6558131859924637,-0.05330786304817809,0.023795617158269187
ATP5EP2,-0.014816105442568747,0.45159069911632643,0.6546084476225698,-0.05334577721303925,0.02375761636257514
RP1-60O19.1,-0.014850410469418842,0.4505436804670967,0.6535684845400532,-0.05337999208112695,0.023723323124989756
SMAGP,-0.014879865973739458,0.4496457706051967,0.6530847951078129,-0.05340937009977065,0.023693877670910614
RP3-399L15.3,-0.01497232267826387,0.44683395227806666,0.6510446196674549,-0.05350158315436148,0.023601452077949933
IGF1R,-0.015000067753319156,0.4459921156414558,0.650774367415016,-0.05352925498500118,0.023573716210447685
C19orf68,-0.015124389873050237,0.4422310563786567,0.6467140005891417,-0.0536532481792648,0.02344943461940467
RAB40C,-0.015273332333964015,0.4377491376677911,0.6415791130785142,-0.0538017950110486,0.0233005391435083
TTLL4,-0.015318560492512774,0.43639333582144346,0.6400650776138479,-0.053846902694547574,0.02325532491379399
POU6F1,-0.015318773016598428,0.4363869707123713,0.6400650776138479,-0.05384711465215787,0.023255112454786498
GIMAP6,-0.015347227822480361,0.43553523043941367,0.6400650776138479,-0.05387549358141929,0.02322666633074383
KDM5C,-0.015397338981603805,0.43403758067039067,0.6394476392788891,-0.05392547096450712,0.023176570309168233
IGFBP7,-0.015456487510167725,0.43227366760996433,0.6382715434628141,-0.053984461342619285,0.02311743939888495
TIMP3,-0.015641513657916346,0.4267827206932093,0.6322067512591163,-0.05416899103382702,0.02293246662133334
UAP1L1,-0.015665896997863846,0.4260621481731265,0.631923141232094,-0.054193308752891994,0.02290809011772754
ZNF117,-0.01570029815697771,0.42504673782462954,0.6313615588810789,-0.054227617253266865,0.02287369852564122
SPRY1,-0.01577381632843509,0.4228814613967735,0.6295600134758272,-0.054300937100275004,0.02280020049368813
PTPRN2,-0.015839507694877162,0.42095217378201366,0.6271586480914598,-0.05436645090459043,0.022734526769935967
TRAM2-AS1,-0.015938076021043416,0.4180670286262288,0.6249527782996002,-0.05446475218077727,0.02263598429166856
MTA1,-0.01598492021999839,0.4166999643506397,0.6241057623167059,-0.05451146920351952,0.0225891521140686
ARL8A,-0.016035322399216585,0.4152320134158437,0.6231795298685167,-0.054561734358677894,0.022538762680201007
KBTBD4,-0.016080698544936135,0.4139130598491657,0.6218103012734058,-0.05460698697715641,0.022493397841237894
CRYBB2,-0.01622468177725021,0.40974431758746344,0.6174186791610485,-0.05475057719687164,0.022349449434716517
TOM1,-0.0162570470248572,0.4088106931267669,0.6166780884145208,-0.054782853881858905,0.02231709179525047
