,Osteoclasts_corr,Osteoclasts_pval,Osteoclasts_qval,Osteoclasts_ci_low,Osteoclasts_ci_high
P2RX1,-0.009655617627350448,0.6237413390590583,0.9999402028067165,-0.04819782132768541,0.028915296987476715
PTTG1,-0.009689836525670103,0.6225119194778916,0.9999402028067165,-0.048231963872590676,0.028881103466361337
PLEKHG2,-0.009716181281217547,0.6215661186977182,0.9999402028067165,-0.048258249783115714,0.028854778186944433
C1orf228,-0.009722558231268618,0.6213372741581461,0.9999402028067165,-0.04826461248125282,0.02884840594319686
RASGRP4,-0.009755147965724081,0.6201683240188808,0.9999402028067165,-0.048297129331721464,0.028815840211599546
RFX2,-0.009781767754721999,0.6192142186776812,0.9999402028067165,-0.048323689527356786,0.02878923996774539
ST6GALNAC3,-0.009819386262205583,0.6178669903299462,0.9999402028067165,-0.04836122372585637,0.028751648987884997
TRIB1,-0.009842237052614583,0.6170492630869788,0.9999402028067165,-0.048384023250913163,0.02872881486544964
KLRB1,-0.009843686586402401,0.6169974067642962,0.9999402028067165,-0.048385469531342366,0.028727366387632503
TRIQK,-0.009858863630934021,0.6164545704755622,0.9999402028067165,-0.04840061250254886,0.028712200389697157
METRNL,-0.009859867642406912,0.6164186674515371,0.9999402028067165,-0.04840161425933428,0.028711197108366757
C15orf39,-0.009879437617546736,0.615719036616332,0.9999402028067165,-0.04842114027110746,0.028691641349486728
HDAC4,-0.00988834080668765,0.6154008610932528,0.9999402028067165,-0.04843002344974958,0.02868274461813725
AC009501.4,-0.009891874450537977,0.6152745983926897,0.9999402028067165,-0.04843354914981452,0.02867921353566716
ATP5EP2,-0.00991997203850143,0.6142710323626311,0.9999402028067165,-0.048461583538994914,0.028651136280128345
KBTBD11,-0.009934828162094548,0.6137407052150254,0.9999402028067165,-0.04847640622276077,0.028636290882362435
ATP5D,-0.009945259321318768,0.613368459043637,0.9999402028067165,-0.04848681389221878,0.028625867244060944
CXCR4,-0.009957749292221145,0.6129228731785462,0.9999402028067165,-0.0484992757261387,0.02861338626746031
RAB27A,-0.010011957825650522,0.6109906150054707,0.9999402028067165,-0.04855336200137274,0.028559216631411168
CHRNE,-0.010013885838884714,0.6109219408664839,0.9999402028067165,-0.04855528566213616,0.028557289997452488
RP5-940J5.9,-0.010043817373867092,0.6098562448223988,0.9999402028067165,-0.04858514959030094,0.028527379838340614
MESDC1,-0.010054527651566031,0.6094751117807925,0.9999402028067165,-0.04859583565979095,0.028516677192702063
PLAC8,-0.010064025751285288,0.6091372035313422,0.9999402028067165,-0.04860531228377924,0.028507185853855744
IL6,-0.010067134061144426,0.6090266391273316,0.9999402028067165,-0.048608413564070196,0.02850407975502218
ARHGAP24,-0.010086509346337424,0.6083376501284636,0.9999402028067165,-0.04862774501452056,0.02848471823520554
PLCB1,-0.010159038486591816,0.6057615861039896,0.9999402028067165,-0.048700109808132996,0.028412240367095914
NDUFA4L2,-0.010165610576574615,0.6055284022681221,0.9999402028067165,-0.04870666698616504,0.028405672903001333
JAG1,-0.010198461006042478,0.6043634413660836,0.9999402028067165,-0.048739442828811035,0.02837284554599982
ABCA7,-0.010222477161835958,0.6035124031807235,0.9999402028067165,-0.048763404403458006,0.02834884620528338
SPIDR,-0.010225437799504515,0.6034075270985122,0.9999402028067165,-0.048766358309459516,0.028345887637446898
ASGR2,-0.010260486542072442,0.6021666015276146,0.9999402028067165,-0.04880132730969774,0.028310863346696635
DPEP2,-0.010327987537315732,0.5997799250919592,0.9999402028067165,-0.04886867446156514,0.028243409176801394
KLF2,-0.010335684404298799,0.5995080539362798,0.9999402028067165,-0.04887635376414844,0.028235717626812866
LUM,-0.0103441085797717,0.5992105564988348,0.9999402028067165,-0.048884758710266804,0.028227299265523902
KDM3B,-0.010362572234587667,0.5985587515277537,0.9999402028067165,-0.048903180200125726,0.02820884833478613
BRI3,-0.010389029212153648,0.5976253265059615,0.9999402028067165,-0.048929576712891866,0.028182409544017854
TRIOBP,-0.010394376841274925,0.5974367378622989,0.9999402028067165,-0.048934912113996164,0.02817706558435528
MFGE8,-0.010403126466024582,0.5971282332910883,0.9999402028067165,-0.04894364172690062,0.028168321958705157
TBL1X,-0.010417865242633585,0.5966087199256723,0.9999402028067165,-0.04895834678016599,0.02815359327425708
IL10RB-AS1,-0.010457161775367544,0.5952245991408791,0.9999402028067165,-0.04899755331804783,0.028114323567391485
GPR34,-0.010469299690792813,0.5947973680497349,0.9999402028067165,-0.04900966341184914,0.028102193913875417
CDK19,-0.010486352436384407,0.5941973810227905,0.9999402028067165,-0.04902667705126708,0.02808515275637897
RASSF3,-0.010506314978129675,0.5934953667238434,0.9999402028067165,-0.049046593785538675,0.028065203751579074
HK3,-0.010508326723038223,0.593424641588163,0.9999402028067165,-0.0490486009124537,0.028063193369165445
VNN2,-0.01054734720755531,0.5920535964072354,0.9999402028067165,-0.049087531763234965,0.02802419925033875
MT1E,-0.010558387139500879,0.5916659551355932,0.9999402028067165,-0.04909854631416169,0.028013166756642532
TMUB1,-0.010569503001837864,0.5912757654836764,0.9999402028067165,-0.04910963661144345,0.028002058374219558
ARHGAP27,-0.010579511272406342,0.5909245557256944,0.9999402028067165,-0.049119621856145296,0.027992056830111516
TNFSF10,-0.010589555538422273,0.5905721792417774,0.9999402028067165,-0.049129643005734976,0.027982019306983737
EGR3,-0.010640513418092933,0.5887859474797923,0.9999402028067165,-0.04918048348859774,0.027931095516377753
PELI2,-0.010644668618782228,0.5886404047738488,0.9999402028067165,-0.0491846291077255,0.02792694308654625
LTB4R,-0.010686239992198681,0.5871852141479195,0.9999402028067165,-0.049226104547768455,0.027885399361341132
MSRB1,-0.010712924768976503,0.5862520012724702,0.9999402028067165,-0.049252727674612494,0.027858732261809023
