Gene_set,Term,Overlap,P-value,Adjusted P-value,Genes
GO_Biological_Process_2021,nuclear membrane reassembly (GO:0031468),1/54,0.3234341350004672,0.3679434196335591,LMNA
GO_Biological_Process_2021,regulation of proteolysis (GO:0030162),1/54,0.3234341350004672,0.3679434196335591,PLAUR
GO_Biological_Process_2021,regulation of blood vessel endothelial cell migration (GO:0043535),1/55,0.3283185893429043,0.3725885150566211,HSPB1
GO_Biological_Process_2021,regulation of cardiac conduction (GO:1903779),1/55,0.3283185893429043,0.3725885150566211,ATP1B3
GO_Biological_Process_2021,protein targeting to mitochondrion (GO:0006626),1/55,0.3283185893429043,0.3725885150566211,HSP90AA1
GO_Biological_Process_2021,triglyceride metabolic process (GO:0006641),1/55,0.3283185893429043,0.3725885150566211,FABP5
GO_Biological_Process_2021,heart development (GO:0007507),2/164,0.3309164792869231,0.3753077143132177,CDKN1A;ID2
GO_Biological_Process_2021,peptidyl-tyrosine modification (GO:0018212),1/56,0.3331680235365272,0.3769419244391366,CSF1R
GO_Biological_Process_2021,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288)",1/56,0.3331680235365272,0.3769419244391366,ZFP36
GO_Biological_Process_2021,protein-containing complex disassembly (GO:0032984),1/56,0.3331680235365272,0.3769419244391366,HSPA8
GO_Biological_Process_2021,mitochondrial transport (GO:0006839),1/56,0.3331680235365272,0.3769419244391366,HSP90AA1
GO_Biological_Process_2021,monocarboxylic acid transport (GO:0015718),1/57,0.3379826869152516,0.380537407785937,SLCO2B1
GO_Biological_Process_2021,arachidonic acid metabolic process (GO:0019369),1/57,0.3379826869152516,0.380537407785937,GPX1
GO_Biological_Process_2021,regulation of mitotic nuclear division (GO:0007088),1/57,0.3379826869152516,0.380537407785937,IL1B
GO_Biological_Process_2021,regulation of reactive oxygen species metabolic process (GO:2000377),1/57,0.3379826869152516,0.380537407785937,CDKN1A
GO_Biological_Process_2021,positive regulation of cell junction assembly (GO:1901890),1/57,0.3379826869152516,0.380537407785937,LIMS1
GO_Biological_Process_2021,icosanoid metabolic process (GO:0006690),1/57,0.3379826869152516,0.380537407785937,GPX1
GO_Biological_Process_2021,protein K48-linked ubiquitination (GO:0070936),1/57,0.3379826869152516,0.380537407785937,TNFAIP3
GO_Biological_Process_2021,"positive regulation of gene expression, epigenetic (GO:0045815)",1/57,0.3379826869152516,0.380537407785937,SERTAD1
GO_Biological_Process_2021,protein modification by small protein conjugation (GO:0032446),4/409,0.3402027334115357,0.3828052535665193,UBB;UBC;HLA-A;NFE2L2
GO_Biological_Process_2021,regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393),1/58,0.3427628270098259,0.3845228336780918,DAB2
GO_Biological_Process_2021,positive regulation of mitotic cell cycle phase transition (GO:1901992),1/58,0.3427628270098259,0.3845228336780918,RB1
GO_Biological_Process_2021,positive regulation of protein binding (GO:0032092),1/58,0.3427628270098259,0.3845228336780918,B2M
GO_Biological_Process_2021,muscle organ development (GO:0007517),1/58,0.3427628270098259,0.3845228336780918,HBEGF
GO_Biological_Process_2021,positive regulation of mitochondrion organization (GO:0010822),1/58,0.3427628270098259,0.3845228336780918,PLAUR
KEGG_2021_Human,Signaling pathways regulating pluripotency of stem cells,2/143,0.2751941441291437,0.3855671626158892,ID2;SKIL
KEGG_2021_Human,Alzheimer disease,4/369,0.2754051161542066,0.3855671626158892,TUBA1B;TUBB;IL1B;CYCS
GO_Biological_Process_2021,protein polymerization (GO:0051258),1/59,0.3475086897357741,0.3896119125428209,GSN
GO_Biological_Process_2021,nuclear-transcribed mRNA catabolic process (GO:0000956),2/171,0.3492636220247004,0.3913435764855077,ZFP36;ZFP36L1
KEGG_2021_Human,Type II diabetes mellitus,1/46,0.2830672620214856,0.3935798232216546,SOCS3
GO_Biological_Process_2021,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193),1/60,0.3522205191282175,0.3941818084106405,RGS1
GO_Biological_Process_2021,ribonucleoprotein complex biogenesis (GO:0022613),1/60,0.3522205191282175,0.3941818084106405,GLUL
KEGG_2021_Human,Carbohydrate digestion and absorption,1/47,0.2882410695734413,0.3980471913157047,ATP1B3
GO_Biological_Process_2021,protein lipidation (GO:0006497),1/61,0.3568985575370301,0.3986974876990246,GLUL
GO_Biological_Process_2021,B cell differentiation (GO:0030183),1/61,0.3568985575370301,0.3986974876990246,KLF6
GO_Biological_Process_2021,regulation of endocytosis (GO:0030100),1/61,0.3568985575370301,0.3986974876990246,DAB2
GO_Biological_Process_2021,organelle organization (GO:0006996),4/420,0.3581944501495787,0.3999049683542716,CHMP1B;CCL3;CYCS;TNFAIP3
KEGG_2021_Human,Adrenergic signaling in cardiomyocytes,2/150,0.2938448101515866,0.4030438950052167,CREM;ATP1B3
GO_Biological_Process_2021,DNA repair (GO:0006281),3/298,0.3630832144611469,0.405119843369966,BTG2;UBB;UBC
KEGG_2021_Human,Oxytocin signaling pathway,2/154,0.3044763728081979,0.4066362084214749,JUN;CDKN1A
KEGG_2021_Human,mTOR signaling pathway,2/154,0.3044763728081979,0.4066362084214749,DDIT4;SGK1
KEGG_2021_Human,Arginine and proline metabolism,1/50,0.3035410668561185,0.4066362084214749,SAT1
KEGG_2021_Human,Cysteine and methionine metabolism,1/50,0.3035410668561185,0.4066362084214749,SDS
GO_Biological_Process_2021,negative regulation of endopeptidase activity (GO:0010951),1/63,0.3661542224291939,0.4068380249213265,SERPINB9
GO_Biological_Process_2021,"vesicle targeting, rough ER to cis-Golgi (GO:0048207)",1/63,0.3661542224291939,0.4068380249213265,CTSC
GO_Biological_Process_2021,positive regulation of developmental process (GO:0051094),2/177,0.3648565216076667,0.4068380249213265,HSP90AB1;LMNA
GO_Biological_Process_2021,COPII vesicle coating (GO:0048208),1/63,0.3661542224291939,0.4068380249213265,CTSC
GO_Biological_Process_2021,vesicle coating (GO:0006901),1/63,0.3661542224291939,0.4068380249213265,CTSC
GO_Biological_Process_2021,monocarboxylic acid biosynthetic process (GO:0072330),1/63,0.3661542224291939,0.4068380249213265,SDS
GO_Biological_Process_2021,negative regulation of peptidase activity (GO:0010466),1/63,0.3661542224291939,0.4068380249213265,SERPINB9
GO_Biological_Process_2021,mRNA processing (GO:0006397),3/300,0.3670042314449657,0.4072958654460837,HSPA8;FUS;SRSF2
GO_Biological_Process_2021,extracellular matrix organization (GO:0030198),3/300,0.3670042314449657,0.4072958654460837,GSN;CTSL;TGFBI
GO_Biological_Process_2021,RNA processing (GO:0006396),2/179,0.3700234761147427,0.410401708749804,FUS;SRSF2
GO_Biological_Process_2021,diterpenoid metabolic process (GO:0016101),1/64,0.3707323250487528,0.4104536455896907,AKR1B1
GO_Biological_Process_2021,plasma membrane organization (GO:0007009),1/64,0.3707323250487528,0.4104536455896907,CXCR4
GO_Biological_Process_2021,regulation of cellular ketone metabolic process (GO:0010565),1/64,0.3707323250487528,0.4104536455896907,PDK4
GO_Biological_Process_2021,type I interferon signaling pathway (GO:0060337),1/65,0.375277589190722,0.4142530064657228,HLA-A
GO_Biological_Process_2021,regulation of RNA metabolic process (GO:0051252),1/65,0.375277589190722,0.4142530064657228,FUS
GO_Biological_Process_2021,regulation of cellular catabolic process (GO:0031329),1/65,0.375277589190722,0.4142530064657228,HSPB1
GO_Biological_Process_2021,cellular response to type I interferon (GO:0071357),1/65,0.375277589190722,0.4142530064657228,HLA-A
GO_Biological_Process_2021,steroid biosynthetic process (GO:0006694),1/65,0.375277589190722,0.4142530064657228,INSIG1
GO_Biological_Process_2021,cell-cell junction assembly (GO:0007043),1/66,0.3797902486551503,0.4187373221686897,CD9
GO_Biological_Process_2021,positive regulation of cell death (GO:0010942),1/66,0.3797902486551503,0.4187373221686897,DDIT4
KEGG_2021_Human,Endocrine and other factor-regulated calcium reabsorption,1/53,0.3185144093871205,0.4226040856574213,ATP1B3
GO_Biological_Process_2021,regulation of gene silencing by miRNA (GO:0060964),1/67,0.3842705358134354,0.4234260643441884,ZFP36
GO_Biological_Process_2021,regulation of myeloid cell differentiation (GO:0045637),1/68,0.3887186811770662,0.4278205603487238,NR4A3
GO_Biological_Process_2021,canonical Wnt signaling pathway (GO:0060070),1/68,0.3887186811770662,0.4278205603487238,NR4A2
KEGG_2021_Human,JAK-STAT signaling pathway,2/162,0.3256477349902568,0.4292629233962475,SOCS3;CDKN1A
GO_Biological_Process_2021,positive regulation of protein polymerization (GO:0032273),1/69,0.3931349138342905,0.4316593504910155,HSP90AA1
GO_Biological_Process_2021,RNA 3'-end processing (GO:0031123),1/69,0.3931349138342905,0.4316593504910155,SRSF2
GO_Biological_Process_2021,cellular response to calcium ion (GO:0071277),1/69,0.3931349138342905,0.4316593504910155,LGMN
GO_Biological_Process_2021,peptidyl-tyrosine phosphorylation (GO:0018108),1/69,0.3931349138342905,0.4316593504910155,CSF1R
GO_Biological_Process_2021,cilium assembly (GO:0060271),3/314,0.3943237315373376,0.4324540923699575,HSP90AA1;GSN;TUBB
GO_Biological_Process_2021,protein polyubiquitination (GO:0000209),3/314,0.3943237315373376,0.4324540923699575,UBB;UBC;TNFAIP3
GO_Biological_Process_2021,snRNA transcription by RNA polymerase II (GO:0042795),1/70,0.3975194611313408,0.4344219727992326,ELL2
GO_Biological_Process_2021,aerobic electron transport chain (GO:0019646),1/70,0.3975194611313408,0.4344219727992326,CYCS
GO_Biological_Process_2021,carbohydrate homeostasis (GO:0033500),1/70,0.3975194611313408,0.4344219727992326,PDK4
GO_Biological_Process_2021,defense response to Gram-positive bacterium (GO:0050830),1/70,0.3975194611313408,0.4344219727992326,HLA-A
