program,cindex,auc_1yr,auc_3yr,auc_5yr,n,events
ATF3_NFkB,0.42359160486034403,0.36994880936458896,0.43381790446407686,0.4574221715400421,550,95
complement_C1Q,0.5035347956446268,0.4920273348519362,0.5060214124815333,0.4945539060017366,550,95
RCC_skew_CORE,0.5645258008521382,0.580720838253436,0.5732020315233436,0.5346461072636394,550,95
CLEC_LAM8,0.5582610067855452,0.5746871894227441,0.5617730508908234,0.5294865846241938,550,95
partA_signature,0.6749250433959286,0.7181609160182287,0.6707434525414848,0.6768309030789403,550,95
