outcome,n,complement_coef,complement_p,panTAM_coef,panTAM_p
CD8_exhaustion,31,0.12091846774633042,0.6933702965381979,-0.12107667126154176,0.7136728420146258
cytotoxicity,31,0.013868325132010292,0.9512253569320603,-0.016607736588436367,0.9457363719027908
Treg_fraction,32,0.19964399051840376,0.6128824013077202,0.13453919778832546,0.7101675297307003
MHC_I_APM,14,-0.812526559377063,0.318960958096546,0.992858870040325,0.16511504870927887
MHC_II_APC,32,0.5399832008273373,0.04883511143807204,-0.4259017394905233,0.08729897627687119
