,4.0_3_corr,4.0_3_pval,4.0_3_qval,4.0_3_ci_low,4.0_3_ci_high
STK38,-0.040922155,0.002565465,0.022490575,-0.067455088,-0.014331382
PRTN3,-0.041092033,0.002461427,0.021723335,-0.067624476,-0.014501511
CAMP,-0.041187473,0.002404685,0.021294014,-0.067719639,-0.014597092
AL627309.1,-0.041639172,0.002152026,0.019251113,-0.068170026,-0.015049468
MCTP2,-0.041680793,0.002130014,0.019122219,-0.068211525,-0.015091152
ACSL6,-0.041724596,0.002107071,0.019108957,-0.0682552,-0.015135021
PTPN22,-0.041756106,0.002090708,0.019026166,-0.068286618,-0.015166578
HOPX,-0.04190756,0.00201367,0.018517312,-0.068437628,-0.015318263
ARFGAP1,-0.04209652,0.001921207,0.017962868,-0.068626034,-0.015507512
TOP3B,-0.042363029,0.001797412,0.016943349,-0.068891756,-0.015774432
GPR160,-0.042836719,0.001595313,0.015146833,-0.06936404,-0.016248861
PADI2,-0.043115208,0.001486478,0.014216137,-0.069641697,-0.016527791
CTSG,-0.043183586,0.001460823,0.014021766,-0.069709869,-0.016596278
GPR141,-0.043565748,0.001324793,0.012856848,-0.07009088,-0.016979052
PAG1,-0.043749475,0.001263644,0.012400682,-0.070274052,-0.017163076
PRDM1,-0.044072016,0.001162554,0.011625545,-0.070595613,-0.017486143
DNAJB1,-0.044664291,0.000996131,0.010134731,-0.071186074,-0.018079399
MAP2K6,-0.044700222,0.000986781,0.010117702,-0.071221894,-0.01811539
SAMD3,-0.046083277,0.00068294,0.007213378,-0.072600638,-0.01950081
CENPF,-0.046297519,0.000644526,0.006862765,-0.072814202,-0.019715427
SLFN12L,-0.046786487,0.000564253,0.006132169,-0.073301616,-0.020205262
BASP1,-0.046871968,0.000551214,0.00601532,-0.073386825,-0.020290895
SLCO4C1,-0.046939498,0.000541112,0.005954494,-0.073454139,-0.020358546
MTRNR2L1,-0.04761478,0.000449156,0.005069872,-0.074127249,-0.021035052
AREL1,-0.047785837,0.000428297,0.004876277,-0.074297751,-0.021206422
GZMM,-0.048264754,0.000374604,0.004321093,-0.074775108,-0.021686225
PTPRCAP,-0.04852114,0.000348513,0.004073729,-0.075030655,-0.021943091
PCNX,-0.048592324,0.000341576,0.00401047,-0.075101605,-0.022014409
EFCAB4B,-0.048948414,0.000308773,0.003657981,-0.075456521,-0.022371172
PTTG1,-0.049002018,0.000304098,0.003618901,-0.075509948,-0.022424878
GZMH,-0.049088865,0.000296664,0.003546486,-0.075596507,-0.02251189
TNFAIP6,-0.049102431,0.000295519,0.003546486,-0.075610028,-0.022525482
PLEC,-0.04942723,0.000269295,0.003263801,-0.075933748,-0.022850903
CD8B,-0.049439737,0.00026833,0.003263801,-0.075946213,-0.022863434
HIST1H2AC,-0.049818435,0.000240605,0.002970845,-0.076323646,-0.023242866
QSOX1,-0.050738507,0.000184026,0.002338114,-0.077240611,-0.024164751
RASGRP1,-0.051187454,0.000161205,0.002068139,-0.077688027,-0.0246146
CD7,-0.05125835,0.000157854,0.002037364,-0.077758679,-0.024685639
CD247,-0.051548834,0.000144797,0.001904083,-0.078048165,-0.024976713
PARP8,-0.051869859,0.000131553,0.001747395,-0.078368082,-0.025298395
NKG7,-0.052605174,0.00010539,0.00145118,-0.079100839,-0.026035237
PTMS,-0.052746088,0.000100973,0.00140507,-0.079241259,-0.026176447
RAB37,-0.053005687,9.33E-05,0.00131203,-0.079499946,-0.026436594
SAMSN1,-0.053090118,9.09E-05,0.001285464,-0.07958408,-0.026521204
NCF1,-0.053136254,8.96E-05,0.001274287,-0.079630053,-0.026567437
SYNE1,-0.053320408,8.47E-05,0.001217464,-0.079813557,-0.026751983
FUT7,-0.053478856,8.07E-05,0.001172357,-0.079971443,-0.026910769
MTRNR2L8,-0.054060011,6.74E-05,0.00098477,-0.080550528,-0.027493178
CDA,-0.054399456,6.06E-05,0.00089577,-0.080888757,-0.027833365
KIAA0101,-0.056384616,3.22E-05,0.000504766,-0.082866678,-0.029822979
HMGB2,-0.056723449,2.89E-05,0.000457709,-0.083204254,-0.030162594
PLAC8,-0.057232927,2.45E-05,0.000401732,-0.08371183,-0.030673258
VSTM1,-0.058062508,1.86E-05,0.000319833,-0.084538288,-0.031504801
MTRNR2L10,-0.058288492,1.73E-05,0.00029862,-0.084763414,-0.031731325
PDE4D,-0.058469475,1.62E-05,0.000284863,-0.084943708,-0.031912743
ZBTB48,-0.058780209,1.46E-05,0.000258418,-0.085253256,-0.032224228
CD3G,-0.05947695,1.16E-05,0.000208432,-0.085947319,-0.032922672
SYTL1,-0.059811263,1.03E-05,0.000191248,-0.086280337,-0.033257812
F5,-0.062381459,4.22E-06,8.28E-05,-0.088840383,-0.035834558
SERPINB2,-0.062840446,3.58E-06,7.14E-05,-0.089297521,-0.036294752
IL7R,-0.06325239,3.09E-06,6.21E-05,-0.089707796,-0.036707789
CST7,-0.063372093,2.96E-06,5.99E-05,-0.089827012,-0.036827811
FAM101B,-0.063972433,2.38E-06,4.86E-05,-0.0904249,-0.037429764
CCL5,-0.064111073,2.27E-06,4.66E-05,-0.090562971,-0.03756878
PYHIN1,-0.064613382,1.89E-06,3.94E-05,-0.09106321,-0.038072457
NFE2,-0.066696348,8.68E-07,1.88E-05,-0.093137448,-0.040161239
MNDA,-0.067291249,6.93E-07,1.56E-05,-0.093729814,-0.040757843
TSPO,-0.067877774,5.54E-07,1.28E-05,-0.094313822,-0.041346067
DYSF,-0.068002944,5.28E-07,1.23E-05,-0.094438453,-0.041471602
C19orf59,-0.069196739,3.32E-07,8.15E-06,-0.095627059,-0.042668919
QPCT,-0.069203871,3.31E-07,8.15E-06,-0.09563416,-0.042676072
AZU1,-0.069997293,2.42E-07,6.13E-06,-0.096424092,-0.043471877
SERPINB10,-0.070134354,2.29E-07,5.86E-06,-0.096560547,-0.043609353
BCL11B,-0.070379191,2.08E-07,5.42E-06,-0.096804298,-0.043854934
CKAP4,-0.07114629,1.53E-07,4.07E-06,-0.097567976,-0.044624384
MTRNR2L12,-0.07140296,1.38E-07,3.71E-06,-0.097823494,-0.044881848
HP,-0.073657712,5.49E-08,1.55E-06,-0.100067979,-0.047143725
MMP9,-0.073999678,4.76E-08,1.38E-06,-0.100408365,-0.047486796
PLBD1,-0.074784762,3.43E-08,1.00E-06,-0.101189796,-0.048274439
ETS1,-0.076088482,1.97E-08,5.96E-07,-0.102487379,-0.049582482
MSRB1,-0.076662186,1.54E-08,4.76E-07,-0.103058355,-0.050158117
IL32,-0.078533632,6.80E-09,2.18E-07,-0.104920777,-0.052035984
RGL4,-0.079565657,4.30E-09,1.43E-07,-0.105947748,-0.05307163
MTRNR2L2,-0.08025989,3.15E-09,1.13E-07,-0.106638548,-0.053768331
LINC00861,-0.082129707,1.34E-09,5.04E-08,-0.108498995,-0.055644924
CES1,-0.083556924,6.91E-10,2.67E-08,-0.109918935,-0.057077439
EMB,-0.084026703,5.54E-10,2.17E-08,-0.110386295,-0.057548985
CD3D,-0.085282304,3.05E-10,1.23E-08,-0.111635375,-0.058809369
CTSD,-0.085985083,2.18E-10,9.09E-09,-0.112334467,-0.059514861
ALOX5AP,-0.090148244,2.79E-11,1.29E-09,-0.116475253,-0.06369464
SYNE2,-0.092801968,7.16E-12,3.62E-10,-0.119114237,-0.066359441
TYROBP,-0.097195722,6.92E-13,3.87E-11,-0.123482769,-0.070772364
MT-ND4L,-0.101259605,7.25E-14,4.24E-12,-0.127522418,-0.074854899
S100P,-0.108076148,1.34E-15,9.80E-14,-0.134296354,-0.081704715
SELL,-0.108614556,9.68E-16,7.27E-14,-0.134831292,-0.082245856
MT-ND1,-0.112564374,8.40E-17,6.50E-15,-0.138755189,-0.086216209
PADI4,-0.112686959,7.78E-17,6.20E-15,-0.138876956,-0.086339444
VIM,-0.113715011,4.06E-17,3.33E-15,-0.13989812,-0.087372985
MT-ND2,-0.121607865,2.24E-19,2.18E-17,-0.147736235,-0.095309868
GAPDH,-0.125818141,1.21E-20,1.45E-18,-0.151915969,-0.099544997
RETN,-0.12803439,2.51E-21,3.14E-19,-0.154115766,-0.101774711
S100A12,-0.129407466,9.31E-22,1.22E-19,-0.155478521,-0.103156263
MT-ND3,-0.129929132,6.37E-22,8.82E-20,-0.155996239,-0.103681175
MT-ATP6,-0.152338897,1.21E-29,2.88E-27,-0.178222903,-0.126244211
LGALS1,-0.155064648,1.13E-30,3.31E-28,-0.180924583,-0.128990449
RPL36,-0.185740997,1.46E-43,6.40E-41,-0.211303136,-0.159924952
MT-ND4,-0.195292899,4.36E-48,5.73E-45,-0.220752239,-0.169567601
S100A4,-0.221161751,1.32E-61,3.47E-58,-0.246318711,-0.195706975
