"","Sunitinib_5","Pazopanib_199","Axitinib_1021","Cabozantinib_249","Temsirolimus_1016"
"TCGA-BP-4807-01",12.0310218751277,21.5019165021341,10.1690998799479,18.8066519511483,0.193165351043436
"TCGA-B8-A54H-01",17.1895262471575,26.7231475231049,8.42362541148401,14.4469474325604,0.124518267848318
"TCGA-B0-5109-01",12.110066387745,37.7703372736881,7.82045963246215,16.391507363942,0.199834042525684
"TCGA-B0-5711-01",10.6895523414759,20.7705911859122,6.70980716346733,14.0798656083753,0.0937942885830513
"TCGA-CJ-4869-01",20.0083411247368,30.9827821932509,8.99000962940837,15.700013962155,0.079595318749681
"TCGA-BP-5010-01",18.2180916705434,16.3338833562669,6.48837988586863,14.0153554230356,0.153414319762938
"TCGA-BP-5001-01",31.2478318739108,30.0499646813515,10.8026334697134,16.9502364661352,0.116629962788474
"TCGA-B2-4099-01",21.7619984069912,23.4553723880711,10.8956658886146,19.5749856575328,0.0931353033155572
"TCGA-AK-3429-01",22.8187965022717,30.4340184862998,11.0457877515397,16.8965664797385,0.0649785338479346
"TCGA-B0-5106-01",11.4427199262148,24.6045081430559,7.94394249112472,9.94077807308393,0.160913350553838
"TCGA-B8-A54I-01",17.1503934563124,45.030925531608,14.8176724193262,16.7883710014971,0.0735862187458524
"TCGA-CW-6087-01",2.65805130854574,24.6279945609516,4.83872118674931,4.90674425128947,0.0345238957538039
"TCGA-B0-4827-01",12.4204574837686,24.1144155819389,8.58819048024105,19.4266914379973,0.0845487590836839
"TCGA-BP-4761-01",35.1796573603639,53.7429915309736,22.2753926769946,25.2166804141146,0.323766477436044
"TCGA-B0-5694-01",18.5540647837995,24.2034598658419,10.112208801339,15.5941985004734,0.164426920198575
"TCGA-A3-3335-01",35.4467702945655,44.1382402202462,11.8057319379876,26.5997881785495,0.131660801750097
"TCGA-BP-4332-01",16.6049127228858,23.2741625134587,8.12086536565689,14.9222731154801,0.249980428398617
"TCGA-A3-A8OW-01",14.6293071300148,25.213258273545,7.88557791731064,16.6209888541051,0.14179811680811
"TCGA-B0-4819-01",11.3822341426573,24.290511792583,6.80100737288125,10.6079742708108,0.0911435701289697
"TCGA-B0-4823-01",12.6719060477816,21.0892436153623,8.60056783746317,18.5282544657852,0.140944570784457
"TCGA-A3-A8OU-01",17.2997382621614,24.1347443262178,9.5135620678435,14.6823632444552,0.143459269409116
"TCGA-BP-4161-01",11.189699407093,27.5105235629632,8.54819967116682,17.730823224589,0.102172476464321
"TCGA-B0-5075-01",14.673453574565,33.7293375252516,12.4365151683533,17.5894131005756,0.177043651947667
"TCGA-BP-5006-01",16.1280601347909,21.0130498728672,8.52249150203154,18.757581216267,0.144173242007348
"TCGA-A3-A6NJ-01",13.2335765598572,25.4746541263551,8.30439495669938,14.8576499337161,0.120520950814885
"TCGA-BP-4784-01",13.7920786680092,28.022794785136,10.5663202857848,14.5212968570911,0.338784809268708
