TF,fdr,nes,es,tag %,gene %,lead_genes
PPARA DEFICIENCY MOUSE GSE6864 CREEDSID GENE 659 UP,0.019383210025668125,1.6514154035566717,0.6310251630368984,19/40,16.39%,ZFP36;NEAT1;NFKBIA;KLF4;CTSS;FOS;SKIL;PNRC1;SAT1;TCN2;LAMP1;VMP1;JUN;DUSP6;IFRD1;IFIT3;C2;IFIT1;ISG15
IRF5 KD HUMAN GSE50588 CREEDSID GENE 2801 UP,0.019420306105783318,1.652457324206825,0.5515559030736966,23/83,7.72%,IL1B;TNFAIP3;SGK1;LGMN;JUNB;RGS2;SERPINA1;AQP9;DUSP2;MAP3K8;TIMP1;FOS;PFKFB3;NPL;DDIT4;A2M;EGR1;KDM6B;PTGS2;PTAFR;CXCR4;BIRC3;TCN2
NFE2L2 KO MOUSE GSE867 CREEDSID GENE 1362 DOWN,0.019484909529863127,1.652549900343205,0.6033729405109609,19/45,8.14%,ZFP36L1;PLIN2;NFKBIA;AQP9;CTSS;SOD2;HMOX1;MARCO;CXCL1;GABARAPL1;TMEM176B;ID2;TMEM176A;C1QA;G0S2;C1QC;MPEG1;LAMP1;ASGR1
IRF9 OE HUMAN GSE50002 CREEDSID GENE 1654 UP,0.01950425068754535,1.6532735248288428,0.6035855326249162,25/48,21.98%,CXCL2;PLAUR;TNFAIP3;TIMP1;CXCL1;NFKBIZ;MAF;PTGS2;PDK4;CYP1B1;MNDA;MX2;SMAD7;ADAM8;IFIT1;ISG15;TOM1;CHST11;XAF1;MX1;IFI44;LFNG;PADI2;RSAD2;MAP2K3
MBD2 KD HMLER HUMAN GSE63234 RNASEQ DOWN,0.019564718482252143,-1.689473912396553,-0.5731211734321043,12/41,5.93%,GAPDH;RPL36;VIM;HSPD1;HSP90AB1;HSP90AA1;MTRNR2L12;CENPF;MKI67;MT-ND1;HSPE1;NDST1
SRF KD MOUSE GSE1948 CREEDSID GENE 1156 UP,0.01959049544994944,-1.6903959936957695,-0.633384449789067,15/32,10.27%,CKB;GAPDH;RPL36;UBB;PTTG1;HSP90AB1;HIST1H2AC;HSP90AA1;TOP2A;S100A13;TUBA1B;CHCHD10;DCTN1;H1FX;CTSD
AFF1 SHRNA HELA HUMAN GSE69021 RNASEQ UP,0.020151915339701208,-1.686810628748937,-0.5546045593175344,19/53,6.12%,GAPDH;VIM;STMN1;S100A4;UBB;HSPD1;MT-ND4;TSPO;MTRNR2L1;LGALS1;HSP90AA1;H2AFZ;TOP2A;MTRNR2L8;SLC44A1;MT-ND1;SESN3;MTRNR2L10;PRELID1
POU5F1 OE HUMAN GSE34920 CREEDSID GENE 1423 DOWN,0.020230643842053055,-1.6856467476744954,-0.5955913990747157,10/30,2.97%,GAPDH;S100A4;UBB;PTTG1;HSP90AB1;LGALS1;HIST1H4C;TOP2A;CSTB;MT1G
NFE2L1 KO MOUSE GSE867 CREEDSID GENE 893 DOWN,0.020241091592394022,-1.6846141087059525,-0.5973690331183331,7/25,3.16%,RPL36;ATOX1;TSPO;HIST1H2AC;LGALS1;PTPRCAP;CST3
E2F1 OE HUMAN GSE2715 CREEDSID GENE 1129 UP,0.020259223640496593,-1.6857805630527751,-0.6396551693243759,8/20,3.35%,GAPDH;CD59;S100A4;ATOX1;LGALS1;HSPB1;CSTB;CD63
ELK1 KD HUMAN GSE34589 CREEDSID GENE 2863 UP,0.020336568439527955,-1.6849035758740338,-0.6044889665360673,17/34,12.13%,GAPDH;RPL36;ATOX1;PTTG1;HSPD1;MT-ND4;MGST1;HIST1H4C;MT1G;HSPE1;TUBA1B;PRELID1;INTS8;HMGB2;MT1F;MSMO1;LBR
TSHZ3 SIRNA BT549 HUMAN GSE79586 RNASEQ DOWN,0.02047895766366579,-1.6836087722877955,-0.5398092452692042,16/43,5.93%,STMN1;UBB;EXT1;MT-ND4;MT-ATP6;HSP90AA1;MTRNR2L12;H2AFZ;TOP2A;HSPB1;CENPF;MKI67;MT-ND1;ANXA1;TUBA1B;NDST1
STAT6 KD HUMAN GSE50588 CREEDSID GENE 2805 UP,0.02052776384272904,1.6465990505303942,0.5600220138136811,27/75,17.91%,CD83;TNFAIP3;SGK1;PPP1R15A;AQP9;CTSS;HMOX1;NFKBIZ;TNFRSF1B;ID2;BIRC3;EHD1;ARL5B;BCL3;TNF;BASP1;BRI3;LY96;ALOX5AP;IL4R;DDX58;SLC2A6;ZNF438;XAF1;GALC;NEK6;IQSEC1
STAT1 KO MOUSE GSE48970 CREEDSID GENE 1519 DOWN,0.020547777912123966,1.6453955296923073,0.5556349014018023,38/85,17.72%,CD83;CCL3;ATF3;RGS1;RGS2;CDKN1A;SDC2;CCL4;BTG2;FGL2;CD55;SIGLEC1;PLTP;SDC3;CD300E;TPST1;PLXNC1;HPSE;RNF144B;TCN2;SLC15A3;SORL1;AXL;CYP27A1;MNDA;MX2;ARHGAP24;CH25H;CD300LF;IFIT3;DDX58;CSF3R;IFIT2;IFIT1;ISG15;XAF1;QPCT;MX1
PLAGL2 DEFICIENCY MOUSE GSE9123 CREEDSID GENE 166 DOWN,0.020611803384425195,1.6436861677499115,0.6707402799887334,15/36,12.02%,PLIN2;LGMN;CTSL;NPL;SDCBP;ID2;ACSL1;SAT1;CTSB;TCN2;LAMP1;EHD1;CTNNB1;BACH1;DPYD
SOX2 KO MOUSE GSE55738 CREEDSID GENE 2990 DOWN,0.020763108397660147,1.6429276238321107,0.6408114885689107,19/36,12.81%,OLR1;CXCL2;CXCL3;PLAUR;IL10;CCL2;SAMSN1;SERPINB9;TMEM176B;TNFAIP2;CCL20;LPAR6;TMEM176A;GLUL;IL1R2;MNDA;CDC42EP2;BASP1;CH25H
MYCN SHRNA IMR575 HUMAN GSE80397 24HR RNASEQ UP,0.020913153625003556,-1.6807792393688903,-0.5245732184656585,25/67,15.21%,GAPDH;VIM;STMN1;UBB;RNASE3;HSP90AA1;TOP2A;CENPF;MKI67;SOX4;PTMS;SESN3;PLD3;NPEPPS;ABCA5;HNRNPH1;HMGB2;H1FX;ITGAV;LBR;ATXN7L3;TNRC18;AGO1;MT-ND6;PBXIP1
MYC OE MCF7 HUMAN GSE101738 RNASEQ DOWN,0.02104826018534709,-1.67921254306279,-0.6021226466825452,13/28,3.99%,STMN1;UBB;MT-ND4;MT-ATP6;HSP90AA1;MTRNR2L12;H2AFZ;MTRNR2L8;HSPB1;MT-ND4L;MT-ND2;MT-ND1;SOX4
EHF KD CALU3 HUMAN GSE63397 RNASEQ DOWN,0.021145705834353327,-1.679257587878652,-0.5983478428228252,14/32,7.41%,GAPDH;VIM;MT-ND4;MTRNR2L1;LGALS1;MTRNR2L12;MTRNR2L8;CSTB;CD63;MT-ND1;SOX4;COPG1;RMRP;MT-ND3
DUX4 OE HUMAN GSE33799 CREEDSID GENE 1429 UP,0.02161277778838053,1.639933747509061,0.5750225611315132,30/78,16.39%,NAMPT;SGK1;PPP1R15A;RGS2;ELL2;FOS;PFKFB3;SDCBP;CCL20;ID2;HBEGF;SLC2A3;EGR1;CD55;SAT1;RHOB;CXCR4;TIPARP;ZFAND5;RGCC;PELI1;IFI44L;IFRD1;RIT1;TFRC;SIRT1;IFIT3;IFIT2;IFIT1;ISG15
NEUROG3 OE MOUSE GSE3653 CREEDSID GENE 1658 DOWN,0.022061300573815595,-1.674941093124191,-0.6672628637597722,9/19,8.82%,GAPDH;RPL36;STMN1;HSPD1;HSP90AA1;UBE2C;FABP5;CHCHD10;HMGB2
NEUROG1 OE HUMAN GSE18296 CREEDSID GENE 1426 DOWN,0.02246238548255613,1.6366069218290875,0.5873231807641238,28/60,12.66%,CXCL2;FN1;THBS1;CDKN1A;CCL2;CTSS;SOD2;VEGFA;VCAN;CXCL1;NFKBIZ;TNFAIP2;DDIT4;ICAM1;TREM1;ADM;SAT1;PLTP;CTSB;ST8SIA4;BIRC3;ZC3H12A;SLC1A3;TLR4;IL1R1;IFI44L;EPHB2;B4GALT1
VDR KO MOUSE GSE2421 CREEDSID GENE 1151 DOWN,0.022583803782461838,1.6366114249227646,0.5967129454773052,27/56,8.71%,FCGR3A;C5AR1;MS4A7;NEAT1;PLIN2;TREM2;CD14;LGMN;SLC11A1;CYBB;STAB1;HMOX1;C3AR1;GABARAPL1;CLEC7A;TMEM176B;CXCL16;CD52;C1QA;SAT1;PLTP;CTSB;C1QC;C1QB;TCN2;SLC15A3;ADAM17
FOXM1 SIRNA HUMAN GSE2222 CREEDSID GENE 853 DOWN,0.023542338934015798,-1.666810779749366,-0.6174409784147541,9/38,2.78%,GAPDH;CD59;RAB13;DUT;UBB;PTTG1;HSP90AB1;HSP90AA1;HSPB1
PRDM16 DEPLETION MOUSE GSE35011 CREEDSID GENE 487 UP,0.02358486611559162,-1.6679641110262005,-0.5917863920281087,14/37,2.78%,GAPDH;SPARC;VIM;SPP1;MMP14;EXT1;PLAC8;HSP90AB1;LGALS1;HSP90AA1;CALR;H2AFZ;UBE2C;HSPB1
EZH2 SIRNA MCF7 HUMAN GSE76271 RNASEQ DOWN,0.023950885315994392,-1.6650390785404219,-0.6453299105281503,8/27,3.95%,CKB;GAPDH;VIM;STMN1;CA2;HIST1H2AC;HIST1H4C;HIST1H1E
NKX25 SHRNA H1 HUMAN GSE69618 DAY2 RNASEQ DOWN,0.024419845181779087,-1.6625333466660634,-0.660733552296181,10/18,8.48%,MT-ND4;HSP90AA1;MTRNR2L12;MTRNR2L8;MT-ND4L;MT-ND2;MT-ND1;MT-ATP8;MT-ND3;UHRF1BP1
YBX1 SIRNA BT549 HUMAN GSE79586 RNASEQ UP,0.025395052444961607,-1.658021098662802,-0.49665742774863686,15/53,7.41%,GAPDH;SPARC;VIM;STMN1;HSPD1;HSP90AB1;HIST1H2AC;CALR;SOX4;PTMS;ANXA1;NDST1;PPP2R1B;MGAT4B;MT-ND3
ATF2 KO MOUSE GSE9328 CREEDSID GENE 2544 DOWN,0.025599290741388357,-1.6570480635247817,-0.5993493138237778,9/34,4.94%,MMP9;SPARC;UBB;HSPD1;HSP90AB1;MGST1;CD9;ANXA1;PCYT2
TWIST1 OE MOUSE GSE50002 CREEDSID GENE 3025 UP,0.025613965579162797,1.6280665450715726,0.6210747048483595,20/39,16.46%,CXCL2;TNFAIP3;CD14;NFKBIA;PHLDA1;TIMP1;HMOX1;CXCL1;NFKBIZ;PTGS2;SDC3;CYP1B1;SLC15A3;BCL3;BCL6;SMAD7;LY96;ADAM8;TOM1;CHST11
ETS2 KD HUMAN GSE43459 CREEDSID GENE 156 DOWN,0.025691819577883655,1.6278399247979503,0.5617030695510512,13/58,10.11%,CXCL2;DUSP1;NR4A2;GPR183;CHMP1B;PFKFB3;CXCL16;GK;PTGS2;CYP1B1;RNF144B;PELI1;NAIP
FLI1 KD HUMAN GSE27524 CREEDSID GENE 1604 UP,0.02580270006237768,1.626913342041634,0.5690260626079052,26/64,13.50%,IER3;NR4A2;MARCKS;DAB2;PHLDA1;CCL2;VCAN;SDC2;ATP2B1;LIPA;FGL2;DDIT4;A2M;PNRC1;PTGS2;ADM;SAT1;CYP1B1;GAS7;SORL1;IFI44L;MAP3K7CL;TRPS1;DPYD;PTX3;RIN2
IRF8 KD HUMAN GSE50588 CREEDSID GENE 2826 UP,0.025896629144889004,1.6271868619017382,0.5790162312849587,16/62,8.63%,ZFP36;IL1B;DUSP1;NR4A2;RGS2;AQP9;FOS;PFKFB3;NPL;ID2;A2M;EGR1;IVNS1ABP;CXCR4;BIRC3;FOSL2
SRF KO MOUSE GSE23556 CREEDSID GENE 175 UP,0.026181150550795593,-1.6547407600509358,-0.557034519226541,16/42,7.03%,RPL36;MPO;CTSG;VIM;CST7;PTTG1;LGALS1;NKG7;GOLM1;H2AFZ;TOP2A;UBE2C;CST3;GM2A;CHCHD10;CRIP1
FOXA1 KD HUMAN GSE25315 CREEDSID GENE 2164 DOWN,0.02656898213840838,-1.6534000582605455,-0.6286190156531277,10/24,10.61%,CA2;DUT;PTTG1;HIST1H4C;H2AFZ;TOP2A;UBE2C;KIF23;HMGB2;MT1F
MECOM KD HUMAN GSE16238 CREEDSID GENE 2341 DOWN,0.02676534975385395,-1.6523433629412636,-0.5643335970830268,15/29,8.82%,SPP1;DUT;PTTG1;HSPD1;MT-ND4;HSP90AB1;MT-ATP6;H2AFZ;UBE2C;MT-ND2;ANXA1;FABP5;MT-ND3;HNRNPH1;HMGB2
YY1 KD HUMAN GSE50588 CREEDSID GENE 2802 DOWN,0.026875605848017393,1.623675372822268,0.5862590295698279,11/45,5.97%,IER3;C5AR1;IL10;PLIN2;LGMN;GADD45B;HMOX1;CXCL16;DDIT4;ADM;INSIG1
FOXA1 KD HUMAN GSE25315 CREEDSID GENE 2164 UP,0.027016315826279263,1.6236913154301096,0.5792892831671852,20/56,12.78%,ZFP36L1;SGK1;PPP1R15A;FOS;HMOX1;UPP1;LHFPL2;GABARAPL1;ID2;BTG2;DDIT4;SAT1;CYP1B1;MAN1A1;NFIL3;JUN;RXRA;SLC6A6;BASP1;BRI3
TSHZ3 SIRNA MCF7 HUMAN GSE79586 RNASEQ UP,0.02714721703279005,-1.65141843101353,-0.5072823666247172,21/66,14.11%,GAPDH;UBB;HSP90AB1;HSP90AA1;SLC4A2;H2AFZ;TOP2A;MKI67;MBOAT7;TUBA1B;ATP2A3;NDST1;HNRNPH1;STUB1;RAB3D;LSS;UBA1;INTS1;TNRC18;IFITM3;TRIM37
TET2 DEPLETION HUMAN GSE51901 CREEDSID GENE 2988 UP,0.027594426835283632,1.6202970703435347,0.5902047928108477,15/41,12.62%,PLIN2;TNFAIP3;FOSB;FOS;VEGFA;PFKFB3;DDIT4;EGR1;CXCR4;ST8SIA4;SLC1A3;FOSL2;JUN;SLC6A6;TXNIP
TWIST1 OE MOUSE GSE50002 CREEDSID GENE 1077 DOWN,0.02761227199814411,1.620576942357079,0.6120551573845626,15/37,6.16%,IER3;CXCL2;NR4A2;TNFAIP3;CD14;NFKBIA;PHLDA1;FOSB;TIMP1;CXCL1;NFKBIZ;HERPUD1;DDIT4;PNRC1;SDC3
FOXP2 OE SHSY5Y HUMAN GSE100291 RNASEQ UP,0.02808658400298015,-1.647030427895532,-0.5362226538875793,19/57,11.75%,CKB;SPARC;VIM;MTRNR2L1;SLC4A2;MTRNR2L12;CALR;MTRNR2L8;CD63;MBOAT7;MT-ATP8;SESN3;PLD3;ATP8A1;SDF4;ITGAV;CTSD;EDEM3;LSS
PRRX1 SIRNA T47D HUMAN GSE79586 RNASEQ UP,0.028147097967321066,-1.6473092573176527,-0.5186059869364442,16/74,5.93%,GAPDH;STMN1;MT-ND4;HSP90AB1;MT-ATP6;RNASE3;HSP90AA1;MTRNR2L12;HSPB1;MT-ND4L;MT-ND2;MT-ND1;RTN3;SPINT1;NPEPPS;NDST1
VDR KO MOUSE GSE2421 CREEDSID GENE 2719 UP,0.028154720846136155,1.6191361649064357,0.5429688435458274,37/76,12.70%,MS4A7;DUSP1;CD14;MAFB;MARCKS;RGS2;CTSL;CYBB;CTSS;FOS;C3AR1;MCL1;SDCBP;CD36;TMEM176B;TNFAIP2;CXCL16;FGL2;C1QA;PLTP;METRNL;C1QC;RHOB;RNF149;FOLR2;ATP1B3;MPEG1;RHOQ;TM6SF1;BACH1;WWP1;RAB8B;BASP1;DENND5A;FGD2;TXNIP;PICALM
FOXP3 DEFICIENCY MOUSE GSE35543 CREEDSID GENE 3037 DOWN,0.028339649962951255,1.618541884828501,0.5712645680622476,29/66,18.21%,CD83;IL10;PLIN2;LGMN;CYBB;PHLDA1;RASGEF1B;SAMSN1;UPP1;NFKBIZ;FGL2;ICAM1;AREG;METRNL;HPSE;SLC15A3;NFIL3;AXL;ENTPD1;BCL3;PPP1R3B;RIN2;GIMAP5;IER5L;CHST15;TGFBR1;XAF1;PRDM1;TRIB1
IRX6 SIRNA MDAMB231 HUMAN GSE79586 RNASEQ DOWN,0.028457772337821294,-1.6429555026655407,-0.5533019056608224,14/43,3.73%,VIM;STMN1;EXT1;MT-ND4;HSP90AB1;MT-ATP6;MGST1;SLC4A2;TOP2A;CENPF;MT-ND4L;MKI67;MT-ND2;MT-ND1
FOXF2 OE HUVEC HUMAN GSE79306 RNASEQ DOWN,0.028518320789603892,-1.6431249115112094,-0.5532890148375066,16/49,5.55%,CTSK;RPL36;STMN1;MMP14;HSP90AB1;LGALS1;MTRNR2L12;CALR;TOP2A;MTRNR2L8;HSPB1;ANPEP;IL32;SOX4;TUBA1B;TXNRD2
SOX9 OE MOUSE GSE34060 CREEDSID GENE 2743 UP,0.028522701626803763,1.6172941859872865,0.5749321652252456,30/63,10.99%,IER3;ZFP36;DUSP1;ATF3;CD14;NFKBIA;MARCKS;RGS2;GADD45B;THBS1;FOSB;FOS;KLF6;CXCL1;GABARAPL1;NFKBIZ;MCL1;TMEM176B;CXCL16;HBEGF;BTG2;TGIF1;EGR1;IER2;HES1;RHOB;ZFAND5;JUN;CTNNB1;SLC6A6
NFKB1 OE HEK293 HUMAN GSE57027 RNASEQ DOWN,0.02857784732658847,-1.6415605517154228,-0.5173323973842681,18/50,8.71%,GAPDH;STMN1;UBB;HSPD1;HSP90AB1;HSP90AA1;MTRNR2L12;CALR;H2AFZ;TOP2A;MTRNR2L8;CENPF;TUBA1B;NPEPPS;UBFD1;MT-ND3;PUM2;HNRNPH1
LHX1 MUT ABLATION MOUSE GSE4230 CREEDSID GENE 775 UP,0.028636377603539844,-1.6392287486776944,-0.5736671357840591,12/41,6.12%,GAPDH;RPL36;SPARC;VIM;DUT;PLAC8;LGALS1;UBE2C;CST3;PTMS;PTOV1;PRELID1
EZH2 KO HESC HUMAN GSE76626 RNASEQ DOWN,0.028640193955371436,-1.6431396296624945,-0.5199981205887231,15/39,9.81%,GAPDH;VIM;STMN1;MTRNR2L1;MTRNR2L12;TOP2A;MTRNR2L8;CENPF;MKI67;RTN3;TUBA1B;CD99L2;HNRNPH1;HMGB2;H1FX
MYC OE MOUSE GSE38304 CREEDSID GENE 1846 UP,0.028640976880768648,-1.6437540501329955,-0.6229971498440198,11/25,6.92%,GAPDH;RPL36;HSPD1;PLAC8;HSP90AB1;HSP90AA1;CALR;HSPE1;SLPI;FABP5;CHCHD10
PRRX1 SIRNA BT549 HUMAN GSE79586 RNASEQ UP,0.02864176655552273,-1.6445827645797904,-0.5138895682722852,13/48,4.75%,SPARC;VIM;STMN1;HIST1H2AC;MTRNR2L1;RNASE3;MTRNR2L12;MTRNR2L8;MT-ND2;CD63;SOX4;PTMS;ANXA1
SP3 KD HUMAN GSE7102 CREEDSID GENE 1548 UP,0.02864256306728767,-1.6450370186704728,-0.688404525495764,6/15,4.22%,GAPDH;HSPD1;HSP90AB1;HSP90AA1;TOP2A;HSPE1
MECP2 KO MOUSE GSE8720 CREEDSID GENE 2418 DOWN,0.028755898444848563,1.612213745256953,0.6136023267712729,8/30,5.55%,IER3;MARCKS;KLF4;CDKN1A;RBFOX3;ID2;PTGS2;PLA2G7
RUNX1 KO MOUSE GSE2592 CREEDSID GENE 278 DOWN,0.02875669851784043,-1.6392933037880648,-0.5871419464109977,10/29,5.89%,RPL36;MPO;ACP5;HSPD1;TSPO;HSP90AB1;LGALS1;CALR;TUBA1B;SRSF9
STAT1 KO MOUSE GSE48970 CREEDSID GENE 1519 UP,0.02885592643990707,1.612279875983001,0.5807167593424805,17/54,7.79%,IER3;OLR1;CXCL3;PLAUR;FN1;SOD2;FOS;VCAN;SOCS3;MARCO;HERPUD1;TNFAIP2;GLUL;INSIG1;DMXL2;BIRC3;ITGAX
ATF6 KO MOUSE GSE35651 CREEDSID GENE 2662 UP,0.028996003752722155,1.612418671531236,0.5843293212805412,19/41,13.73%,FN1;PHLDA1;FOSB;SOCS3;AREG;EGR1;KDM6B;PLTP;CLEC10A;FOLR2;SLC15A3;NFIL3;BCL3;BACH1;PAG1;CH25H;FURIN;SSH1;EGR2
NFYB KD MOUSE GSE56838 CREEDSID GENE 1342 UP,0.02911903455315349,1.610888256404129,0.6261132060129052,9/29,10.19%,PLIN2;THBS1;PHLDA1;BTG2;LPAR6;PTGS2;IRS2;JUN;TM6SF1
SOX4 KD HUMAN GSE4225 CREEDSID GENE 64 UP,0.029137447673467137,1.612493583462719,0.580982238298421,29/61,12.62%,IER3;NAMPT;DUSP1;PLIN2;TNFAIP3;NFKBIA;PPP1R15A;CTSL;CDKN1A;VEGFA;UPP1;CEBPB;MCL1;SDCBP;DDIT4;PNRC1;PTGS2;IER2;ADM;SAT1;CXCR4;TIPARP;ZFAND5;NFIL3;MAPK6;NBPF10;BASP1;DENND5A;TXNIP
ETS2 KD HUMAN GSE43459 CREEDSID GENE 2888 DOWN,0.029172041614036973,1.6099343357056863,0.571520553573387,12/54,9.47%,CXCL2;DUSP1;GPR183;CHMP1B;PFKFB3;LHFPL2;CCL20;CXCL16;GK;PTGS2;CYP1B1;PELI1
ETS2 KD HUMAN GSE43459 CREEDSID GENE 34 UP,0.029186394089188206,1.6097665052059134,0.5600838422154126,12/57,9.47%,CXCL2;DUSP1;NR4A2;GPR183;CHMP1B;PFKFB3;CXCL16;GK;PTGS2;CYP1B1;RNF144B;PELI1
FOSL1 KO MOUSE GSE43695 CREEDSID GENE 2299 UP,0.02920135571630044,1.6128823767692388,0.6939336974101904,14/25,18.44%,MS4A7;TIMP1;C3AR1;C1QB;CLEC10A;FOLR2;ST8SIA4;MNDA;IFI44L;MX2;LY96;ISG15;CCR1;IFI44
FOSL1 KO MOUSE GSE43695 CREEDSID GENE 2303 DOWN,0.02920135571630044,1.6128823767692388,0.6939336974101904,14/25,18.44%,MS4A7;TIMP1;C3AR1;C1QB;CLEC10A;FOLR2;ST8SIA4;MNDA;IFI44L;MX2;LY96;ISG15;CCR1;IFI44
TP53 KD HUMAN GSE1676 CREEDSID GENE 1784 UP,0.029287790697674423,-1.636351011710319,-0.6389247176257912,16/27,12.13%,CKB;GAPDH;RPL36;HSPD1;HSP90AB1;HSP90AA1;HIST1H4C;H2AFZ;SOX4;HSPE1;SRSF9;H1FX;BTBD2;LSS;MSMO1;LBR
FLI1 KD HUMAN GSE27524 CREEDSID GENE 1595 DOWN,0.029314527722136177,1.6094406750869357,0.5670706022648984,13/48,7.19%,CD83;TNFAIP3;SGK1;JUNB;FOS;NR4A3;MCL1;ID2;EGR1;MIR22HG;KCNN1;PPIF;CXCR4
MYC ACTIVATION MOUSE GSE4356 CREEDSID GENE 751 UP,0.0293462862778408,1.6057370367404027,0.5880737202619897,13/48,6.88%,CXCL2;RGS2;GADD45B;THBS1;CCL2;SOD2;SOCS3;CXCL1;CEBPB;CEBPD;IVNS1ABP;CD52;RNASE1
AHR KO MOUSE GSE48130 CREEDSID GENE 1464 DOWN,0.029365870396392275,1.6089094246958089,0.544552216535744,24/71,10.99%,OLR1;NEAT1;DUSP1;PLIN2;FN1;SGK1;RGS2;CTSL;CYBB;KLF4;CTSS;KLF6;HERPUD1;MCL1;FPR1;CEBPD;SAT1;TLR2;RNF149;ITGAX;MPEG1;TSC22D3;DUSP6;SLC6A6
KLF15 KO MOUSE GSE53231 CREEDSID GENE 446 DOWN,0.029393955781277778,1.606303111298303,0.6028618824713731,11/41,12.62%,NAMPT;RGS2;HERPUD1;DDIT4;ACSL1;C1QA;RHOB;GPCPD1;CTNNB1;IFNGR2;TXNIP
IRF3 KD HUMAN GSE50588 CREEDSID GENE 2817 UP,0.029395074783705875,1.614888701612863,0.5379712169959101,29/81,15.55%,IER3;ZFP36;CD83;IL10;LGMN;JUNB;AQP9;FOS;PFKFB3;DDIT4;EGR1;KDM6B;ADM;PPIF;RHOB;CXCR4;SORL1;NFIL3;KLF2;OGFRL1;BCL3;IFI44L;BASP1;TXNIP;ALOX5AP;IFIT3;ANKRD37;PRKAG2;CHST15
DOT1L DELETION MOUSE GSE25911 CREEDSID GENE 453 UP,0.02939852514237737,-1.6350057265244233,-0.5392663673839836,18/43,5.13%,MPO;PRTN3;CTSG;VIM;ELANE;MS4A3;HSPD1;PLAC8;HSP90AB1;LGALS1;HSP90AA1;CST3;MSRB1;HSPE1;NFE2;SLPI;SPINT1;CEBPA
FLI1 KD HUMAN GSE27524 CREEDSID GENE 1605 UP,0.029410774055395127,1.6130995104747508,0.5604272007150001,25/66,15.55%,IER3;PHLDA1;CCL2;VCAN;SDC2;HERPUD1;LIPA;FGL2;DDIT4;A2M;PNRC1;PTGS2;SAT1;CYP1B1;GAS7;SORL1;TM6SF1;IFI44L;MAP3K7CL;TRPS1;DPYD;PTX3;RIN2;SEMA3C;CHST15
FLI1 KD HUMAN GSE27524 CREEDSID GENE 1602 UP,0.029454350538495214,1.6075872827495494,0.5613584827502579,27/68,17.07%,MARCKS;PHLDA1;CCL2;HMOX1;VCAN;ATP2B1;LIPA;FGL2;DDIT4;SLC2A3;PNRC1;PTGS2;ADM;SAT1;INSIG1;CYP1B1;GAS7;SORL1;IFI44L;MAP3K7CL;TRPS1;DPYD;PTX3;CHST15;WBP1L;IFIT1;IL7R
HNF4G OE LNCAP HUMAN GSE85557 RNASEQ UP,0.029461469702433254,-1.6350487084676104,-0.575478603094124,14/38,6.12%,CKB;GAPDH;VIM;HSPD1;MT-ND4;HSP90AB1;MGST1;HSP90AA1;CALR;H2AFZ;HSPB1;MKI67;TUBA1B;PRELID1
TET3 DEPLETION HUMAN GSE51901 CREEDSID GENE 2989 UP,0.02948028758504555,1.6057677929617549,0.6357646379175014,9/30,13.00%,PLIN2;CCL2;PFKFB3;DDIT4;ATP13A3;SLC1A3;JUN;SLC6A6;RIT1
PPARG KO MOUSE GSE24292 CREEDSID GENE 3012 DOWN,0.029503629209255658,1.6136984780068344,0.5456672891875582,26/69,10.08%,PLAUR;NAMPT;PLIN2;NFKBIA;SLC11A1;CYBB;CCL2;SOD2;HMOX1;SOCS3;KLF6;CEBPB;TNFRSF1B;SERPINB9;TNFAIP2;LIPA;FGL2;ICAM1;CD52;ACSL1;PLA2G7;ATP1B3;MPEG1;NFKB1;MNDA;ENTPD1
EGR3 KD HUMAN GSE52108 CREEDSID GENE 2231 DOWN,0.02952941179870302,1.6064449745918767,0.5537330875226507,27/74,11.03%,OLR1;CXCL3;FN1;TNFAIP3;NFKBIA;SGK1;RGS2;THBD;SDC2;CXCL1;GABARAPL1;NFKBIZ;CCL20;ICAM1;SLC2A3;PTGS2;ADM;MIR22HG;BIRC3;RNF144B;ZC3H12A;SLC1A3;TLR4;IL1R2;OGFRL1;IFI44L;MX2
NCOA3 KD MOUSE GSE50017 CREEDSID GENE 1712 UP,0.029554315045904368,1.6066853247842827,0.6316640996753837,15/37,16.35%,PLAUR;ZFP36;THBS1;RASGEF1B;SERPINB9;LIPA;DDIT4;PLA2G7;RNASE1;IL1R2;TXNIP;FURIN;RASSF3;CHST15;IFIT1
NFE2L2 KO MOUSE GSE48879 CREEDSID GENE 2834 UP,0.029557096314377196,1.613261753980157,0.5931290814395905,16/47,16.43%,ZFP36;DUSP1;SGK1;CTSL;THBD;CXCL1;CEBPB;HERPUD1;PDK4;IRS2;RGCC;TXNIP;TFRC;ITPRIP;C2;TOM1
AIRE KO MOUSE GSE85 CREEDSID GENE 881 DOWN,0.02961689229292963,1.606870417545933,0.5747325065636066,20/63,5.67%,CXCL2;ZFP36;ZFP36L1;DUSP1;ATF3;FN1;CD14;SGK1;RGS2;CTSL;FOSB;KLF4;CDKN1A;CCL2;FOS;CXCL1;ID2;BTG2;DDIT4;IER2
AIRE MUT MOUSE GSE12073 CREEDSID GENE 1172 UP,0.02965188865251825,1.6137485277087067,0.6006813043230038,17/50,12.28%,NAMPT;NEAT1;NFKBIA;KLF6;SERPINB9;TMEM176B;EGR1;PDE4B;CD52;PTGS2;IL1RN;LAMP1;EHD1;MNDA;OGFRL1;RAB8B;BASP1
