Term,tag %,gene %,fdr,es,nes,lead_genes
ZNF799 human tf ARCHS4 coexpression,16-May,16.86%,0.312961302,0.510303075,1.340443421,MARCKS;CSTF1;STRN3;TSPYL1;AAED1
SOX12 human tf ARCHS4 coexpression,17-Jul,22.53%,0.313196845,0.496220104,1.339539071,BASP1;B3GALT6;AGPAT4;TSR3;DRAXIN;SYNGAP1;MGRN1
ZNF468 human tf ARCHS4 coexpression,19-Aug,15.33%,0.312199809,0.540271804,1.339292504,TGIF1;SDCBP;SKIL;CSTF1;GZMB;EAF1;STRN3;TSPYL1
ZEB1 human tf ARCHS4 coexpression,20-Jul,20.97%,0.316192398,0.477505701,1.336047002,MARCKS;SLC1A3;EXOC6B;NRG1;SYNE2;MSRB2;KIF1B
RELA human tf ARCHS4 coexpression,18/94,14.12%,0.314408111,0.370908399,1.336037202,PFKFB3;KDM6B;NFKB1;ICAM1;EHD1;TNFRSF1B;CEBPB;TNFAIP2;STK40;BCL3;ZDHHC5;MYO9B;FOSL2;TMEM127;RELB;FURIN;JADE2;PPARD
ZFP36L1 human tf ARCHS4 coexpression,35/109,18.30%,0.312816993,0.35865543,1.335846888,ITGAX;C5AR1;KDM6B;NFKBIZ;SOCS3;HES1;IFITM2;NFKBIA;TNFAIP3;BCL3;ERN1;CHST15;MOB3A;MYO9B;FOSL2;IL4R;BTG2;IRF9;TMEM127;DUSP1;KLF2;BTN3A3;CDC42SE1;AMDHD2;JADE2;RGS1;IL7R;ABTB1;KLF6;TLE3;OTUD1;NR4A1;ZC3H12A;SH3BP2;LENG8
PPARA human tf ARCHS4 coexpression,14/25,27.05%,0.315922162,0.44599799,1.333296771,SSH1;BTBD9;SLITRK4;LRRC69;DCUN1D3;HLA-DQA1;KCNJ15;RP11-111M22.2;KCNJ2;ZNF320;ARIH1;LMOD3;ZSWIM1;KCNJ3
ARID5B human tf ARCHS4 coexpression,14/43,17.24%,0.319248093,0.397953924,1.330520199,THBS1;MARCKS;PTEN;B4GALT1;RIN2;STAT2;STRN3;LRRC69;TSPYL1;DAB2;CRISPLD2;AAED1;PDE7B;GPX8
ASCL2 human tf ARCHS4 coexpression,19/107,9.97%,0.3185477,0.362563465,1.330031745,ITGAX;APOBEC3A;C5AR1;TLR2;SLC43A2;TNFRSF1B;FCGR3A;SIGLEC1;C3AR1;CEBPB;CTSS;SLC15A3;TNFAIP2;BCL3;MX2;SIGLEC14;CLIC3;IRF9;SECTM1
ZBTB37 human tf ARCHS4 coexpression,16/55,16.78%,0.331863928,0.408952741,1.322450106,JMJD1C;RABGAP1L;DMXL2;PTEN;SSH2;XAF1;SMCHD1;SLFN12L;INSR;LRRK2;ZFYVE16;KIAA1551;USP15;FAM65B;SYNE2;GPR155
STAT5A human tf ARCHS4 coexpression,16/90,5.71%,0.335338771,0.378614619,1.319839128,PFKFB3;NFKB1;ICAM1;EHD1;TNFRSF1B;PNRC1;SOCS3;IL1RN;SIGLEC1;TNF;CTSS;SLC15A3;TNFAIP2;STK40;BCL3;MX2
PAX1 human tf ARCHS4 coexpression,Nov-39,16.40%,0.334727564,0.400376821,1.31928533,CXCL16;MAFB;NR4A3;PDE4A;IPMK;ITGAV;TMEM127;CD9;MFSD6;SGK1;OTUD1
ZNF688 human tf ARCHS4 coexpression,16/22,35.01%,0.336529859,0.468972288,1.31770851,RASGEF1B;IRF2BPL;SLITRK4;LRRC69;DCUN1D3;KCNJ15;RP11-111M22.2;KCNJ2;ZNF320;LMOD3;ZSWIM1;KCNJ3;FAM184B;SFI1;GFOD1;CCDC170
ZNF557 human tf ARCHS4 coexpression,17-Sep,28.81%,0.337817137,0.501688047,1.316329559,TRIM5;SLFN12L;SLC25A53;RP11-111M22.2;KCNJ2;ZNF320;ARIH1;ZSWIM1;ZNF765
FAM171B human tf ARCHS4 coexpression,30-Oct,15.33%,0.339336599,0.448778553,1.314618205,MARCKS;SLC1A3;SDCBP;WTAP;PTEN;RIN2;INSR;STRN3;PLCB1;TSPYL1
ZNF501 human tf ARCHS4 coexpression,18-Jun,15.33%,0.338553675,0.496033183,1.313815923,MARCKS;VMP1;SDCBP;STRN3;ZEB2;TSPYL1
ZKSCAN1 human tf ARCHS4 coexpression,19-Jul,24.43%,0.342529235,0.521917716,1.31125615,FGD4;CBFA2T2;PAM;PUM1;DHFRL1;RFX3;CLASP2
PRDM6 human tf ARCHS4 coexpression,18-Jul,15.49%,0.347834974,0.488197953,1.307396855,NBPF9;MTRNR2L3;TMEM127;SEC14L1;CMIP;ZSWIM8;PLA2G7
ZNF319 human tf ARCHS4 coexpression,30/124,15.03%,0.356658586,0.346319319,1.302605816,AQP9;ITGAX;C5AR1;TLR2;KDM6B;TNFRSF1B;FCGR3A;CTSS;STK40;BCL3;TREM1;CHST15;MOB3A;SIGLEC14;SSH2;MYO9B;MPEG1;MXD1;VNN2;SECTM1;CSF3R;DPEP2;PICALM;KLF2;FPR1;CDC42SE1;JADE2;ABTB1;FAM65B;DENND3
ZNF415 human tf ARCHS4 coexpression,18-Sep,36.00%,0.363270947,0.494522396,1.298612008,PTEN;NICN1;SNX16;AAED1;YPEL1;TADA1;CTSO;BEX2;MPZL3
HLA-DQB2 human tf ARCHS4 coexpression,16-Sep,22.15%,0.378317533,0.525045234,1.290281471,GPR183;NFKBIA;CHMP1B;CD69;TINCR;DUSP1;HLA-DPA1;ALOX15B;RP11-111M22.2
GCM1 human tf ARCHS4 coexpression,16/25,32.42%,0.376840279,0.438086911,1.289881279,SSH1;IRF2BPL;SLITRK4;LRRC69;DCUN1D3;KCNJ15;RP11-111M22.2;KCNJ2;ZNF320;ARIH1;SCRG1;ZSWIM1;KCNJ3;FAM184B;FAM76A;SFI1
MYBL1 human tf ARCHS4 coexpression,15/53,14.95%,0.376518864,0.399073299,1.289031937,MAP3K8;THAP2;KCNN1;FCGR3A;ITGAL;MX2;SSH2;FGFBP2;PRF1;SMCHD1;BTN3A3;CDC42SE1;JADE2;IL7R;FAM65B
SSH1 human tf ARCHS4 coexpression,20/50,27.05%,0.376005206,0.390009752,1.288260905,THBS1;LHFPL2;MYO9B;B4GALT1;IRF2BPL;FN1;CDC42SE1;SLITRK4;PPARD;DAB2;FMR1;DCUN1D3;NEK9;ITPRIPL2;ITGA5;KCNJ2;ARIH1;CYTH3;ZSWIM1;KCNJ3
STAT5B human tf ARCHS4 coexpression,33/143,15.03%,0.386471077,0.339956378,1.282926973,AQP9;CLEC7A;ITGAX;KDM6B;TNFRSF1B;RNF149;FCGR3A;IFITM2;CTSS;STK40;ITGAL;TREM1;CHST15;MOB3A;SIGLEC14;SSH2;MYO9B;MPEG1;MXD1;VNN2;SECTM1;MAN2A2;CSF3R;DPEP2;KLF2;FPR1;BTN3A3;CDC42SE1;RASSF3;ABTB1;MEFV;FAM65B;DENND3
ZNF699 human tf ARCHS4 coexpression,Sep-37,14.69%,0.384595103,0.430808595,1.282914339,TIPARP;BIRC2;ADAM17;SSH2;SMCHD1;RTN1;SLFN12L;USP15;CSGALNACT2
ZBTB20 human tf ARCHS4 coexpression,20-Oct,26.45%,0.384240513,0.458104183,1.282135707,BTBD9;SLITRK4;GPR155;PDE7B;HLA-DQA1;KCNJ15;ZNF320;ARIH1;SCRG1;ZSWIM1
KLF3 human tf ARCHS4 coexpression,32/124,15.03%,0.405118809,0.337953959,1.271658655,AQP9;CLEC7A;RNF149;NFKBIZ;FGL2;PLXNC1;CTSS;TREM1;CHST15;GPCPD1;SSH2;MPEG1;FOSL2;MXD1;VNN2;DPYD;DDX60L;SMCHD1;FAM210B;PICALM;KLF2;BTN3A3;SLC25A37;CDC42SE1;RASSF3;LRRK2;KIAA1551;IL7R;USP15;SP3;FAM65B;DENND3
SP6 human tf ARCHS4 coexpression,Jul-39,12.02%,0.408895564,0.394488464,1.268790542,IFI6;ARHGAP29;ZDHHC5;B4GALT5;TINCR;DSC2;RAB11FIP4
ZNF746 human tf ARCHS4 coexpression,30/124,17.16%,0.414417016,0.344799069,1.265498894,AQP9;CLEC7A;ITGAX;C5AR1;TLR2;KDM6B;TNFRSF1B;RNF149;CEBPB;STK40;TREM1;CHST15;MOB3A;SIGLEC14;SSH2;MYO9B;MXD1;VNN2;SECTM1;CSF3R;DPEP2;FPR1;CDC42SE1;ABTB1;TLE3;FAM65B;DENND3;SLC6A6;TLR4;PROK2
USF1 human tf ARCHS4 coexpression,24/133,11.45%,0.413315818,0.33709913,1.265140427,AQP9;CLEC7A;ITGAX;C5AR1;TLR2;TNFRSF1B;SLC11A1;FCGR3A;CEBPB;CTSS;STK40;BCL3;TREM1;CHST15;MOB3A;SIGLEC14;MYO9B;MPEG1;FGD2;IL4R;IRF9;SECTM1;DPEP2;FPR1
ZNF132 human tf ARCHS4 coexpression,29-Nov,25.27%,0.412563614,0.453192875,1.264533606,ELL2;MARCKS;TIPARP;R3HDM2;PAM;LIMK2;PDK4;RBM5;NHS;EVI5;SMIM13
PRB4 human tf ARCHS4 coexpression,Sep-35,12.60%,0.416713939,0.42349878,1.261529478,FKBP5;METTL7A;NR4A3;ERN1;FOXO3;SIK2;BTG2;ZBTB16;FURIN
NR4A1 human tf ARCHS4 coexpression,25/79,18.30%,0.417253722,0.368219472,1.260310019,ZFP36L1;VEGFA;KDM6B;GADD45B;ZNF331;THBD;NFKBIZ;SOCS3;PHLDB1;NR4A3;GRASP;SIK2;ATF3;FOSL2;BTG2;ZBTB16;SGK1;SIPA1L3;KLF6;ZSWIM8;CRISPLD2;OTUD1;EGR3;ZC3H12A;LENG8
ZNF594 human tf ARCHS4 coexpression,18-Oct,36.42%,0.418898145,0.459200188,1.258677664,TSPYL1;PUM1;TYW5;ZNF320;RFX3;MVB12B;ZNF549;SLC35E2;ZNF585A;TTC33
ZNF845 human tf ARCHS4 coexpression,25-May,14.84%,0.418096508,0.449037367,1.258177945,TGIF1;THAP2;SDCBP;HLA-DPA1;SP3
ZNF26 human tf ARCHS4 coexpression,22-Nov,30.25%,0.420746631,0.436591783,1.255924583,BTBD9;SLFN12L;SLITRK4;LRRC69;HLA-DQA1;KCNJ15;RP11-111M22.2;KLRD1;ZNF320;KCNJ3;C5AR2
ZNF451 human tf ARCHS4 coexpression,30-Oct,21.35%,0.428256635,0.430098364,1.251667729,MARCKS;WTAP;PTEN;CSTF1;SLFN12L;STRN3;TSPYL1;RAB21;ARF6;RAP2B
STAT6 human tf ARCHS4 coexpression,37/133,20.89%,0.438705622,0.329506819,1.245596798,AQP9;ITGAX;TLR2;KDM6B;TNFRSF1B;FCGR3A;CTSS;STK40;ITGAL;BCL3;CHST15;MOB3A;SSH2;MYO9B;MPEG1;IL4R;IRF9;SECTM1;TMEM127;DPEP2;KLF2;FPR1;BTN3A3;CDC42SE1;RASSF3;ABTB1;FAM65B;DENND3;SLC6A6;SH3BP2;LENG8;PLEKHO2;NLRC4;LILRA6;PARP10;LFNG;PTAFR
PRDM2 human tf ARCHS4 coexpression,24/75,19.86%,0.437101989,0.371076936,1.245490619,CD83;KDM6B;PDE4B;NFKBIZ;JMJD1C;RABGAP1L;TNFAIP3;SIPA1L1;GPCPD1;MOB3A;SSH2;MYO9B;IL4R;BTG2;PELI1;R3HDM2;JADE2;KIAA1551;FAM65B;SYNE2;IQSEC1;LENG8;SIK3;AFTPH
ZNF189 human tf ARCHS4 coexpression,Oct-45,16.44%,0.435298084,0.382804959,1.245435292,ATP2B1;ELL2;SERPINA1;MAN1A1;PTEN;BTG2;RIN2;MFSD6;TSPYL1;PRKCE
GTF2IRD2B human tf ARCHS4 coexpression,21-Sep,32.91%,0.439734523,0.449109206,1.242582622,NBPF10;NBPF9;SLFN12L;ZBTB16;RP11-111M22.2;KLRD1;SLC35E2;SELK;TBC1D17
ARNTL2 human tf ARCHS4 coexpression,29-Aug,9.32%,0.438077623,0.440655136,1.242356449,THBS1;ATP13A3;EREG;ARHGAP29;ZDHHC5;SGMS2;B4GALT1;ITGAV
ZNF211 human tf ARCHS4 coexpression,30-Nov,25.19%,0.441892251,0.426669196,1.239705452,MARCKS;NBPF10;NFKBIA;SLC1A3;APOL2;CPNE8;GPR155;TERF2;HECTD3;NBPF14;FAM214A
ZFX human tf ARCHS4 coexpression,19/53,21.35%,0.470495211,0.373379558,1.227084164,ELL2;PLEKHF2;WTAP;PTEN;SKIL;CSTF1;RNF144B;RIN2;TRIM5;EAF1;R3HDM2;STRN3;TSPYL1;CPNE8;AAED1;TRPS1;RAB21;ARF6;RAP2B
PDS5B human tf ARCHS4 coexpression,14/34,22.75%,0.474684253,0.398404892,1.224347246,MARCKS;WTAP;PTEN;SKIL;RIN2;EAF1;TEX10;STRN3;TSPYL1;AAED1;MON2;RAB21;RAP2B;ANKRD13C
PAX6 human tf ARCHS4 coexpression,Dec-35,20.28%,0.473210024,0.382307126,1.224021657,ELL2;FGD4;GCH1;PTEN;RIN2;STRN3;PAM;TSPYL1;AAED1;PDK4;RAB21;TMEM176B
ZNF124 human tf ARCHS4 coexpression,18-May,18.38%,0.473279406,0.456724237,1.223200613,MARCKS;TIPARP;SLFN12L;R3HDM2;LIMK2
BACH2 human tf ARCHS4 coexpression,26/40,35.16%,0.487608125,0.389626284,1.216400579,ITGAL;SSH2;IL4R;SLFN12L;KLF2;SLITRK4;IL7R;FAM65B;SYNE2;RP11-111M22.2;CD3E;KCNJ2;ETS1;ARIH1;BCL11B;LMOD3;ZSWIM1;KCNJ3;RASGRP1;SEMA4D;PAG1;SFI1;RAPGEF6;MS4A1;GFOD1;USP49
MAFF human tf ARCHS4 coexpression,19-Dec,27.05%,0.491366182,0.441160422,1.213811469,BTBD9;IRF2BPL;SLITRK4;RBFOX3;LRRC69;DCUN1D3;MT2A;HLA-DQA1;KCNJ15;KCNJ2;LMOD3;KCNJ3
ZNF414 human tf ARCHS4 coexpression,13/23,27.05%,0.495775828,0.434328358,1.211036571,SSH1;RASGEF1B;IRF2BPL;SLITRK4;LRRC69;DCUN1D3;KCNJ15;RP11-111M22.2;KCNJ2;ARIH1;LMOD3;ZSWIM1;KCNJ3
ZNF208 human tf ARCHS4 coexpression,19-Sep,31.85%,0.502910697,0.471327334,1.20715027,NICN1;STRN3;SNX16;CPNE8;AAED1;RP11-111M22.2;ZNF320;VENTX;FAM76A
ZNF654 human tf ARCHS4 coexpression,Sep-43,14.84%,0.508689561,0.39446962,1.204151795,MARCKS;CREM;ARL5B;SDCBP;PELI1;TEX10;KIAA1551;KLHL9;SP3
ELF1 human tf ARCHS4 coexpression,20/63,14.95%,0.507683784,0.361176246,1.203620863,MAP3K8;NFKB1;NFKBIZ;FGL2;CTSS;ITGAL;TNFAIP3;SSH2;MPEG1;FOSL2;LIPN;DPYD;MAP2K3;SMCHD1;BTN3A3;CDC42SE1;IL7R;USP15;KLF6;FAM65B
CLOCK human tf ARCHS4 coexpression,Nov-39,17.01%,0.510526587,0.377590552,1.201701043,ELL2;PLIN2;SIPA1L1;PTEN;SGMS2;SLC35F5;MAP4K3;SLMAP;UACA;DAB2;PDE7B
ZNF658 human tf ARCHS4 coexpression,26-Apr,13.96%,0.513545187,0.402135194,1.199750252,MARCKS;ETV3;R3HDM2;KLHL9
SP7 human tf ARCHS4 coexpression,15-Jun,27.05%,0.514433955,0.473328365,1.198323063,SIK2;BTBD9;TINCR;RIT1;KCNJ2;KCNJ3
DLX3 human tf ARCHS4 coexpression,18-Jul,10.69%,0.516777121,0.452993979,1.196638262,IFI6;IFIT1;IFI27;CLIC3;IFIT3;CD9;TINCR
RBM22 human tf ARCHS4 coexpression,14/61,11.87%,0.515195394,0.369232005,1.196381227,MAP3K8;CD83;PPIF;NFKB1;EHD1;TNFRSF1B;PDE4B;SOCS3;BCL3;MOB3A;IFNGR2;MESDC1;DPEP2;RELB
FOXD4L5 human tf ARCHS4 coexpression,15-Jun,23.14%,0.513759309,0.477356653,1.195961332,SOD2;XAF1;SLFN12L;IL1RAP;HLA-DQA1;KLRD1
ZNF302 human tf ARCHS4 coexpression,15-Jul,27.05%,0.51256535,0.449603565,1.195519002,IRF2BPL;SLITRK4;LRRC69;KCNJ15;ARIH1;LMOD3;KCNJ3
NFX1 human tf ARCHS4 coexpression,17-Jun,23.14%,0.51432075,0.455280083,1.194059695,IL15;XAF1;SLFN12L;USP15;HLA-DQA1;KLRD1
ZNF552 human tf ARCHS4 coexpression,19-Aug,28.50%,0.515280618,0.468695768,1.192779302,RNF144B;SLFN12L;INSR;USP15;TRPS1;PRLR;FAM214A;WWP1
GON4L human tf ARCHS4 coexpression,18-Nov,32.42%,0.514322158,0.457719039,1.192305436,NBPF9;BTBD9;IRF2BPL;SLITRK4;SYNE2;HLA-DQA1;KCNJ15;KCNJ2;KCNJ3;FAM184B;SFI1
DMRT3 human tf ARCHS4 coexpression,15-Jun,27.78%,0.518787377,0.488339708,1.189719551,MARCKS;STARD4;SYNE2;RFX3;CD101;ZNF615
FOXD4L1 human tf ARCHS4 coexpression,19-Apr,6.16%,0.520454083,0.462709817,1.18831279,PPIF;GADD45B;NBPF10;NBPF9
HIC1 human tf ARCHS4 coexpression,Sep-47,10.12%,0.548537931,0.361494883,1.177093693,DUSP2;NFKB1;EHD1;GADD45B;TNFAIP3;MOB3A;MYO9B;BTG2;MESDC1
KLF9 human tf ARCHS4 coexpression,Jul-51,7.65%,0.557256916,0.366521792,1.172888754,FKBP5;METTL7A;PDE4A;GABARAPL1;GLUL;SIK2;FOSL2
ZNF491 human tf ARCHS4 coexpression,18-Apr,16.21%,0.566155849,0.42269249,1.16840616,DUSP6;PHLDA1;MAP2K3;FAM160A2
TP63 human tf ARCHS4 coexpression,30-Jul,11.61%,0.567784862,0.395479148,1.166693185,THBD;AREG;CLIP4;GPNMB;CD9;EXOC6B;DSC2
PLAG1 human tf ARCHS4 coexpression,20-Nov,30.18%,0.567577559,0.408509918,1.165848353,MTRNR2L3;IRF2BPL;SLITRK4;LRRC69;DCUN1D3;RP11-111M22.2;KCNJ2;SCRG1;ZSWIM1;KCNJ3;FAM184B
JUNB human tf ARCHS4 coexpression,26/118,14.57%,0.567434573,0.318051577,1.165110142,DUSP2;KDM6B;EHD1;GADD45B;TNFRSF1B;NFKBIZ;PNRC1;SOCS3;CEBPB;ITGAL;TNFAIP3;BCL3;GRASP;MYO9B;FOSL2;IL4R;BTG2;DUSP1;KLF2;RELB;BTN3A3;CDC42SE1;JADE2;IL7R;ABTB1;KLF6
SMAD1 human tf ARCHS4 coexpression,16-May,15.11%,0.570159934,0.475198815,1.163300069,NAF1;SLC1A3;CSTF1;INSR;GDPD5
RXRA human tf ARCHS4 coexpression,18/143,7.61%,0.568300477,0.306039924,1.163135598,AQP9;CLEC7A;ITGAX;C5AR1;TLR2;KDM6B;TNFRSF1B;FCGR3A;ACSL1;CEBPB;CTSS;STK40;BCL3;TREM1;CHST15;MOB3A;MYO9B;MPEG1
MYF5 human tf ARCHS4 coexpression,22-Mar,3.20%,0.576810604,0.421855804,1.159151352,ATP2B1;CDC42EP2;VAMP5
ZNF57 human tf ARCHS4 coexpression,22-Oct,22.75%,0.57623196,0.417817726,1.158572384,GCH1;PTEN;STRN3;TSPYL1;CPNE8;AAED1;MON2;RAB21;TAF13;ANKRD13C
GSX2 human tf ARCHS4 coexpression,17-Mar,5.56%,0.576669687,0.462151476,1.157695348,MARCKS;SLC1A3;SDCBP
POU2F2 human tf ARCHS4 coexpression,15/65,11.87%,0.577378638,0.359738296,1.156585923,KDM6B;EHD1;SLC43A2;TNFRSF1B;ITGAL;BASP1;MOB3A;SIGLEC14;MYO9B;MPEG1;FGD2;IL4R;SLC2A6;DPEP2;RELB
STAT4 human tf ARCHS4 coexpression,17/59,14.88%,0.580240799,0.342406647,1.154472865,DUSP2;NFKB1;TNFRSF1B;IL1RN;CCL3;TNF;ITGAL;CD52;TNFAIP3;PRF1;GZMB;CD3G;BTN3A3;CDC42SE1;IL7R;GZMH;IL32
MAF human tf ARCHS4 coexpression,Dec-38,18.68%,0.584987842,0.378861335,1.151788952,ZFP36L1;CCL4L2;CCL4;ITGAL;C1QB;ANPEP;VSIG4;PRDM1;RGS1;OTUD1;CX3CR1;B3GNT5
ZBTB41 human tf ARCHS4 coexpression,13/46,18.99%,0.595457988,0.346768377,1.147419781,ELL2;PNPLA8;GCH1;PTEN;RIN2;STARD4;SLC35F5;STRN3;PAM;KLHL9;TSPYL1;MON2;PDK4
NR0B1 human tf ARCHS4 coexpression,Dec-32,20.55%,0.595329371,0.37461103,1.146585542,ELL2;GCH1;PTEN;RIN2;PAM;ALDH1A1;TSPYL1;CPNE8;AAED1;RAB21;TMEM176B;DAPL1
ZNF280B human tf ARCHS4 coexpression,21-Jul,22.15%,0.598134249,0.424583073,1.144643593,WTAP;PTEN;SKIL;EAF1;STRN3;DCUN1D3;RP11-111M22.2
ZNF284 human tf ARCHS4 coexpression,18-Aug,26.45%,0.596714442,0.451246901,1.144186829,PTEN;STRN3;TSPYL1;DAPL1;RAP2B;KCNJ2;ZNF320;ZSWIM1
KIN human tf ARCHS4 coexpression,18-Jul,21.88%,0.603143128,0.44655474,1.141174625,S1PR3;BTBD9;DRAXIN;ZNF641;RIT1;GGA1;KCNJ15
ZNF350 human tf ARCHS4 coexpression,30-Dec,27.97%,0.605529278,0.355606897,1.139181402,RNF144B;IFNGR2;RBP7;RGS1;OTUD1;GPR155;AAED1;B3GNT5;PYHIN1;GAB3;ZNF615;GPR34
ZFP2 human tf ARCHS4 coexpression,19-Feb,1.79%,0.611961335,0.436640348,1.135972621,MARCKS;THAP2
ZNF518B human tf ARCHS4 coexpression,13/49,21.35%,0.61470514,0.351760533,1.13428988,MARCKS;FGD4;SDCBP;WTAP;PTEN;RIN2;EAF1;STRN3;KLHL9;TSPYL1;RAB21;ARF6;RAP2B
ZNF600 human tf ARCHS4 coexpression,18-Nov,30.71%,0.620203926,0.42105534,1.131579943,CCL4;PRF1;GZMB;SLFN12L;PRDM1;PYHIN1;KLRB1;WWP1;RASGRP1;VENTX;CCL5
ZNF17 human tf ARCHS4 coexpression,Apr-32,7.84%,0.623360293,0.374965946,1.129397051,GK;NFKBIZ;WTAP;CSTF1
BPNT1 human tf ARCHS4 coexpression,23-Dec,30.18%,0.624056379,0.390667186,1.128306902,IRF2BPL;SLITRK4;LRRC69;DCUN1D3;KCNJ15;RP11-111M22.2;KCNJ2;ARIH1;LMOD3;ZSWIM1;KCNJ3;FAM184B
ZNF33A human tf ARCHS4 coexpression,Sep-38,15.45%,0.629195766,0.351863538,1.12537016,JMJD1C;PTEN;SSH2;SMCHD1;LRRK2;KIAA1551;USP15;MEFV;SYNE2
SLC26A10 human tf ARCHS4 coexpression,15-Jun,22.34%,0.636713012,0.451270517,1.121956098,B3GALT6;RTN1;MSRB2;AGAP3;SMARCD3;EPHB2
ZNF23 human tf ARCHS4 coexpression,Dec-38,23.86%,0.634340143,0.371868635,1.12193161,IFITM2;SSH1;PRELID1;NICN1;CD3G;IRF2BPL;LILRB5;NEK9;TRIOBP;RP11-111M22.2;PER2;PYHIN1
CUL4B human tf ARCHS4 coexpression,15/42,21.69%,0.634441294,0.353391625,1.120828927,THBS1;ARHGAP29;CDK16;ITGAV;PICALM;FN1;RYK;SP3;UBA1;GPX8;ECE1;TM9SF3;SNX18;ITGA5;TMEM30A
ZNF30 human tf ARCHS4 coexpression,26-Jul,20.17%,0.632322604,0.398198894,1.120716734,CSTF1;STARD4;STRN3;TSPYL1;CPNE8;JAZF1;RAB21
TFE3 human tf ARCHS4 coexpression,20/117,14.23%,0.632515633,0.297290207,1.119625427,ITGAX;C5AR1;TLR2;KDM6B;EHD1;TNFRSF1B;CEBPB;STK40;BCL3;GAS2L1;ZDHHC5;CHST15;MYO9B;SECTM1;TMEM127;PICALM;FPR1;FURIN;PPARD;ABTB1
ETV6 human tf ARCHS4 coexpression,15/66,9.21%,0.631351893,0.33848278,1.119075848,CLEC7A;ITGAX;TLR2;MAP3K8;NFKB1;NFKBIZ;PNRC1;BCL3;MX2;MYO9B;FOSL2;XAF1;DPYD;DDX60L;IFNGR2
RNF166 human tf ARCHS4 coexpression,23/132,12.21%,0.634922713,0.294652758,1.117013694,CLEC7A;ITGAX;C5AR1;KDM6B;TNFRSF1B;RNF149;SLC11A1;FCGR3A;IFITM2;CTSS;STK40;ITGAL;MOB3A;SIGLEC14;MYO9B;MPEG1;SECTM1;CSF3R;DPEP2;KLF2;FPR1;BTN3A3;CDC42SE1
MLLT3 human tf ARCHS4 coexpression,19-Dec,30.18%,0.638831212,0.433264209,1.114494223,RASGEF1B;IRF2BPL;SLITRK4;LRRC69;KCNJ15;RP11-111M22.2;KCNJ2;ARIH1;SCRG1;LMOD3;KCNJ3;FAM184B
THAP9 human tf ARCHS4 coexpression,18-Apr,7.72%,0.641258766,0.459209777,1.11291057,THAP2;KCNN1;NAF1;FGFBP2
MIER1 human tf ARCHS4 coexpression,16/46,21.35%,0.641136948,0.358065897,1.112143114,ELL2;RABGAP1L;SDCBP;WTAP;PTEN;SKIL;CSTF1;RIN2;EAF1;STRN3;USP15;CPNE8;AAED1;RAB21;ARF6;RAP2B
NKX3-2 human tf ARCHS4 coexpression,Oct-33,11.07%,0.641431751,0.388360414,1.111142576,IFI44L;IFITM3;CREM;HES1;NAF1;NBPF10;GBP1;STAT2;RSAD2;APOL2
GRHL1 human tf ARCHS4 coexpression,18-Jun,21.23%,0.64222142,0.449524645,1.110049375,MAP3K7CL;CD9;TINCR;DSC2;ZNF185;ALOX15B
SOX17 human tf ARCHS4 coexpression,28-Nov,20.43%,0.660200165,0.376457642,1.102538763,SERPINB9;CD93;ARHGAP29;ITGAV;PRDM1;RYK;SGK1;TP53I11;CALCRL;ECE1;ITGA5
MET human tf ARCHS4 coexpression,Jul-35,9.32%,0.671989766,0.351527959,1.097365371,ATP13A3;EREG;ARHGAP29;ZDHHC5;LMNA;SGMS2;ITGAV
HEYL human tf ARCHS4 coexpression,18-Jun,18.49%,0.681508689,0.423440286,1.093149749,VMP1;PHLDB1;FN1;UACA;NR4A1;ITPRIPL2
ZC3HAV1 human tf ARCHS4 coexpression,18/55,18.23%,0.679338794,0.330326025,1.093033287,RNF149;NFKBIZ;TNFAIP3;MX2;WTAP;XAF1;DDX60L;STAT2;RSAD2;CD69;CDC42SE1;RASSF3;STRN3;KIAA1551;IL7R;CPNE8;AAED1;TYW5
ZNF605 human tf ARCHS4 coexpression,19-Aug,30.25%,0.677184567,0.423845438,1.092915478,FGD4;SLFN12L;CBFA2T2;DRAXIN;RP11-111M22.2;ZNF320;KIAA1958;C5AR2
SHOX human tf ARCHS4 coexpression,15/25,32.42%,0.686365946,0.381257789,1.088698919,BTBD9;IRF2BPL;SLITRK4;LRRC69;DCUN1D3;KCNJ15;RP11-111M22.2;KCNJ2;ZNF320;LMOD3;ZSWIM1;KCNJ3;FAM184B;C5AR2;SFI1
NEUROD2 human tf ARCHS4 coexpression,24-Dec,27.05%,0.684767297,0.376371858,1.088357169,BTBD9;IRF2BPL;SLITRK4;RBFOX3;LRRC69;DCUN1D3;HLA-DQA1;KCNJ15;KCNJ2;LMOD3;ZSWIM1;KCNJ3
ZXDC human tf ARCHS4 coexpression,13/58,14.08%,0.68414573,0.32238928,1.087621776,DUSP2;CXCL16;FCGR3A;TIPARP;CECR1;ADAM17;BCL2L15;MAP2K3;TMUB1;KLF2;FURIN;PET100;SLFN11
ZNF407 human tf ARCHS4 coexpression,19/79,19.14%,0.681978333,0.305541016,1.087492703,JMJD1C;FGL2;DMXL2;SIPA1L1;GPCPD1;SSH2;BACH1;DPYD;DDX60L;SMCHD1;PICALM;LRRK2;KIAA1551;USP15;SP3;SYNE2;TLR4;MON2;ZFYVE26
