Term,tag %,gene %,fdr,es,nes,lead_genes
ZNF516 human tf ARCHS4 coexpression,53/142,11.26%,0,0.631944323,2.532782263,TYROBP;CTSS;FCN1;RGS2;CLEC7A;FGL2;CFP;P2RY13;VCAN;MPEG1;FAM65B;TLR2;LILRA5;SLC11A1;CHST15;MCL1;ITGAX;APOBEC3A;CREB5;CLEC4E;C5AR1;DPEP2;AMPD2;FPR1;PELI1;LILRB3;WDFY3;TMEM154;PTAFR;MAP3K3;RNF149;LRRK2;TLR4;SH3BP2;PLXNC1;TLR1;SSH2;OSCAR;ALPK1;TLR6;MEGF9;NLRP1;SPI1;PLBD1;NCF1;DMXL2;SIGLEC14;LILRA6;TREM1;NFAM1;UBR2;TBL1X;ZNF467
ZNFX1 human tf ARCHS4 coexpression,44/109,12.71%,0,0.647118437,2.532588131,TYROBP;CTSS;CD68;CYBB;TNFRSF1B;TNFSF10;BCL2A1;SLC43A2;TLR2;SLC2A6;GIMAP8;MCL1;ITGAX;TNFAIP2;APOBEC3A;TNFAIP3;C5AR1;IFIT3;GBP1;SOD2;IRF9;SECTM1;CEBPB;LILRB3;CCR1;WARS;MAP3K3;RNF149;ACSL1;TLR4;MYO1G;TLR1;SLC15A3;OSCAR;TNF;STAT2;NCF1;IFIT2;PLEKHO2;IFI44L;KLF13;MX2;DDX58;ISG15
MAFB human tf ARCHS4 coexpression,47/117,11.49%,0,0.638392164,2.524595723,TYROBP;CTSS;CST3;MS4A7;CXCL16;CYBB;TNFRSF1B;CD163;MPEG1;TMEM176B;CD300E;VMO1;SLC43A2;TLR2;HMOX1;SLC11A1;C3AR1;C1QA;CTSL;SLC2A6;ITGAX;TNFAIP2;C5AR1;GCH1;CTSB;C1QC;CEBPB;VSIG4;CCR1;MSR1;PTAFR;TLR4;SH3BP2;JDP2;SLC15A3;SH3TC1;CSGALNACT2;INSIG1;OSCAR;CSTB;SPI1;DMXL2;PLEKHO2;LILRA6;CD14;IER3;PLD3
NR4A2 human tf ARCHS4 coexpression,51/106,16.70%,0,0.64822163,2.519683016,TSC22D3;JUNB;RGS2;DUSP1;HLA-DPA1;ID2;KLF6;KLF2;ZFP36;RHOB;HLA-DPB1;FOS;ZFP36L1;HLA-DQB1;EVI2A;MCL1;NFKBIZ;ITGAL;IRS2;KLF4;TNFAIP3;GCH1;ZFAND5;PELI1;PPP1R15A;MAP3K8;GPR34;CHMP1B;NFKBIA;PAG1;SAMSN1;JUN;SH3TC1;NR4A1;TRIB1;ARRDC2;CXCR4;RASGEF1B;SGK1;IER2;GADD45B;HECA;JMJD1C;MAF;OTUD1;GPCPD1;CD83;EGR1;SPATA13;BTG2;RNF166
ZBTB34 human tf ARCHS4 coexpression,55/126,15.72%,0,0.645831692,2.514623313,FCGR3A;CTSS;CLEC7A;FGL2;CFP;P2RY13;CYBB;TXNIP;MPEG1;OGFRL1;FAM65B;TLR2;GIMAP8;CHST15;MCL1;ITGAX;USP15;CDC42SE1;C5AR1;DPEP2;BACH1;DPYD;FPR1;LILRB3;TMEM154;PTAFR;MAP3K3;RNF149;LRRK2;TLR4;SH3BP2;PLXNC1;TLR1;SSH2;MAP3K1;TLR6;MEGF9;SPI1;TM6SF1;PLBD1;NCF1;SIGLEC14;LILRA6;TREM1;NFAM1;RASSF3;ZSWIM6;ITGAM;CD244;SPOPL;ABTB1;SP3;FRAT1;TLR8;TMEM164
ETV3L human tf ARCHS4 coexpression,42/109,15.03%,0,0.631964786,2.500722899,TYROBP;MS4A7;MAFB;CD68;CXCL16;TNFRSF1B;BCL2A1;CD163;VMO1;SLC43A2;TLR2;C3AR1;C1QA;CTSL;SLC2A6;TNFAIP2;GCH1;IFIT3;GBP1;SOD2;LILRA3;C1QC;PLEKHO1;CEBPB;VSIG4;CDKN1A;WARS;MAP3K8;NFKBIA;MYO1G;SAMSN1;SLC15A3;INSIG1;OSCAR;TNF;IER3;MX2;ISG15;GADD45B;PLAUR;NPL;CD83
AHR human tf ARCHS4 coexpression,53/122,15.41%,0,0.617791834,2.499934602,CTSS;MS4A7;MAFB;CLEC7A;CD68;HLA-DPA1;CXCL16;CYBB;KLF6;ZFP36;MPEG1;HLA-DPB1;CD300E;TLR2;MCL1;CD55;HLA-DRA;NFKBIZ;KLF4;TNFAIP3;HLA-DRB1;BACH1;FOSB;DPYD;SGMS2;CEBPB;PPP1R15A;CCR1;MAP3K8;TLR4;NFKBIA;SAMSN1;CSGALNACT2;TRIB1;RAB8B;ATP2B1;ANXA1;DMXL2;PLEKHO2;TREM1;SGK1;KLF13;CTSO;IER3;ITPRIPL2;ITGAV;PLAUR;SP3;OTUD1;GPCPD1;CD83;CD93;TMEM127
NR1H3 human tf ARCHS4 coexpression,41/112,11.49%,0,0.63149046,2.486631244,TYROBP;CTSS;CST3;MS4A7;MAFB;CD68;CXCL16;CYBB;TNFRSF1B;CD163;VMO1;SLC43A2;TLR2;HMOX1;C3AR1;C1QA;CTSL;C1QB;SLC2A6;TNFAIP2;MARCO;HLA-DRB1;C5AR1;SOD2;CTSB;C1QC;PLEKHO1;CEBPB;VSIG4;CCR1;MSR1;ACSL1;SLC15A3;INSIG1;OSCAR;CSTB;SPI1;PLEKHO2;CD14;IER3;PLD3
IFI16 human tf ARCHS4 coexpression,42/105,12.60%,0,0.651561667,2.460844596,FCGR3A;CTSS;CLEC7A;FGL2;HLA-DPA1;P2RY13;TXNIP;TNFSF10;GIMAP4;MPEG1;FAM65B;TLR2;EVI2A;GIMAP8;MCL1;CD74;APOBEC3A;CDC42SE1;HLA-DRB1;IFIT3;DPYD;FPR1;IRF9;SECTM1;LILRB3;IFITM2;TMEM154;RNF149;LRRK2;TLR4;MYO1G;PLXNC1;TLR1;SSH2;TLR6;STAT2;NCF1;IFI44L;RASSF3;KLF13;MX2;DDX58
ZBP1 human tf ARCHS4 coexpression,48/141,10.65%,0,0.608878018,2.455451869,FCGR3A;CTSS;CLEC7A;FGL2;CFP;P2RY13;TNFRSF1B;TXNIP;KLF2;TNFSF10;GIMAP4;FGD2;FAM65B;TLR2;LILRA5;SLC11A1;GIMAP8;CHST15;ITGAX;ITGAL;APOBEC3A;CDC42SE1;CLEC4E;IFIT3;DPEP2;FPR1;IRF9;SECTM1;LILRB3;IFITM2;CCR1;TMEM154;PTAFR;RNF149;LRRK2;TLR1;SSH2;OSCAR;TLR6;IL1R2;NLRP1;STAT2;SPI1;NCF1;SIGLEC14;LILRA6;TREM1;NFAM1
ZNF467 human tf ARCHS4 coexpression,65/148,19.79%,0,0.595320019,2.443373267,TYROBP;FCGR3A;CTSS;FCN1;CLEC7A;CFP;P2RY13;TNFRSF1B;TXNIP;KLF2;FAM65B;TLR2;LILRA5;SLC11A1;GIMAP8;CHST15;ITGAX;RXRA;APOBEC3A;CDC42SE1;CLEC4E;C5AR1;RIN3;DPEP2;AMPD2;FPR1;SECTM1;LILRB3;IFITM2;PTAFR;MAP3K3;RNF149;SH3BP2;LFNG;TLR1;OSCAR;IL1R2;NLRP1;SPI1;PLBD1;NCF1;IQSEC1;SIGLEC14;PLEKHO2;LILRA6;TREM1;PPM1F;MX2;ITGAM;ABTB1;FRAT1;ZBTB7B;CEBPD;TLR8;RNF166;RGL2;UNC13D;NADK;RNPEPL1;STXBP2;CSF2RB;RASGRP4;MEFV;MNDA;STK40
IRF7 human tf ARCHS4 coexpression,54/123,19.79%,0,0.62308342,2.44271224,TYROBP;FCGR3A;CFP;TNFRSF1B;TNFSF10;FGD2;TLR2;LILRA5;SLC2A6;GIMAP8;ITGAX;IFITM3;TNFAIP2;APOBEC3A;CLEC4E;HLA-DRB1;IFIT3;GBP1;LILRA3;FPR1;IRF9;SECTM1;PLEKHO1;CEBPB;LILRB3;IFITM2;CCR1;ACSL1;MYO1G;SLC15A3;OSCAR;STAT2;SPI1;NCF1;SIGLEC14;IFIT2;PLEKHO2;LILRA6;NFAM1;IFI44L;DDX58;ISG15;TLR7;ABTB1;TLR8;UNC13D;NADK;RNPEPL1;STXBP2;PTK2B;CSF2RB;RASGRP4;HLX;STK40
USF1 human tf ARCHS4 coexpression,64/133,19.90%,0,0.608931455,2.434105266,TYROBP;FCGR3A;CTSS;CLEC7A;CFP;P2RY13;CYBB;TNFRSF1B;TXNIP;MPEG1;FGD2;FAM65B;TLR2;LILRA5;SLC11A1;GIMAP8;CHST15;MCL1;ITGAX;C5AR1;RIN3;DPEP2;FPR1;IRF9;SECTM1;PLEKHO1;CEBPB;LILRB3;PTAFR;MAP3K3;TLR4;MYO1G;SH3BP2;LFNG;OSCAR;ARRDC2;NLRP1;SPI1;NCF1;SIGLEC14;PLEKHO2;LILRA6;TREM1;NFAM1;PPP1R9B;KLF13;ITGAM;ABTB1;FRAT1;ZBTB7B;TLR8;IL4R;RNF166;UNC13D;NADK;RNPEPL1;STXBP2;PTK2B;CSF2RB;RASGRP4;MEFV;MNDA;STK40;FAM78A
RNF166 human tf ARCHS4 coexpression,57/132,19.90%,0,0.595580663,2.424745948,TYROBP;FCGR3A;CTSS;FCN1;CLEC7A;CFP;P2RY13;TNFRSF1B;TXNIP;KLF2;MPEG1;FAM65B;SLC11A1;GIMAP8;MCL1;ITGAX;ITGAL;CDC42SE1;C5AR1;RIN3;DPEP2;AMPD2;FPR1;SECTM1;RASA3;LILRB3;IFITM2;PTAFR;MAP3K3;RNF149;MYO1G;SH3BP2;LFNG;OSCAR;NLRP1;SPI1;NCF1;SIGLEC14;LILRA6;NFAM1;PPP1R9B;KLF13;ITGAM;ABTB1;FRAT1;ZBTB7B;TLR8;UNC13D;NADK;RNPEPL1;STXBP2;PTK2B;CSF2RB;RASGRP4;MNDA;STK40;FAM78A
FLI1 human tf ARCHS4 coexpression,60/120,19.90%,0,0.60906275,2.424590064,FCGR3A;CTSS;FCN1;CLEC7A;FGL2;CFP;P2RY13;CYBB;TXNIP;KLF2;GIMAP4;MPEG1;FAM65B;GIMAP8;CHST15;MCL1;ITGAL;CDC42SE1;RIN3;DPEP2;FPR1;RASA3;LILRB3;IFITM2;TMEM154;PTAFR;MAP3K3;RNF149;TLR4;MYO1G;SH3BP2;PLXNC1;TLR1;SSH2;TLR6;SPI1;NCF1;SIGLEC14;NFAM1;RASSF3;KLF13;PPM1F;GIMAP6;ITGAM;CD244;ABTB1;FRAT1;TLR8;CD93;RNF166;UNC13D;NADK;RNPEPL1;STXBP2;PTK2B;CSF2RB;RASGRP4;MEFV;MNDA;FAM78A
ZNF319 human tf ARCHS4 coexpression,52/124,19.90%,0,0.594915238,2.417403614,TYROBP;FCGR3A;CTSS;CFP;P2RY13;TNFRSF1B;TXNIP;KLF2;MPEG1;FAM65B;TLR2;CHST15;ITGAX;RXRA;CDC42SE1;C5AR1;RIN3;DPEP2;FPR1;SECTM1;LILRB3;PTAFR;MAP3K3;SH3BP2;LFNG;TLR1;SSH2;OSCAR;NLRP1;SPI1;NCF1;SIGLEC14;PLEKHO2;LILRA6;TREM1;NFAM1;PPP1R9B;ZNF467;KLF13;ABTB1;FRAT1;ZBTB7B;TLR8;RNF166;NADK;RNPEPL1;STXBP2;CSF2RB;RASGRP4;MNDA;STK40;FAM78A
CEBPB human tf ARCHS4 coexpression,69/143,20.47%,0,0.604202215,2.414725063,TYROBP;FCGR3A;CTSS;MAFB;CD68;CXCL16;CYBB;TNFRSF1B;CD163;SLC43A2;TLR2;HMOX1;SLC11A1;C3AR1;C1QA;CTSL;SLC2A6;CHST15;MCL1;ITGAX;RXRA;TNFAIP2;CLEC4E;C5AR1;RIN3;SOD2;CTSB;LILRA3;C1QC;SECTM1;PLEKHO1;VSIG4;LILRB3;CCR1;PTAFR;ACSL1;TLR4;SH3BP2;JDP2;SLC15A3;INSIG1;OSCAR;SPI1;NCF1;PLEKHO2;LILRA6;TREM1;NFAM1;CD14;IER3;ABTB1;PLAUR;NPL;ZBTB7B;CEBPD;TLR8;TMEM127;MMP19;NADK;RNPEPL1;STXBP2;THBD;CHMP4B;CSF2RB;IFNGR2;HLX;STK40;RILP;SLC6A6
MSC human tf ARCHS4 coexpression,39/110,11.49%,0,0.623581698,2.413129056,TYROBP;MAFB;CD68;CXCL16;TNFRSF1B;BCL2A1;CD163;VMO1;SLC43A2;TLR2;HMOX1;C3AR1;C1QA;CTSL;TNFRSF8;SLC2A6;TNFAIP2;HLA-DRB1;C5AR1;SOD2;CTSB;C1QC;PLEKHO1;CEBPB;VSIG4;CDKN1A;CCR1;MYO1G;SAMSN1;SLC15A3;INSIG1;OSCAR;TNF;CSTB;SPI1;PLEKHO2;CD14;IER3;PLD3
RARA human tf ARCHS4 coexpression,63/144,19.79%,0,0.595596569,2.41202491,TYROBP;FCGR3A;CTSS;FCN1;CLEC7A;CFP;P2RY13;TNFRSF1B;TXNIP;KLF2;MPEG1;FAM65B;TLR2;SLC11A1;GIMAP8;CHST15;MCL1;ITGAX;RXRA;APOBEC3A;CDC42SE1;C5AR1;RIN3;DPEP2;AMPD2;FPR1;SECTM1;CEBPB;LILRB3;IFITM2;PTAFR;MAP3K3;RNF149;SH3BP2;LFNG;OSCAR;SPI1;NCF1;SIGLEC14;PLEKHO2;LILRA6;TREM1;NFAM1;PPP1R9B;ZNF467;KLF13;CAMTA2;ABTB1;FRAT1;ZBTB7B;TLR8;TMEM127;RNF166;RGL2;UNC13D;NADK;RNPEPL1;STXBP2;CSF2RB;RASGRP4;MEFV;MNDA;STK40
ZCCHC6 human tf ARCHS4 coexpression,21/48,8.68%,0,0.718857558,2.411065199,CTSS;FCN1;CLEC7A;FGL2;FAM65B;TLR2;MCL1;USP15;BACH1;NAMPT;DPYD;MS4A14;TMEM154;RNF149;LRRK2;TLR4;PLXNC1;JAK2;TLR1;SSH2;TLR6
ZNF710 human tf ARCHS4 coexpression,56/135,19.82%,0,0.579223602,2.385916108,TYROBP;CTSS;CD68;CFP;CYBB;TNFRSF1B;MPEG1;SLC43A2;TLR2;SLC11A1;C3AR1;CHST15;MCL1;ITGAX;RXRA;TNFAIP2;C5AR1;RIN3;SECTM1;PLEKHO1;CEBPB;LILRB3;CCR1;PTAFR;MAP3K3;TLR4;MYO1G;SH3BP2;LFNG;SLC15A3;OSCAR;SPI1;NCF1;IQSEC1;SIGLEC14;PLEKHO2;LILRA6;NFAM1;PPP1R9B;CD14;KLF13;ITGAM;ABTB1;NPL;ZBTB7B;TLR8;TMEM127;RNF166;NADK;RNPEPL1;STXBP2;CHMP4B;ESRRA;CSF2RB;STK40;ENGASE
ZNF366 human tf ARCHS4 coexpression,15/29,8.37%,0,0.799716329,2.382878329,MS4A7;HLA-DPA1;HLA-DPB1;HLA-DQA1;FGD2;CLEC10A;HLA-DQB1;HLA-DRA;ITGAX;HLA-DRB1;CTSB;CCR1;MSR1;SLC15A3;SLC27A3
EGR2 human tf ARCHS4 coexpression,42/103,16.48%,0,0.615364894,2.379465076,TYROBP;MS4A7;MAFB;CLEC7A;CD68;CXCL16;CYBB;TNFRSF1B;BCL2A1;CD163;SLC43A2;ZFP36L1;C3AR1;CTSL;ITGAX;MARCO;HLA-DRB1;C5AR1;NR4A2;CTSB;CEBPB;VSIG4;CCR1;MSR1;SAMSN1;SLC15A3;CSGALNACT2;NR4A1;SLC27A3;INSIG1;TNF;CSTB;PLEKHO2;SGK1;ITGAM;GADD45B;PLAUR;NPL;OTUD1;CD83;EGR1;BTG2
IRF9 human tf ARCHS4 coexpression,58/123,19.79%,0,0.600353956,2.376100324,TYROBP;FCGR3A;CTSS;CLEC7A;CFP;P2RY13;TNFRSF1B;TXNIP;MPEG1;FGD2;FAM65B;TLR2;LILRA5;GIMAP8;ITGAX;TNFAIP2;APOBEC3A;CDC42SE1;HLA-DRB1;C5AR1;RIN3;DPEP2;FPR1;SECTM1;LILRB3;IFITM2;PTAFR;RNF149;MYO1G;SH3BP2;LFNG;OSCAR;STAT2;SPI1;NCF1;SIGLEC14;PLEKHO2;LILRA6;NFAM1;MX2;GIMAP6;GIMAP5;ABTB1;FRAT1;ZBTB7B;TLR8;TMEM127;RNF166;UNC13D;NADK;RNPEPL1;STXBP2;PTK2B;CSF2RB;RASGRP4;MEFV;MNDA;STK40
TRAFD1 human tf ARCHS4 coexpression,50/112,19.79%,0,0.606699287,2.361033647,FCGR3A;CTSS;P2RY13;TNFRSF1B;TNFSF10;MPEG1;FGD2;FAM65B;TLR2;GIMAP8;CD74;TNFAIP2;APOBEC3A;CDC42SE1;HLA-DRB1;IFIT3;GBP1;DPEP2;FPR1;IRF9;SECTM1;LILRB3;CCR1;WARS;PTAFR;RNF149;MYO1G;TLR1;OSCAR;STAT2;SPI1;NCF1;SIGLEC14;IFIT2;PLEKHO2;LILRA6;NFAM1;MX2;DDX58;TLR7;ABTB1;ZBTB7B;TLR8;UNC13D;SGSH;NADK;STXBP2;CSF2RB;MNDA;STK40
STAT5B human tf ARCHS4 coexpression,60/143,19.90%,0,0.570535133,2.357414472,FCGR3A;CTSS;FCN1;CLEC7A;CFP;P2RY13;TNFRSF1B;TXNIP;KLF2;MPEG1;FAM65B;GIMAP8;CHST15;MCL1;ITGAX;ITGAL;CDC42SE1;RIN3;DPEP2;AMPD2;FPR1;SECTM1;RASA3;LILRB3;IFITM2;PTAFR;MAP3K3;RNF149;MYO1G;LFNG;TLR1;SSH2;NLRP1;SPI1;NCF1;IQSEC1;SIGLEC14;LILRA6;TREM1;NFAM1;PPP1R9B;RASSF3;KLF13;PPM1F;ABTB1;FRAT1;ZBTB7B;TLR8;RNF166;UNC13D;NADK;RNPEPL1;STXBP2;PTK2B;CSF2RB;RASGRP4;MEFV;MNDA;STK40;FAM78A
SP100 human tf ARCHS4 coexpression,39/102,13.55%,0,0.619114613,2.348915969,CTSS;CLEC7A;FGL2;CYBB;TXNIP;TNFSF10;GIMAP4;MPEG1;HLA-DQA1;FGD2;FAM65B;GIMAP8;CD52;USP15;ITGAL;CDC42SE1;IFIT3;DPYD;IRF9;TMEM154;RNF149;LRRK2;TLR4;MYO1G;SH3BP2;PLXNC1;SAMSN1;JAK2;TLR1;SSH2;MAP3K1;ALPK1;TLR6;STAT2;IFI44L;MX2;DDX58;TLR7;GIMAP5
ELF4 human tf ARCHS4 coexpression,51/108,20.47%,0,0.595759449,2.343415233,TYROBP;FCGR3A;CTSS;CFP;TNFRSF1B;MPEG1;TLR2;GIMAP8;MCL1;ITGAX;ITGAL;TNFAIP2;CDC42SE1;C5AR1;RIN3;DPEP2;FPR1;SECTM1;CEBPB;LILRB3;CCR1;PTAFR;MAP3K3;TLR4;MYO1G;SH3BP2;OSCAR;SPI1;NCF1;PLEKHO2;TREM1;NFAM1;PPP1R9B;KLF13;ITGAM;ABTB1;ZBTB7B;TLR8;TMEM127;RNF166;UNC13D;NADK;RNPEPL1;STXBP2;PTK2B;CHMP4B;CSF2RB;RASGRP4;STK40;FAM78A;SLC6A6
TIGD3 human tf ARCHS4 coexpression,60/138,19.79%,0,0.572064862,2.328150187,FCGR3A;CTSS;RGS2;CLEC7A;CFP;P2RY13;TNFRSF1B;TXNIP;KLF2;FAM65B;TLR2;LILRA5;SLC11A1;CHST15;ITGAX;APOBEC3A;CDC42SE1;C5AR1;RIN3;DPEP2;AMPD2;FPR1;SECTM1;LILRB3;IFITM2;TMEM154;PTAFR;MAP3K3;RNF149;LFNG;TLR1;SSH2;OSCAR;TLR6;IL1R2;NLRP1;SPI1;NCF1;SIGLEC14;PISD;LILRA6;TREM1;NFAM1;ZNF467;PPM1F;FRAT1;ZBTB7B;TLR8;SEC14L1;RNF166;UNC13D;NADK;TECPR2;RNPEPL1;STXBP2;CSF2RB;RASGRP4;MEFV;MNDA;STK40
HIVEP3 human tf ARCHS4 coexpression,28/85,11.38%,0,0.618434719,2.326497259,TYROBP;MS4A7;MAFB;CD68;TNFRSF1B;CD163;HLA-DQA1;SLC43A2;HMOX1;C3AR1;C1QA;CTSL;SLC2A6;SOD2;CTSB;C1QC;CEBPB;VSIG4;CCR1;MSR1;MYO1G;SH3BP2;SLC15A3;SH3TC1;INSIG1;TNF;PLEKHO2;IER3
RXRA human tf ARCHS4 coexpression,56/143,19.79%,0,0.564766559,2.326489702,TYROBP;FCGR3A;CTSS;FCN1;CLEC7A;CFP;P2RY13;CYBB;TNFRSF1B;MPEG1;TLR2;GIMAP8;CHST15;ITGAX;C5AR1;DPEP2;FPR1;SECTM1;CEBPB;LILRB3;CCR1;PTAFR;MAP3K3;ACSL1;SH3BP2;LFNG;OSCAR;SPI1;PLBD1;NCF1;IQSEC1;PLEKHO2;LILRA6;TREM1;NFAM1;PPP1R9B;ZNF467;KLF13;ITGAM;ABTB1;FRAT1;CEBPD;TLR8;TMEM127;TMEM164;RNF166;RGL2;NADK;RNPEPL1;STXBP2;CHMP4B;ESRRA;CSF2RB;RASGRP4;MNDA;STK40
KLF4 human tf ARCHS4 coexpression,42/95,15.41%,0,0.620943139,2.322723459,MS4A7;JUNB;LGALS2;HLA-DPA1;CFP;KLF6;KLF2;ZFP36;RHOB;MPEG1;HLA-DPB1;FOS;FGD2;HLA-DQB1;MCL1;CD55;NFKBIZ;IRS2;HLA-DRB1;IER5;NR4A2;CEBPB;MAP3K8;SH3BP2;JUN;NR4A1;TRIB1;ARRDC2;UBC;PLBD1;TREM1;SGK1;KLF13;ITGAM;GADD45B;HECA;ZBTB7B;OTUD1;CEBPD;CD83;CD93;TMEM127
STAT1 human tf ARCHS4 coexpression,36/89,15.18%,0,0.635706531,2.317212371,CTSS;FGL2;HLA-DPA1;CYBB;TNFSF10;MPEG1;HLA-DQB1;TNFRSF8;GIMAP8;MCL1;ITGAL;APOBEC3A;BIRC3;HLA-DRB1;IFIT3;GBP1;IRF9;SECTM1;CCR1;WARS;MYO1G;JAK2;TLR1;STAT2;NCF1;IFIT2;IFI44L;KLF13;MX2;TRAFD1;GIMAP6;DDX58;TLR7;GIMAP5;ZBTB7B;TLR8
ZNF746 human tf ARCHS4 coexpression,50/124,19.79%,0,0.570846399,2.303676841,TYROBP;CLEC7A;CFP;P2RY13;TNFRSF1B;FAM65B;TLR2;CHST15;MCL1;ITGAX;CDC42SE1;C5AR1;DPEP2;FPR1;SECTM1;CEBPB;LILRB3;PTAFR;MAP3K3;RNF149;TLR4;TLR1;SSH2;OSCAR;ARRDC2;NLRP1;SPI1;NCF1;SIGLEC14;PLEKHO2;LILRA6;TREM1;NFAM1;PPP1R9B;KLF13;ITGAM;ABTB1;FRAT1;ZBTB7B;TLR8;NDOR1;RNF166;VIPR1;NADK;RNPEPL1;STXBP2;CSF2RB;RASGRP4;MNDA;STK40
HBP1 human tf ARCHS4 coexpression,64/99,25.42%,0,0.617532629,2.290583926,CTSS;FCN1;RGS2;CLEC7A;FGL2;TXNIP;TNFSF10;FAM65B;TLR2;USP15;CDC42SE1;CLEC4E;EVI5;BACH1;NAMPT;DPYD;PELI1;TMEM154;PTAFR;RNF149;ACSL1;LRRK2;TLR4;PLXNC1;JAK2;TLR1;SDCBP;SSH2;MAP3K1;ALPK1;TLR6;CREBRF;STAT2;PLBD1;RASGEF1B;LILRA6;TREM1;UBR2;SGK1;MX2;HECA;GIMAP5;SPOPL;JMJD1C;GPCPD1;TLR8;SPG11;MED23;MEFV;MNDA;CCPG1;FCAR;GPR155;NBR1;KDM7A;FBXL5;RIT1;AQP9;KLF3;PNPLA8;DDX60L;NLRC4;RAP2B;FBXL20
RELB human tf ARCHS4 coexpression,50/114,19.79%,0,0.56726708,2.280282631,TYROBP;CD68;CXCL16;TNFRSF1B;CD163;SLC43A2;TLR2;C3AR1;C1QA;CTSL;SLC2A6;ITGAX;TNFAIP2;HLA-DRB1;C5AR1;RIN3;SOD2;C1QC;IRF9;SECTM1;PLEKHO1;CEBPB;LILRB3;CCR1;MYO1G;SAMSN1;SLC15A3;OSCAR;TNF;SPI1;NCF1;PLEKHO2;PPP1R9B;CD14;IER3;MX2;PLAUR;NPL;ZBTB7B;CD83;TMEM127;IL4R;MMP19;RNPEPL1;STXBP2;CHMP4B;CSF2RB;IFNGR2;HLX;STK40
ZFP36L1 human tf ARCHS4 coexpression,45/108,16.48%,0,0.584745523,2.277597185,TSC22D3;JUNB;DUSP1;P2RY13;TXNIP;KLF6;KLF2;RHOB;FOS;S100A4;CHST15;MCL1;ITGAX;NFKBIZ;CDC42SE1;TNFAIP3;C5AR1;IRF9;IFITM2;PPP1R15A;MAP3K3;NFKBIA;SH3BP2;AMDHD2;LFNG;JUN;NR4A1;TLR6;NCF1;NFAM1;PPP1R9B;IER2;KLF13;GIMAP6;ECE1;ABTB1;CD300LF;ZBTB7B;OTUD1;CEBPD;TMEM127;SLC44A2;IL4R;EGR1;BTG2
AKNA human tf ARCHS4 coexpression,52/124,19.90%,0,0.574527028,2.276176961,FCGR3A;CTSS;FCN1;CFP;P2RY13;TNFRSF1B;TXNIP;KLF2;MPEG1;FAM65B;GIMAP8;MCL1;ITGAX;ITGAL;CDC42SE1;RIN3;DPEP2;FPR1;SECTM1;RASA3;LILRB3;PTAFR;MAP3K3;MYO1G;SH3BP2;LFNG;SSH2;NLRP1;SPI1;NCF1;SIGLEC14;LILRA6;NFAM1;PPP1R9B;RASSF3;KLF13;GIMAP5;ABTB1;FRAT1;ZBTB7B;TLR8;RNF166;UNC13D;NADK;RNPEPL1;STXBP2;PTK2B;CSF2RB;RASGRP4;MEFV;MNDA;FAM78A
STAT6 human tf ARCHS4 coexpression,56/133,19.90%,0,0.56652503,2.272354113,FCGR3A;CTSS;CFP;P2RY13;TNFRSF1B;TXNIP;KLF2;MPEG1;FAM65B;TLR2;GIMAP8;CHST15;MCL1;ITGAX;ITGAL;CDC42SE1;RIN3;DPEP2;FPR1;IRF9;SECTM1;LILRB3;PTAFR;MAP3K3;MYO1G;SH3BP2;LFNG;SSH2;OSCAR;NLRP1;SPI1;NCF1;PLEKHO2;LILRA6;NFAM1;PPP1R9B;RASSF3;KLF13;ITGAM;ABTB1;ZBTB7B;TLR8;TMEM127;IL4R;RNF166;UNC13D;NADK;RNPEPL1;STXBP2;PTK2B;CSF2RB;RASGRP4;MNDA;STK40;ENGASE;FAM78A
FOSL2 human tf ARCHS4 coexpression,51/143,15.41%,0,0.566399821,2.267621951,TYROBP;CTSS;JUNB;CD68;CXCL16;CYBB;TNFRSF1B;ZFP36;MPEG1;CD300E;SLC43A2;TLR2;SLC11A1;C3AR1;MCL1;ITGAX;NFKBIZ;TNFAIP2;KLF4;C5AR1;RIN3;BACH1;SOD2;FOSB;CEBPB;LILRB3;CDKN1A;CCR1;MAP3K3;MAP3K8;ACSL1;TLR4;SH3BP2;JDP2;SLC15A3;CSGALNACT2;OSCAR;SPI1;PLEKHO2;TREM1;PPP1R9B;KLF13;IER3;ITGAM;GADD45B;PLAUR;ZBTB7B;OTUD1;CEBPD;CD93;TMEM127
CREBL2 human tf ARCHS4 coexpression,35/85,15.91%,0,0.62200065,2.266628911,CTSS;MS4A7;MAFB;CD68;FGL2;CXCL16;CYBB;CD163;OGFRL1;C3AR1;C1QA;CTSL;C1QB;GIMAP8;METTL7A;DPYD;CTSB;C1QC;VSIG4;CCR1;MSR1;TLR4;SLC15A3;FAM198B;RHOQ;PLBD1;PLEKHO2;CD14;KLF13;ITPRIPL2;ITGAM;CECR1;NPL;TMEM127;PLD2
ATF5 human tf ARCHS4 coexpression,27/75,14.35%,0,0.600306931,2.263409279,TYROBP;MAFB;CD68;CXCL16;CD163;SLC43A2;HMOX1;C3AR1;C1QA;CTSL;TNFRSF8;SLC2A6;HLA-DRB1;CTSB;C1QC;PLEKHO1;CEBPB;VSIG4;MYO1G;SLC15A3;INSIG1;PLEKHO2;CD14;IER3;GADD45B;PLAUR;NPL
