TF,fdr,nes,es,tag %,gene %,lead_genes
FOXD4L6 SIRNA T47D HUMAN GSE79586 RNASEQ DOWN,0.0,2.111826847412716,0.776534398193494,7/21,2.69%,TUBA1B;STMN1;CALR;MKI67;CENPF;TOP2A;KIF11
ZNF503 SHRNA H1 HUMAN GSE69618 DAY2 RNASEQ UP,0.0,2.10279293093036,0.811161297360355,12/30,5.95%,TUBA1B;HSPE1;CYCS;HIST1H4C;CENPF;TOP2A;HSP90AA1;HIST1H1D;HIST1H1B;HIST1H1E;HIST1H1C;PMAIP1
TCF4 KD HUMAN GSE18560 CREEDSID GENE 1275 DOWN,0.0,2.1023740301724363,0.7897824142742315,14/28,10.80%,FABP5;HSPE1;PTTG1;HIST1H4C;CKS2;HSP90AA1;ATP1B1;LMNB1;TRIM28;PPIF;ATP1B3;UBE2S;H2AFX;TFRC
TAL1 KD JURKAT HUMAN GSE72299 RNASEQ DOWN,0.0,2.101931577372119,0.8591415575731457,12/17,10.16%,TUBA1B;STMN1;MKI67;CENPF;ASPM;TOP2A;LDHA;KIF11;LMNB1;UBE2S;H2AFX;ALYREF
TFAP2C SIRNA HUMAN GSE15481 CREEDSID GENE 2895 DOWN,0.0,2.1018848272648043,0.7922719947309218,17/33,9.22%,FABP5;PKIB;PTTG1;CKS2;CENPF;ASPM;UBE2C;CLIC3;CA2;KIF11;LMNB1;WEE1;KIF22;KRT8;APOBEC3B;KIAA1324;ADIRF
SOX7 OE HUMAN GSE10809 CREEDSID GENE 150 DOWN,0.0,2.098387734849974,0.747618344401374,19/44,7.11%,FABP5;HSPE1;PTTG1;CYCS;HIST1H4C;DDIT4;LDHA;UBE2C;HSP90AA1;ATP1B1;TXN;EIF4A3;MIF;HSPH1;LMNB1;WEE1;PNP;RAB13;FSTL1
ERG OE CD34 HUMAN GSE53665 RNASEQ DOWN,0.0,2.0951011467920235,0.8278847010830618,17/26,7.48%,TUBA1B;STMN1;CALR;CENPF;TOP2A;LDHA;NUCB2;PRSS57;HSP90AA1;IGLL1;MPO;PRTN3;LMNB1;TRIM28;IGFBP7;CLEC11A;PPIF
SETDB1 KO MOUSE GSE40296 CREEDSID GENE 31 DOWN,0.0,2.093166892183772,0.8185060731754433,10/21,5.53%,TUBA1B;STMN1;PTTG1;HIST1H4C;CKS2;MKI67;UBE2C;TRIM28;XIST;WASF1
SOX10 KO MOUSE GSE12007 CREEDSID GENE 284 DOWN,0.0,2.092583679022445,0.7248578301872396,17/40,8.21%,STMN1;FABP5;PTTG1;CKS2;MKI67;TOP2A;UBE2C;HSP90AA1;MIF;EMP1;S100B;PMP22;SERPINH1;SPAG5;KIF22;UBE2S;COL5A2
TCF3 DEFICIENCY MOUSE GSE43224 CREEDSID GENE 298 DOWN,0.0,2.0901510678165938,0.7181288010350687,14/36,8.95%,TUBA1B;STMN1;HIST1H4C;CKS2;MKI67;HSP90AA1;TRIM28;FBP1;XIST;ATP1B3;PLAC8;DNAJB1;H2AFX;CRIP1
TP53 SIRNA MDAMB231 HUMAN GSE68248 RNASEQ DOWN,0.0,2.0810083269847817,0.7729985052584366,14/32,7.74%,TUBA1B;STMN1;CALR;MKI67;CENPF;TOP2A;LDHA;HSP90AA1;AXL;EMP1;TRIM28;KRT8;FSTL1;UBE2S
OVOL2 OE PC3 HUMAN GSE48230 RNASEQ DOWN,0.0,2.0779373649848822,0.7645979363548912,14/26,9.11%,TUBA1B;STMN1;CYCS;CALR;TOP2A;LDHA;HSP90AA1;AXL;HSPH1;EMP1;TRIM28;FSTL1;DNAJB1;CPNE3
U2AF1 OE CFUG HUMAN GSE94153 RNASEQ DOWN,0.0,-2.1979046194257794,-0.6099555290015802,18/49,7.95%,S100A12;CTSD;ITGAM;SLC2A3;MSRB1;QPCT;THBS1;C5AR1;CSF3R;FOLR3;BCL2A1;FPR2;KLF6;SOD2;PLAUR;STEAP4;RIN2;TOM1
FOXA1 KD HUMAN GSE25315 CREEDSID GENE 2164 DOWN,0.00035882452311616117,2.0262062725876344,0.7589910715501418,14/29,8.53%,PTTG1;HIST1H4C;CKS2;ASPM;TOP2A;UBE2C;CA2;KIF11;LMNB1;PMP22;FOXM1;KIF22;F12;KIAA1324
SP3 KD HUMAN GSE7102 CREEDSID GENE 1548 DOWN,0.00036480493183476385,2.0264960283516356,0.7224735377244907,12/34,4.90%,CD1C;STMN1;PTTG1;CYCS;HIST1H4C;DDIT4;UBE2C;NUCB2;SPINK2;CTSG;CSTB;TRIM28
CHD1 KO 22RV1 HUMAN GSE84610 RNASEQ DOWN,0.0003709880662726412,2.02758147001257,0.8308243512742868,10/18,2.74%,STMN1;HSPE1;CYCS;HIST1H4C;ASPM;TOP2A;LDHA;HSP90AA1;KIF11;TXN
ONECUT1 KO MOUSE GSE57917 CREEDSID GENE 1440 DOWN,0.00037738441224285913,2.0294643823552025,0.8016832651345009,9/20,9.85%,TUBA1B;FABP5;PTTG1;CYCS;CKS2;HSP90AA1;WASF1;H2AFX;FSCN1
ZNF217 SIRNA MCF7 HUMAN GSE58326 RNASEQ DOWN,0.00038400519140501454,2.030809582101122,0.7605614976377487,13/29,6.11%,TUBA1B;STMN1;CALR;MKI67;TOP2A;HSP90AA1;HSPH1;LMNB1;TRIM28;SERPINH1;SPAG5;KIF22;KRT8
SPDEF KD HUMAN GSE40985 CREEDSID GENE 2606 DOWN,0.0003908624269658184,2.0310628578830623,0.8154798685027342,15/22,9.22%,PKIB;HIST1H4C;MKI67;ASPM;TOP2A;UBE2C;CA2;KIF11;LMNB1;FOXM1;FBP1;APOBEC3B;SFXN2;KIAA1324;ADIRF
PRRX1 SIRNA MDAMB231 HUMAN GSE79586 RNASEQ DOWN,0.00039796901654701514,2.0328274995708924,0.7293926855304681,16/33,13.38%,TUBA1B;CALR;DDIT4;MKI67;ASPM;TOP2A;LDHA;AXL;TXN;IGFBP7;FSTL1;BASP1;ITGA3;PLAU;INSIG1;HNRNPH1
ADNP DEFICIENCY  NULL MUTATION MOUSE GSE4068 CREEDSID GENE 719 DOWN,0.00040533881314973764,2.033013636887478,0.7471067970520542,15/34,10.58%,STMN1;FABP5;PTTG1;CYCS;CALR;CKS2;UBE2C;HSP90AA1;HSPH1;SERPINH1;XIST;SSBP3;H2AFX;FSCN1;BASP1
OVOL1 KO MOUSE GSE55071 CREEDSID GENE 2560 UP,0.00041298671528463833,2.036844911966896,0.7242689969821379,12/39,5.27%,TUBA1B;FABP5;HIST1H4C;MKI67;LDHA;HIST1H1D;HIST1H1B;LYPD3;EMP1;PNP;PMP22;XIST
SOX7 OE HUMAN GSE10809 CREEDSID GENE 1271 DOWN,0.0004209287675016506,2.0374370237384962,0.7453743947746735,16/39,7.27%,FABP5;HSPE1;CYCS;LDHA;UBE2C;ATP1B1;TXN;EIF4A3;MIF;HSPH1;LMNB1;WEE1;PNP;RAB13;FSTL1;BCAS2
